game;fixture;id;team_home;team_away;date;link;home_score;away_score
CRU X GRE 14-04-2018;1;7719194;CRU;GRE;14-04-2018;https://www.sofascore.com/pt/gremio-cruzeiro/eOsBtc;0;1
VIT X FLA 14-04-2018;1;7719198;VIT;FLA;14-04-2018;https://www.sofascore.com/pt/flamengo-vitoria/mOsGuc;2;2
SAN X CEA 15-04-2018;1;7719197;SAN;CEA;15-04-2018;https://www.sofascore.com/pt/ceara-sc-santos/tOsbP;2;0
AME X SPT 15-04-2018;1;7763262;AME;SPT;15-04-2018;https://www.sofascore.com/pt/america-mineiro-sport-recife/jOsyO;3;0
COR X FLU 15-04-2018;1;7719195;COR;FLU;15-04-2018;https://www.sofascore.com/pt/fluminense-corinthians/hOslO;2;1
INT X BAH 15-04-2018;1;7719196;INT;BAH;15-04-2018;https://www.sofascore.com/pt/internacional-bahia/fOsqO;2;0
VAS X CAM 15-04-2018;1;7763263;VAS;CAM;15-04-2018;https://www.sofascore.com/pt/atletico-mineiro-vasco-da-gama/zOsCO;2;1
CAP X CHA 15-04-2018;1;7719200;CAP;CHA;15-04-2018;https://www.sofascore.com/pt/chapecoense-athletico-paranaense/rOsVLi;5;1
BOT X PAL 16-04-2018;1;7719199;BOT;PAL;16-04-2018;https://www.sofascore.com/pt/palmeiras-botafogo/iOsnO;1;1
SPO X PAR 16-04-2018;1;7719201;SPO;PAR;16-04-2018;https://www.sofascore.com/pt/sao-paulo-parana-clube/pOsGO;1;0
BAH X SAN 21-04-2018;2;7724304;BAH;SAN;21-04-2018;https://www.sofascore.com/pt/santos-bahia/fOstO;1;0
FLA X AME 21-04-2018;2;7724303;FLA;AME;21-04-2018;https://www.sofascore.com/pt/flamengo-america-mineiro/yOsGuc;2;0
PAR X COR 22-04-2018;2;7724306;PAR;COR;22-04-2018;https://www.sofascore.com/pt/parana-clube-corinthians/hOspO;0;4
CAM X VIT 22-04-2018;2;7724305;CAM;VIT;22-04-2018;https://www.sofascore.com/pt/atletico-mineiro-vitoria/mOsCO;2;1
CEA X SPO 22-04-2018;2;7724302;CEA;SPO;22-04-2018;https://www.sofascore.com/pt/ceara-sc-sao-paulo/GOsbP;0;0
