game;fixture;id;team_home;team_away;date;link;home_score;away_score
LIV X LEC 27-08-2005;1;198726;LIV;LEC;27-08-2005;https://www.sofascore.com/pt/livorno-lecce/OdbsBeb;2;1
FIO X SAM 27-08-2005;1;198727;FIO;SAM;27-08-2005;https://www.sofascore.com/pt/sampdoria-fiorentina/Tdbsleb;2;1
ASC X MIL 28-08-2005;1;198732;ASC;MIL;28-08-2005;https://www.sofascore.com/pt/ascoli-milan/Rdbsheb;1;1
INT X TRE 28-08-2005;1;198733;INT;TRE;28-08-2005;https://www.sofascore.com/pt/treviso-inter/XdbsKOb;3;0
LAZ X MES 28-08-2005;1;198730;LAZ;MES;28-08-2005;https://www.sofascore.com/pt/acr-messina-lazio/Zdbsveb;1;0
PRM X PAL 28-08-2005;1;198724;PRM;PAL;28-08-2005;https://www.sofascore.com/pt/palermo-parma/Pdbspeb;1;1
REG X ROM 28-08-2005;1;198729;REG;ROM;28-08-2005;https://www.sofascore.com/pt/roma-reggina/cebstoHb;0;3
RSI X CAG 28-08-2005;1;198725;RSI;CAG;28-08-2005;https://www.sofascore.com/pt/cagliari-robur-siena/uebsantb;2;1
UDI X EMP 28-08-2005;1;198731;UDI;EMP;28-08-2005;https://www.sofascore.com/pt/empoli-udinese/Vdbsfeb;1;0
JUV X CHV 28-08-2005;1;198728;JUV;CHV;28-08-2005;https://www.sofascore.com/pt/chievoverona-juventus/MdbsUdb;1;0
PAL X INT 10-09-2005;2;198767;PAL;INT;10-09-2005;https://www.sofascore.com/pt/palermo-inter/Xdbspeb;3;2
MIL X RSI 10-09-2005;2;198766;MIL;RSI;10-09-2005;https://www.sofascore.com/pt/milan-robur-siena/Rdbsantb;3;1
MES X FIO 11-09-2005;2;198765;MES;FIO;11-09-2005;https://www.sofascore.com/pt/acr-messina-fiorentina/Tdbsveb;2;2
CHV X PRM 11-09-2005;2;198762;CHV;PRM;11-09-2005;https://www.sofascore.com/pt/chievoverona-parma/PdbsUdb;1;0
EMP X JUV 11-09-2005;2;198763;EMP;JUV;11-09-2005;https://www.sofascore.com/pt/empoli-juventus/Mdbsfeb;0;4
LEC X ASC 11-09-2005;2;198764;LEC;ASC;11-09-2005;https://www.sofascore.com/pt/ascoli-lecce/Odbsheb;0;0
ROM X UDI 11-09-2005;2;198768;ROM;UDI;11-09-2005;https://www.sofascore.com/pt/roma-udinese/Vdbsceb;0;1
SAM X REG 11-09-2005;2;198769;SAM;REG;11-09-2005;https://www.sofascore.com/pt/sampdoria-reggina/lebstoHb;3;2
TRE X LIV 11-09-2005;2;198770;TRE;LIV;11-09-2005;https://www.sofascore.com/pt/treviso-livorno/BebsKOb;0;1
CAG X LAZ 11-09-2005;2;198761;CAG;LAZ;11-09-2005;https://www.sofascore.com/pt/cagliari-lazio/Zdbsueb;1;1
PRM X EMP 17-09-2005;3;198777;PRM;EMP;17-09-2005;https://www.sofascore.com/pt/empoli-parma/Pdbsfeb;1;0
INT X LEC 17-09-2005;3;198773;INT;LEC;17-09-2005;https://www.sofascore.com/pt/inter-lecce/OdbsXdb;3;0
CAG X MES 18-09-2005;3;198771;CAG;MES;18-09-2005;https://www.sofascore.com/pt/acr-messina-cagliari/uebsveb;1;1
FIO X UDI 18-09-2005;3;198772;FIO;UDI;18-09-2005;https://www.sofascore.com/pt/udinese-fiorentina/TdbsVdb;4;2
JUV X ASC 18-09-2005;3;198774;JUV;ASC;18-09-2005;https://www.sofascore.com/pt/ascoli-juventus/Mdbsheb;2;1
LAZ X TRE 18-09-2005;3;198775;LAZ;TRE;18-09-2005;https://www.sofascore.com/pt/treviso-lazio/ZdbsKOb;3;1
REG X CHV 18-09-2005;3;198778;REG;CHV;18-09-2005;https://www.sofascore.com/pt/chievoverona-reggina/UdbstoHb;1;3
RSI X PAL 18-09-2005;3;198780;RSI;PAL;18-09-2005;https://www.sofascore.com/pt/palermo-robur-siena/pebsantb;1;2
SAM X MIL 18-09-2005;3;198779;SAM;MIL;18-09-2005;https://www.sofascore.com/pt/sampdoria-milan/Rdbsleb;2;1
LIV X ROM 18-09-2005;3;198776;LIV;ROM;18-09-2005;https://www.sofascore.com/pt/livorno-roma/cebsBeb;0;0
