game;fixture;id;team_home;team_away;date;link;home_score;away_score
RSI X FIO 27-08-2011;1;1840783;RSI;FIO;27-08-2011;https://www.sofascore.com/pt/fiorentina-robur-siena/Tdbsantb;-1;-1
CAG X MIL 27-08-2011;1;1840771;CAG;MIL;27-08-2011;https://www.sofascore.com/pt/cagliari-milan/Rdbsueb;-1;-1
NAP X GEN 28-08-2011;1;1840777;NAP;GEN;28-08-2011;https://www.sofascore.com/pt/napoli-genoa/nebsoeb;-1;-1
ATT X CES 28-08-2011;1;1840767;ATT;CES;28-08-2011;https://www.sofascore.com/pt/cesena-atalanta/LdbsReb;-1;-1
BGN X ROM 28-08-2011;1;1840769;BGN;ROM;28-08-2011;https://www.sofascore.com/pt/roma-bologna/Kdbsceb;-1;-1
INT X LEC 28-08-2011;1;1840773;INT;LEC;28-08-2011;https://www.sofascore.com/pt/inter-lecce/OdbsXdb;-1;-1
LAZ X CHV 28-08-2011;1;1840775;LAZ;CHV;28-08-2011;https://www.sofascore.com/pt/lazio-chievoverona/UdbsZdb;-1;-1
NOV X PAL 28-08-2011;1;1840779;NOV;PAL;28-08-2011;https://www.sofascore.com/pt/novara-palermo/pebsrfb;-1;-1
PRM X CAT 28-08-2011;1;1840781;PRM;CAT;28-08-2011;https://www.sofascore.com/pt/catania-parma/PdbsAeb;-1;-1
UDI X JUV 28-08-2011;1;1840785;UDI;JUV;28-08-2011;https://www.sofascore.com/pt/udinese-juventus/MdbsVdb;-1;-1
RSI X FIO 20-12-2011;1;2013935;RSI;FIO;20-12-2011;https://www.sofascore.com/pt/fiorentina-robur-siena/Tdbsantb;0;0
CAG X MIL 20-12-2011;1;2013937;CAG;MIL;20-12-2011;https://www.sofascore.com/pt/cagliari-milan/Rdbsueb;0;2
UDI X JUV 21-12-2011;1;2013985;UDI;JUV;21-12-2011;https://www.sofascore.com/pt/udinese-juventus/MdbsVdb;0;0
ATT X CES 21-12-2011;1;2013941;ATT;CES;21-12-2011;https://www.sofascore.com/pt/cesena-atalanta/LdbsReb;4;1
BGN X ROM 21-12-2011;1;2013943;BGN;ROM;21-12-2011;https://www.sofascore.com/pt/roma-bologna/Kdbsceb;0;2
INT X LEC 21-12-2011;1;2013945;INT;LEC;21-12-2011;https://www.sofascore.com/pt/inter-lecce/OdbsXdb;4;1
LAZ X CHV 21-12-2011;1;2013947;LAZ;CHV;21-12-2011;https://www.sofascore.com/pt/lazio-chievoverona/UdbsZdb;0;0
NAP X GEN 21-12-2011;1;2013939;NAP;GEN;21-12-2011;https://www.sofascore.com/pt/napoli-genoa/nebsoeb;6;1
NOV X PAL 21-12-2011;1;2013981;NOV;PAL;21-12-2011;https://www.sofascore.com/pt/novara-palermo/pebsrfb;2;2
PRM X CAT 21-12-2011;1;2013983;PRM;CAT;21-12-2011;https://www.sofascore.com/pt/catania-parma/PdbsAeb;3;3
MIL X LAZ 09-09-2011;2;1840801;MIL;LAZ;09-09-2011;https://www.sofascore.com/pt/lazio-milan/RdbsZdb;2;2
CES X NAP 10-09-2011;2;1840789;CES;NAP;10-09-2011;https://www.sofascore.com/pt/cesena-napoli/oebsReb;1;3
JUV X PRM 11-09-2011;2;1840797;JUV;PRM;11-09-2011;https://www.sofascore.com/pt/parma-juventus/MdbsPdb;4;1
CAT X RSI 11-09-2011;2;1840787;CAT;RSI;11-09-2011;https://www.sofascore.com/pt/catania-robur-siena/Aebsantb;0;0
CHV X NOV 11-09-2011;2;1840791;CHV;NOV;11-09-2011;https://www.sofascore.com/pt/novara-chievoverona/Udbsrfb;2;2
FIO X BGN 11-09-2011;2;1840793;FIO;BGN;11-09-2011;https://www.sofascore.com/pt/fiorentina-bologna/KdbsTdb;2;0
GEN X ATT 11-09-2011;2;1840795;GEN;ATT;11-09-2011;https://www.sofascore.com/pt/genoa-atalanta/Ldbsneb;2;2
LEC X UDI 11-09-2011;2;1840799;LEC;UDI;11-09-2011;https://www.sofascore.com/pt/udinese-lecce/OdbsVdb;0;2
ROM X CAG 11-09-2011;2;1840805;ROM;CAG;11-09-2011;https://www.sofascore.com/pt/cagliari-roma/cebsueb;1;2
PAL X INT 11-09-2011;2;1840803;PAL;INT;11-09-2011;https://www.sofascore.com/pt/palermo-inter/Xdbspeb;4;3
CAG X NOV 17-09-2011;3;1840811;CAG;NOV;17-09-2011;https://www.sofascore.com/pt/novara-cagliari/uebsrfb;2;1
INT X ROM 17-09-2011;3;1840815;INT;ROM;17-09-2011;https://www.sofascore.com/pt/roma-inter/Xdbsceb;0;0
ATT X PAL 18-09-2011;3;1840807;ATT;PAL;18-09-2011;https://www.sofascore.com/pt/palermo-atalanta/Ldbspeb;1;0
BGN X LEC 18-09-2011;3;1840809;BGN;LEC;18-09-2011;https://www.sofascore.com/pt/lecce-bologna/KdbsOdb;0;2
CAT X CES 18-09-2011;3;1840813;CAT;CES;18-09-2011;https://www.sofascore.com/pt/cesena-catania/AebsReb;1;0
LAZ X GEN 18-09-2011;3;1840817;LAZ;GEN;18-09-2011;https://www.sofascore.com/pt/genoa-lazio/Zdbsneb;1;2
PRM X CHV 18-09-2011;3;1840821;PRM;CHV;18-09-2011;https://www.sofascore.com/pt/chievoverona-parma/PdbsUdb;2;1
RSI X JUV 18-09-2011;3;1840823;RSI;JUV;18-09-2011;https://www.sofascore.com/pt/juventus-robur-siena/Mdbsantb;0;1
UDI X FIO 18-09-2011;3;1840825;UDI;FIO;18-09-2011;https://www.sofascore.com/pt/udinese-fiorentina/TdbsVdb;2;0
NAP X MIL 18-09-2011;3;1840819;NAP;MIL;18-09-2011;https://www.sofascore.com/pt/napoli-milan/Rdbsoeb;3;1
NOV X INT 20-09-2011;4;1841535;NOV;INT;20-09-2011;https://www.sofascore.com/pt/novara-inter/Xdbsrfb;3;1
CES X LAZ 21-09-2011;4;1841507;CES;LAZ;21-09-2011;https://www.sofascore.com/pt/cesena-lazio/ZdbsReb;1;2
CHV X NAP 21-09-2011;4;1841511;CHV;NAP;21-09-2011;https://www.sofascore.com/pt/napoli-chievoverona/Udbsoeb;1;0
FIO X PRM 21-09-2011;4;1841515;FIO;PRM;21-09-2011;https://www.sofascore.com/pt/fiorentina-parma/PdbsTdb;3;0
GEN X CAT 21-09-2011;4;1841519;GEN;CAT;21-09-2011;https://www.sofascore.com/pt/catania-genoa/nebsAeb;3;0
JUV X BGN 21-09-2011;4;1841523;JUV;BGN;21-09-2011;https://www.sofascore.com/pt/juventus-bologna/KdbsMdb;1;1
LEC X ATT 21-09-2011;4;1841527;LEC;ATT;21-09-2011;https://www.sofascore.com/pt/lecce-atalanta/LdbsOdb;1;2
MIL X UDI 21-09-2011;4;1841531;MIL;UDI;21-09-2011;https://www.sofascore.com/pt/udinese-milan/RdbsVdb;1;1
PAL X CAG 21-09-2011;4;1841539;PAL;CAG;21-09-2011;https://www.sofascore.com/pt/cagliari-palermo/pebsueb;3;2
ROM X RSI 22-09-2011;4;1841543;ROM;RSI;22-09-2011;https://www.sofascore.com/pt/roma-robur-siena/cebsantb;1;1
BGN X INT 24-09-2011;5;1841551;BGN;INT;24-09-2011;https://www.sofascore.com/pt/inter-bologna/KdbsXdb;1;3
