game;fixture;id;team_home;team_away;date;link;home_score;away_score
SPO X BOT 27-04-2019;1;8177046;SPO;BOT;27-04-2019;https://www.sofascore.com/pt/sao-paulo-botafogo/iOsGO;2;0
CAM X AVA 27-04-2019;1;8177040;CAM;AVA;27-04-2019;https://www.sofascore.com/pt/avai-atletico-mineiro/COspWc;2;1
CHA X INT 27-04-2019;1;8177049;CHA;INT;27-04-2019;https://www.sofascore.com/pt/chapecoense-internacional/qOsVLi;2;0
FLA X CRU 28-04-2019;1;8177043;FLA;CRU;28-04-2019;https://www.sofascore.com/pt/flamengo-cruzeiro/eOsGuc;3;1
GRE X SAN 28-04-2019;1;8177041;GRE;SAN;28-04-2019;https://www.sofascore.com/pt/gremio-santos/tOsBtc;1;2
CAP X VAS 28-04-2019;1;8177051;CAP;VAS;28-04-2019;https://www.sofascore.com/pt/vasco-da-gama-athletico-paranaense/rOszO;4;1
BAH X COR 28-04-2019;1;8177044;BAH;COR;28-04-2019;https://www.sofascore.com/pt/corinthians-bahia/fOshO;3;2
CEA X CSA 28-04-2019;1;8177039;CEA;CSA;28-04-2019;https://www.sofascore.com/pt/csa-ceara-sc/bPskP;4;0
FLU X GOI 28-04-2019;1;8177047;FLU;GOI;28-04-2019;https://www.sofascore.com/pt/fluminense-goias/kOslO;0;1
PAL X FOR 28-04-2019;1;8177045;PAL;FOR;28-04-2019;https://www.sofascore.com/pt/fortaleza-palmeiras/nOsvP;4;0
CSA X PAL 01-05-2019;2;8177057;CSA;PAL;01-05-2019;https://www.sofascore.com/pt/csa-palmeiras/nOskP;1;1
COR X CHA 01-05-2019;2;8177052;COR;CHA;01-05-2019;https://www.sofascore.com/pt/chapecoense-corinthians/hOsVLi;1;0
INT X FLA 01-05-2019;2;8177050;INT;FLA;01-05-2019;https://www.sofascore.com/pt/flamengo-internacional/qOsGuc;2;1
AVA X GRE 01-05-2019;2;8177060;AVA;GRE;01-05-2019;https://www.sofascore.com/pt/avai-gremio/BtcspWc;1;1
CRU X CEA 01-05-2019;2;8177042;CRU;CEA;01-05-2019;https://www.sofascore.com/pt/ceara-sc-cruzeiro/eOsbP;1;0
FOR X CAP 02-05-2019;2;8177048;FOR;CAP;02-05-2019;https://www.sofascore.com/pt/fortaleza-athletico-paranaense/rOsvP;2;1
GOI X SPO 02-05-2019;2;8177056;GOI;SPO;02-05-2019;https://www.sofascore.com/pt/sao-paulo-goias/kOsGO;1;2
VAS X CAM 02-05-2019;2;8177053;VAS;CAM;02-05-2019;https://www.sofascore.com/pt/atletico-mineiro-vasco-da-gama/zOsCO;1;2
SAN X FLU 02-05-2019;2;8177055;SAN;FLU;02-05-2019;https://www.sofascore.com/pt/santos-fluminense/lOstO;2;1
BOT X BAH 02-05-2019;2;8177054;BOT;BAH;02-05-2019;https://www.sofascore.com/pt/botafogo-bahia/fOsiO;3;2
PAL X INT 04-05-2019;3;8177063;PAL;INT;04-05-2019;https://www.sofascore.com/pt/internacional-palmeiras/nOsqO;1;0
VAS X COR 04-05-2019;3;8177062;VAS;COR;04-05-2019;https://www.sofascore.com/pt/vasco-da-gama-corinthians/hOszO;1;1
CEA X CAM 05-05-2019;3;8177059;CEA;CAM;05-05-2019;https://www.sofascore.com/pt/ceara-sc-atletico-mineiro/COsbP;1;2
CHA X CAP 05-05-2019;3;8177068;CHA;CAP;05-05-2019;https://www.sofascore.com/pt/chapecoense-athletico-paranaense/rOsVLi;1;1
BOT X FOR 05-05-2019;3;8177067;BOT;FOR;05-05-2019;https://www.sofascore.com/pt/fortaleza-botafogo/iOsvP;1;0
CSA X SAN 05-05-2019;3;8177065;CSA;SAN;05-05-2019;https://www.sofascore.com/pt/csa-santos/tOskP;0;0
CRU X GOI 05-05-2019;3;8177058;CRU;GOI;05-05-2019;https://www.sofascore.com/pt/goias-cruzeiro/eOskO;2;1
SPO X FLA 05-05-2019;3;8177064;SPO;FLA;05-05-2019;https://www.sofascore.com/pt/flamengo-sao-paulo/GOsGuc;1;1
BAH X AVA 05-05-2019;3;8177066;BAH;AVA;05-05-2019;https://www.sofascore.com/pt/avai-bahia/fOspWc;1;0
GRE X FLU 05-05-2019;3;8177061;GRE;FLU;05-05-2019;https://www.sofascore.com/pt/gremio-fluminense/lOsBtc;4;5
FLU X BOT 11-05-2019;4;8177081;FLU;BOT;11-05-2019;https://www.sofascore.com/pt/fluminense-botafogo/iOslO;0;1
COR X GRE 11-05-2019;4;8177073;COR;GRE;11-05-2019;https://www.sofascore.com/pt/gremio-corinthians/hOsBtc;0;0
GOI X CEA 12-05-2019;4;8177072;GOI;CEA;12-05-2019;https://www.sofascore.com/pt/ceara-sc-goias/kOsbP;2;1
FLA X CHA 12-05-2019;4;8177074;FLA;CHA;12-05-2019;https://www.sofascore.com/pt/flamengo-chapecoense/GucsVLi;2;1
CAM X PAL 12-05-2019;4;8177070;CAM;PAL;12-05-2019;https://www.sofascore.com/pt/atletico-mineiro-palmeiras/nOsCO;0;2
INT X CRU 12-05-2019;4;8177071;INT;CRU;12-05-2019;https://www.sofascore.com/pt/internacional-cruzeiro/eOsqO;3;1
SAN X VAS 12-05-2019;4;8177075;SAN;VAS;12-05-2019;https://www.sofascore.com/pt/vasco-da-gama-santos/tOszO;3;0
CAP X BAH 12-05-2019;4;8177079;CAP;BAH;12-05-2019;https://www.sofascore.com/pt/athletico-paranaense-bahia/fOsrO;1;0
AVA X CSA 12-05-2019;4;8177076;AVA;CSA;12-05-2019;https://www.sofascore.com/pt/avai-csa/kPspWc;0;0
FOR X SPO 12-05-2019;4;8177069;FOR;SPO;12-05-2019;https://www.sofascore.com/pt/fortaleza-sao-paulo/GOsvP;0;1
FLU X CRU 18-05-2019;5;8177087;FLU;CRU;18-05-2019;https://www.sofascore.com/pt/fluminense-cruzeiro/eOslO;4;1
CAM X FLA 18-05-2019;5;8177078;CAM;FLA;18-05-2019;https://www.sofascore.com/pt/flamengo-atletico-mineiro/COsGuc;2;1
PAL X SAN 18-05-2019;5;8177082;PAL;SAN;18-05-2019;https://www.sofascore.com/pt/santos-palmeiras/nOstO;4;0
SPO X BAH 19-05-2019;5;8177083;SPO;BAH;19-05-2019;https://www.sofascore.com/pt/sao-paulo-bahia/fOsGO;0;0
CAP X COR 19-05-2019;5;8177086;CAP;COR;19-05-2019;https://www.sofascore.com/pt/athletico-paranaense-corinthians/hOsrO;0;2
CHA X FOR 19-05-2019;5;8177088;CHA;FOR;19-05-2019;https://www.sofascore.com/pt/chapecoense-fortaleza/vPsVLi;1;3
GOI X BOT 19-05-2019;5;8177085;GOI;BOT;19-05-2019;https://www.sofascore.com/pt/goias-botafogo/iOskO;1;0
INT X CSA 19-05-2019;5;8177080;INT;CSA;19-05-2019;https://www.sofascore.com/pt/csa-internacional/qOskP;2;0
CEA X GRE 19-05-2019;5;8177077;CEA;GRE;19-05-2019;https://www.sofascore.com/pt/gremio-ceara-sc/bPsBtc;2;1
VAS X AVA 19-05-2019;5;8177084;VAS;AVA;19-05-2019;https://www.sofascore.com/pt/avai-vasco-da-gama/zOspWc;1;1
BOT X PAL 25-05-2019;6;8177100;BOT;PAL;25-05-2019;https://www.sofascore.com/pt/palmeiras-botafogo/iOsnO;0;1
GRE X CAM 25-05-2019;6;8177090;GRE;CAM;25-05-2019;https://www.sofascore.com/pt/gremio-atletico-mineiro/COsBtc;1;0
FLA X CAP 26-05-2019;6;8177092;FLA;CAP;26-05-2019;https://www.sofascore.com/pt/flamengo-athletico-paranaense/rOsGuc;3;2
SAN X INT 26-05-2019;6;8177094;SAN;INT;26-05-2019;https://www.sofascore.com/pt/santos-internacional/qOstO;0;0
BAH X FLU 26-05-2019;6;8177095;BAH;FLU;26-05-2019;https://www.sofascore.com/pt/fluminense-bahia/fOslO;3;2
COR X SPO 26-05-2019;6;8177093;COR;SPO;26-05-2019;https://www.sofascore.com/pt/sao-paulo-corinthians/hOsGO;1;0
CRU X CHA 26-05-2019;6;8177089;CRU;CHA;26-05-2019;https://www.sofascore.com/pt/chapecoense-cruzeiro/eOsVLi;1;2
FOR X VAS 26-05-2019;6;8177091;FOR;VAS;26-05-2019;https://www.sofascore.com/pt/fortaleza-vasco-da-gama/zOsvP;1;1
AVA X CEA 27-05-2019;6;8177099;AVA;CEA;27-05-2019;https://www.sofascore.com/pt/avai-ceara-sc/bPspWc;1;2
CSA X GOI 27-05-2019;6;8177096;CSA;GOI;27-05-2019;https://www.sofascore.com/pt/csa-goias/kOskP;1;0
FLA X FOR 01-06-2019;7;8177102;FLA;FOR;01-06-2019;https://www.sofascore.com/pt/flamengo-fortaleza/vPsGuc;2;0
BAH X GRE 01-06-2019;7;8177106;BAH;GRE;01-06-2019;https://www.sofascore.com/pt/gremio-bahia/fOsBtc;1;0
COR X GOI 02-06-2019;7;8177105;COR;GOI;02-06-2019;https://www.sofascore.com/pt/goias-corinthians/hOskO;-1;-1
BOT X VAS 02-06-2019;7;8177104;BOT;VAS;02-06-2019;https://www.sofascore.com/pt/vasco-da-gama-botafogo/iOszO;1;0
CAP X FLU 02-06-2019;7;8177109;CAP;FLU;02-06-2019;https://www.sofascore.com/pt/athletico-paranaense-fluminense/lOsrO;3;0
CEA X SAN 02-06-2019;7;8177097;CEA;SAN;02-06-2019;https://www.sofascore.com/pt/ceara-sc-santos/tOsbP;0;1
SPO X CRU 02-06-2019;7;8177103;SPO;CRU;02-06-2019;https://www.sofascore.com/pt/sao-paulo-cruzeiro/eOsGO;1;1
CAM X CSA 02-06-2019;7;8177098;CAM;CSA;02-06-2019;https://www.sofascore.com/pt/csa-atletico-mineiro/COskP;4;0
CHA X PAL 02-06-2019;7;8177108;CHA;PAL;02-06-2019;https://www.sofascore.com/pt/chapecoense-palmeiras/nOsVLi;1;2
INT X AVA 02-06-2019;7;8177101;INT;AVA;02-06-2019;https://www.sofascore.com/pt/avai-internacional/qOspWc;2;0
COR X GOI 07-08-2019;7;8322577;COR;GOI;07-08-2019;https://www.sofascore.com/pt/goias-corinthians/hOskO;2;0
VAS X INT 07-06-2019;8;8177114;VAS;INT;07-06-2019;https://www.sofascore.com/pt/vasco-da-gama-internacional/qOszO;2;1
PAL X CAP 08-06-2019;8;8177117;PAL;CAP;08-06-2019;https://www.sofascore.com/pt/athletico-paranaense-palmeiras/nOsrO;1;0
CRU X COR 08-06-2019;8;8177110;CRU;COR;08-06-2019;https://www.sofascore.com/pt/corinthians-cruzeiro/eOshO;0;0
GRE X FOR 08-06-2019;8;8177111;GRE;FOR;08-06-2019;https://www.sofascore.com/pt/gremio-fortaleza/vPsBtc;1;0
CEA X BAH 08-06-2019;8;8177107;CEA;BAH;08-06-2019;https://www.sofascore.com/pt/ceara-sc-bahia/fOsbP;0;0
AVA X SPO 09-06-2019;8;8177119;AVA;SPO;09-06-2019;https://www.sofascore.com/pt/avai-sao-paulo/GOspWc;0;0
CSA X BOT 09-06-2019;8;8177115;CSA;BOT;09-06-2019;https://www.sofascore.com/pt/csa-botafogo/iOskP;1;2
FLU X FLA 09-06-2019;8;8177121;FLU;FLA;09-06-2019;https://www.sofascore.com/pt/flamengo-fluminense/lOsGuc;0;0
SAN X CAM 09-06-2019;8;8177112;SAN;CAM;09-06-2019;https://www.sofascore.com/pt/atletico-mineiro-santos/tOsCO;3;1
GOI X CHA 10-06-2019;8;8177113;GOI;CHA;10-06-2019;https://www.sofascore.com/pt/chapecoense-goias/kOsVLi;3;1
BOT X GRE 12-06-2019;9;8177127;BOT;GRE;12-06-2019;https://www.sofascore.com/pt/gremio-botafogo/iOsBtc;0;1
FOR X CRU 13-06-2019;9;8177116;FOR;CRU;13-06-2019;https://www.sofascore.com/pt/fortaleza-cruzeiro/eOsvP;2;1
CSA X FLA 13-06-2019;9;8177125;CSA;FLA;13-06-2019;https://www.sofascore.com/pt/flamengo-csa/kPsGuc;0;2
INT X BAH 13-06-2019;9;8177120;INT;BAH;13-06-2019;https://www.sofascore.com/pt/internacional-bahia/fOsqO;3;1
SAN X COR 13-06-2019;9;8177123;SAN;COR;13-06-2019;https://www.sofascore.com/pt/santos-corinthians/hOstO;1;0
VAS X CEA 13-06-2019;9;8177122;VAS;CEA;13-06-2019;https://www.sofascore.com/pt/ceara-sc-vasco-da-gama/zOsbP;1;0
CAM X SPO 13-06-2019;9;8177118;CAM;SPO;13-06-2019;https://www.sofascore.com/pt/sao-paulo-atletico-mineiro/COsGO;1;1
CHA X FLU 13-06-2019;9;8177131;CHA;FLU;13-06-2019;https://www.sofascore.com/pt/chapecoense-fluminense/lOsVLi;1;1
GOI X CAP 13-06-2019;9;8177124;GOI;CAP;13-06-2019;https://www.sofascore.com/pt/athletico-paranaense-goias/kOsrO;2;1
