game;fixture;id;team_home;team_away;date;link;home_score;away_score
LIV X NOR 09-08-2019;1;8243388;LIV;NOR;09-08-2019;https://www.sofascore.com/pt/liverpool-norwich-city/uHIe;-1;-1
WES X MCI 10-08-2019;1;8243390;WES;MCI;10-08-2019;https://www.sofascore.com/pt/west-ham-united-manchester-city/rM;-1;-1
BOU X SHE 10-08-2019;1;8243397;BOU;SHE;10-08-2019;https://www.sofascore.com/pt/bournemouth-sheffield-united/pskb;-1;-1
BUR X SOU 10-08-2019;1;8243395;BUR;SOU;10-08-2019;https://www.sofascore.com/pt/burnley-southampton/gsV;-1;-1
CRY X EVE 10-08-2019;1;8243391;CRY;EVE;10-08-2019;https://www.sofascore.com/pt/crystal-palace-everton/hY;-1;-1
LEI X WOL 10-08-2019;1;8243389;LEI;WOL;10-08-2019;https://www.sofascore.com/pt/leicester-city-wolverhampton/dsG;-1;-1
WAT X BHA 10-08-2019;1;8243396;WAT;BHA;10-08-2019;https://www.sofascore.com/pt/brighton-hove-albion-watford/zsF;-1;-1
TOT X ASV 10-08-2019;1;8243393;TOT;ASV;10-08-2019;https://www.sofascore.com/pt/aston-villa-tottenham/IP;-1;-1
NEW X ARS 11-08-2019;1;8243392;NEW;ARS;11-08-2019;https://www.sofascore.com/pt/arsenal-newcastle-united/Ardc;-1;-1
MUN X CHE 11-08-2019;1;8243394;MUN;CHE;11-08-2019;https://www.sofascore.com/pt/chelsea-manchester-united/mcYb;-1;-1
ARS X BUR 17-08-2019;2;8243414;ARS;BUR;17-08-2019;https://www.sofascore.com/pt/burnley-arsenal/gsR;-1;-1
ASV X BOU 17-08-2019;2;8243412;ASV;BOU;17-08-2019;https://www.sofascore.com/pt/bournemouth-aston-villa/Pkb;-1;-1
BHA X WES 17-08-2019;2;8243411;BHA;WES;17-08-2019;https://www.sofascore.com/pt/west-ham-united-brighton-hove-albion/FsM;-1;-1
CHE X LEI 17-08-2019;2;8243416;CHE;LEI;17-08-2019;https://www.sofascore.com/pt/chelsea-leicester-city/GsN;-1;-1
EVE X WAT 17-08-2019;2;8243415;EVE;WAT;17-08-2019;https://www.sofascore.com/pt/everton-watford/zY;-1;-1
