game;fixture;id;team_home;team_away;date;link;home_score;away_score
AAC X UNB 20-08-2010;1;1399166;AAC;UNB;20-08-2010;https://www.sofascore.com/pt/1-fc-union-berlin-alemannia-aachen/WabsXab;2;2
FSV X ARM 20-08-2010;1;1399168;FSV;ARM;20-08-2010;https://www.sofascore.com/pt/fsv-frankfurt-arminia-bielefeld/PabsCpc;2;1
BCS X RWO 20-08-2010;1;1399165;BCS;RWO;20-08-2010;https://www.sofascore.com/pt/rw-oberhausen-hertha-bsc/Dabscbb;3;2
ING X AUG 21-08-2010;1;1399160;ING;AUG;21-08-2010;https://www.sofascore.com/pt/ingolstadt-augsburg/acbsFrc;1;4
SCP X AUE 21-08-2010;1;1399162;SCP;AUE;21-08-2010;https://www.sofascore.com/pt/erzgebirge-aue-sc-paderborn-07/lbbsqbb;0;1
CTT X DUS 22-08-2010;1;1399163;CTT;DUS;22-08-2010;https://www.sofascore.com/pt/fortuna-dusseldorf-energie-cottbus/HabsNbb;2;0
FUR X KAR 22-08-2010;1;1399164;FUR;KAR;22-08-2010;https://www.sofascore.com/pt/karlsruher-sc-spvgg-greuther-furth/bbbsdbb;4;1
OSN X DUI 22-08-2010;1;1399167;OSN;DUI;22-08-2010;https://www.sofascore.com/pt/vfl-osnabruck-msv-duisburg/TabsGbb;1;3
BOC X MUN 23-08-2010;1;1399161;BOC;MUN;23-08-2010;https://www.sofascore.com/pt/vfl-bochum-1860-munchen/LabsRab;3;2
AUG X SCP 27-08-2010;2;1399229;AUG;SCP;27-08-2010;https://www.sofascore.com/pt/augsburg-sc-paderborn-07/lbbsacb;1;0
AUE X BOC 27-08-2010;2;1399237;AUE;BOC;27-08-2010;https://www.sofascore.com/pt/erzgebirge-aue-vfl-bochum/Rabsqbb;1;0
RWO X FSV 27-08-2010;2;1399236;RWO;FSV;27-08-2010;https://www.sofascore.com/pt/fsv-frankfurt-rw-oberhausen/cbbsCpc;1;0
UNB X FUR 28-08-2010;2;1399235;UNB;FUR;28-08-2010;https://www.sofascore.com/pt/spvgg-greuther-furth-1-fc-union-berlin/Xabsbbb;1;2
DUI X ING 28-08-2010;2;1399231;DUI;ING;28-08-2010;https://www.sofascore.com/pt/ingolstadt-msv-duisburg/TabsFrc;4;1
MUN X OSN 29-08-2010;2;1399233;MUN;OSN;29-08-2010;https://www.sofascore.com/pt/vfl-osnabruck-1860-munchen/LabsGbb;3;1
ARM X CTT 29-08-2010;2;1399232;ARM;CTT;29-08-2010;https://www.sofascore.com/pt/arminia-bielefeld-energie-cottbus/HabsPab;1;2
KAR X AAC 29-08-2010;2;1399234;KAR;AAC;29-08-2010;https://www.sofascore.com/pt/karlsruher-sc-alemannia-aachen/Wabsdbb;3;0
DUS X BCS 30-08-2010;2;1399230;DUS;BCS;30-08-2010;https://www.sofascore.com/pt/fortuna-dusseldorf-hertha-bsc/DabsNbb;1;2
ING X RWO 10-09-2010;3;1399246;ING;RWO;10-09-2010;https://www.sofascore.com/pt/ingolstadt-rw-oberhausen/cbbsFrc;1;2
SCP X UNB 10-09-2010;3;1399240;SCP;UNB;10-09-2010;https://www.sofascore.com/pt/sc-paderborn-07-1-fc-union-berlin/Xabslbb;2;0
OSN X AUE 10-09-2010;3;1399245;OSN;AUE;10-09-2010;https://www.sofascore.com/pt/vfl-osnabruck-erzgebirge-aue/qbbsGbb;3;2
FSV X DUS 11-09-2010;3;1399244;FSV;DUS;11-09-2010;https://www.sofascore.com/pt/fsv-frankfurt-fortuna-dusseldorf/NbbsCpc;1;0
DUI X MUN 11-09-2010;3;1399241;DUI;MUN;11-09-2010;https://www.sofascore.com/pt/msv-duisburg-1860-munchen/LabsTab;2;1
BCS X ARM 12-09-2010;3;1399239;BCS;ARM;12-09-2010;https://www.sofascore.com/pt/arminia-bielefeld-hertha-bsc/DabsPab;3;1
FUR X AAC 12-09-2010;3;1399243;FUR;AAC;12-09-2010;https://www.sofascore.com/pt/spvgg-greuther-furth-alemannia-aachen/Wabsbbb;1;1
BOC X AUG 12-09-2010;3;1399238;BOC;AUG;12-09-2010;https://www.sofascore.com/pt/augsburg-vfl-bochum/Rabsacb;0;2
