game;fixture;id;team_home;team_away;date;link;home_score;away_score
VAS X POR 25-05-2013;1;3681945;VAS;POR;25-05-2013;https://www.sofascore.com/pt/portuguesa-de-desportos-vasco-da-gama/zOsWMi;1;0
VIT X INT 25-05-2013;1;3681963;VIT;INT;25-05-2013;https://www.sofascore.com/pt/internacional-vitoria/mOsqO;2;2
COR X BOT 26-05-2013;1;3681959;COR;BOT;26-05-2013;https://www.sofascore.com/pt/botafogo-corinthians/hOsiO;1;1
CRI X BAH 26-05-2013;1;3681973;CRI;BAH;26-05-2013;https://www.sofascore.com/pt/criciuma-bahia/fOsJO;3;1
GRE X NAU 26-05-2013;1;3681967;GRE;NAU;26-05-2013;https://www.sofascore.com/pt/gremio-nautico/lPsBtc;2;0
PON X SPO 26-05-2013;1;3681969;PON;SPO;26-05-2013;https://www.sofascore.com/pt/sao-paulo-ponte-preta/uOsGO;0;2
SAN X FLA 26-05-2013;1;3681981;SAN;FLA;26-05-2013;https://www.sofascore.com/pt/flamengo-santos/tOsGuc;0;0
CFC X CAM 26-05-2013;1;3681979;CFC;CAM;26-05-2013;https://www.sofascore.com/pt/coritiba-atletico-mineiro/COsHO;2;1
CRU X GOI 26-05-2013;1;3681977;CRU;GOI;26-05-2013;https://www.sofascore.com/pt/goias-cruzeiro/eOskO;5;0
FLU X CAP 26-05-2013;1;3681953;FLU;CAP;26-05-2013;https://www.sofascore.com/pt/athletico-paranaense-fluminense/lOsrO;2;1
CAP X CRU 29-05-2013;2;3682313;CAP;CRU;29-05-2013;https://www.sofascore.com/pt/athletico-paranaense-cruzeiro/eOsrO;2;2
BOT X SAN 29-05-2013;2;3681999;BOT;SAN;29-05-2013;https://www.sofascore.com/pt/santos-botafogo/iOstO;2;1
SPO X VAS 29-05-2013;2;3682005;SPO;VAS;29-05-2013;https://www.sofascore.com/pt/sao-paulo-vasco-da-gama/zOsGO;5;1
BAH X CFC 30-05-2013;2;3682007;BAH;CFC;30-05-2013;https://www.sofascore.com/pt/coritiba-bahia/fOsHO;0;0
FLA X PON 30-05-2013;2;3682003;FLA;PON;30-05-2013;https://www.sofascore.com/pt/flamengo-ponte-preta/uOsGuc;0;2
