game;fixture;id;team_home;team_away;date;link;home_score;away_score
LAZ X TOR 25-08-2007;1;555789;LAZ;TOR;25-08-2007;https://www.sofascore.com/pt/lazio-torino/WdbsZdb;2;2
JUV X LIV 25-08-2007;1;555788;JUV;LIV;25-08-2007;https://www.sofascore.com/pt/livorno-juventus/MdbsBeb;5;1
FIO X EMP 26-08-2007;1;555785;FIO;EMP;26-08-2007;https://www.sofascore.com/pt/empoli-fiorentina/Tdbsfeb;3;1
GEN X MIL 26-08-2007;1;555786;GEN;MIL;26-08-2007;https://www.sofascore.com/pt/genoa-milan/Rdbsneb;0;3
INT X UDI 26-08-2007;1;555787;INT;UDI;26-08-2007;https://www.sofascore.com/pt/inter-udinese/VdbsXdb;1;1
NAP X CAG 26-08-2007;1;555790;NAP;CAG;26-08-2007;https://www.sofascore.com/pt/cagliari-napoli/oebsueb;0;2
PRM X CAT 26-08-2007;1;555792;PRM;CAT;26-08-2007;https://www.sofascore.com/pt/catania-parma/PdbsAeb;2;2
REG X ATT 26-08-2007;1;555793;REG;ATT;26-08-2007;https://www.sofascore.com/pt/atalanta-reggina/LdbstoHb;1;1
RSI X SAM 26-08-2007;1;555794;RSI;SAM;26-08-2007;https://www.sofascore.com/pt/sampdoria-robur-siena/lebsantb;1;2
PAL X ROM 26-08-2007;1;555791;PAL;ROM;26-08-2007;https://www.sofascore.com/pt/palermo-roma/cebspeb;0;2
EMP X INT 01-09-2007;2;555872;EMP;INT;01-09-2007;https://www.sofascore.com/pt/empoli-inter/Xdbsfeb;0;2
ATT X PRM 02-09-2007;2;555890;ATT;PRM;02-09-2007;https://www.sofascore.com/pt/parma-atalanta/LdbsPdb;2;0
CAG X JUV 02-09-2007;2;555870;CAG;JUV;02-09-2007;https://www.sofascore.com/pt/cagliari-juventus/Mdbsueb;2;3
CAT X GEN 02-09-2007;2;555871;CAT;GEN;02-09-2007;https://www.sofascore.com/pt/catania-genoa/nebsAeb;0;0
LIV X PAL 02-09-2007;2;555873;LIV;PAL;02-09-2007;https://www.sofascore.com/pt/livorno-palermo/pebsBeb;2;4
ROM X RSI 02-09-2007;2;555876;ROM;RSI;02-09-2007;https://www.sofascore.com/pt/roma-robur-siena/cebsantb;3;0
TOR X REG 02-09-2007;2;555881;TOR;REG;02-09-2007;https://www.sofascore.com/pt/torino-reggina/WdbstoHb;2;2
UDI X NAP 02-09-2007;2;555884;UDI;NAP;02-09-2007;https://www.sofascore.com/pt/napoli-udinese/Vdbsoeb;0;5
SAM X LAZ 02-09-2007;2;555878;SAM;LAZ;02-09-2007;https://www.sofascore.com/pt/sampdoria-lazio/Zdbsleb;0;0
MIL X FIO 03-09-2007;2;555874;MIL;FIO;03-09-2007;https://www.sofascore.com/pt/fiorentina-milan/RdbsTdb;1;1
RSI X MIL 15-09-2007;3;555936;RSI;MIL;15-09-2007;https://www.sofascore.com/pt/milan-robur-siena/Rdbsantb;1;1
LAZ X EMP 15-09-2007;3;555931;LAZ;EMP;15-09-2007;https://www.sofascore.com/pt/empoli-lazio/Zdbsfeb;0;0
FIO X ATT 16-09-2007;3;555927;FIO;ATT;16-09-2007;https://www.sofascore.com/pt/fiorentina-atalanta/LdbsTdb;2;2
GEN X LIV 16-09-2007;3;555928;GEN;LIV;16-09-2007;https://www.sofascore.com/pt/livorno-genoa/nebsBeb;1;1
INT X CAT 16-09-2007;3;555929;INT;CAT;16-09-2007;https://www.sofascore.com/pt/catania-inter/XdbsAeb;2;0
JUV X UDI 16-09-2007;3;555930;JUV;UDI;16-09-2007;https://www.sofascore.com/pt/udinese-juventus/MdbsVdb;0;1
NAP X SAM 16-09-2007;3;555932;NAP;SAM;16-09-2007;https://www.sofascore.com/pt/napoli-sampdoria/lebsoeb;2;0
PAL X TOR 16-09-2007;3;555933;PAL;TOR;16-09-2007;https://www.sofascore.com/pt/palermo-torino/Wdbspeb;1;1
REG X ROM 16-09-2007;3;555935;REG;ROM;16-09-2007;https://www.sofascore.com/pt/roma-reggina/cebstoHb;0;2
PRM X CAG 16-09-2007;3;555934;PRM;CAG;16-09-2007;https://www.sofascore.com/pt/cagliari-parma/Pdbsueb;1;1
UDI X REG 22-09-2007;4;555952;UDI;REG;22-09-2007;https://www.sofascore.com/pt/udinese-reggina/VdbstoHb;2;0
MIL X PRM 22-09-2007;4;555946;MIL;PRM;22-09-2007;https://www.sofascore.com/pt/milan-parma/PdbsRdb;1;1
ATT X LAZ 23-09-2007;4;555938;ATT;LAZ;23-09-2007;https://www.sofascore.com/pt/lazio-atalanta/LdbsZdb;2;1
CAG X PAL 23-09-2007;4;555939;CAG;PAL;23-09-2007;https://www.sofascore.com/pt/cagliari-palermo/pebsueb;0;1
CAT X FIO 23-09-2007;4;555941;CAT;FIO;23-09-2007;https://www.sofascore.com/pt/catania-fiorentina/TdbsAeb;0;1
