game;length;time;addedTime;incidentType
KOL X D98 27-08-2016;2;90;0;injuryTime
KOL X D98 27-08-2016;2;45;0;injuryTime
DOR X MAI 27-08-2016;4;90;0;injuryTime
DOR X MAI 27-08-2016;3;45;0;injuryTime
SGE X S04 27-08-2016;5;90;0;injuryTime
HSV X ING 27-08-2016;1;45;0;injuryTime
D98 X SGE 10-09-2016;3;90;0;injuryTime
KOL X SCF 16-09-2016;1;90;0;injuryTime
RBL X SGE 21-01-2017;4;45;0;injuryTime
MAI X AUG 10-02-2017;7;90;0;injuryTime
AUG X KOL 15-04-2017;6;90;0;injuryTime
