game;addedTime;id;incidentClass;incidentType;injury;isHome;playerIn;playerOut;time
MUN X TOT 2015-08-08;;118321046;;substitution;;True;{'name': 'Antonio Valencia', 'slug': 'antonio-valencia', 'shortName': 'A. Valencia', 'position': 'D', 'userCount': 2735, 'id': 11820};{'name': 'Matteo Darmian', 'slug': 'matteo-darmian', 'shortName': 'M. Darmian', 'position': 'D', 'userCount': 1742, 'id': 19352};80
MUN X TOT 2015-08-08;;118321044;;substitution;;False;{'name': 'Dele Alli', 'slug': 'dele-alli', 'shortName': 'D. Alli', 'position': 'M', 'userCount': 11085, 'id': 198028};{'name': 'Eric Dier', 'slug': 'eric-dier', 'shortName': 'E. Dier', 'position': 'M', 'userCount': 1968, 'id': 146101};77
MUN X TOT 2015-08-08;;118321040;;substitution;;False;{'name': 'Érik Lamela', 'slug': 'erik-lamela', 'shortName': 'É. Lamela', 'position': 'M', 'userCount': 2874, 'id': 122702};{'name': 'Mousa Dembélé', 'slug': 'mousa-dembele', 'shortName': 'M. Dembélé', 'position': 'M', 'userCount': 1462, 'id': 9865};68
MUN X TOT 2015-08-08;;118321039;;substitution;;True;{'name': 'Ander Herrera', 'slug': 'ander-herrera', 'shortName': 'A. Herrera', 'position': 'M', 'userCount': 4142, 'id': 82474};{'name': 'Memphis Depay', 'slug': 'memphis-depay', 'shortName': 'M. Depay', 'position': 'F', 'userCount': 11952, 'id': 138833};68
MUN X TOT 2015-08-08;;118321038;;substitution;;True;{'name': 'Bastian Schweinsteiger', 'slug': 'bastian-schweinsteiger', 'shortName': 'B. Schweinsteiger', 'position': 'D', 'userCount': 1995, 'id': 326};{'name': 'Michael Carrick', 'slug': 'michael-carrick', 'shortName': 'M. Carrick', 'position': 'M', 'userCount': 772, 'id': 938};60
MUN X TOT 2015-08-08;;118321031;;substitution;;False;{'name': 'Ryan Mason', 'slug': 'ryan-mason', 'shortName': 'R. Mason', 'position': 'M', 'userCount': 38, 'id': 44567};{'name': 'Nabil Bentaleb', 'slug': 'nabil-bentaleb', 'shortName': 'N. Bentaleb', 'position': 'M', 'userCount': 4096, 'id': 368120};53
BOU X ASV 2015-08-08;;118321208;;substitution;;True;"{'name': ""Eunan O'Kane"", 'slug': 'eunan-okane', 'shortName': ""E. O'Kane"", 'position': 'M', 'userCount': 37, 'id': 41628}";{'name': 'Dan Gosling', 'slug': 'dan-gosling', 'shortName': 'D. Gosling', 'position': 'M', 'userCount': 109, 'id': 19343};84
BOU X ASV 2015-08-08;;118321182;;substitution;;False;{'name': 'Kieran Richardson', 'slug': 'kieran-richardson', 'shortName': 'K. Richardson', 'position': 'M', 'userCount': 7, 'id': 764};{'name': 'Scott Sinclair', 'slug': 'scott-sinclair', 'shortName': 'S. Sinclair', 'position': 'M', 'userCount': 236, 'id': 24055};78
BOU X ASV 2015-08-08;;118321144;;substitution;;False;{'name': 'Carlos Sánchez', 'slug': 'carlos-sanchez', 'shortName': 'C. Sánchez', 'position': 'M', 'userCount': 1669, 'id': 26995};{'name': 'Jordan Veretout', 'slug': 'jordan-veretout', 'shortName': 'J. Veretout', 'position': 'M', 'userCount': 1298, 'id': 151124};71
BOU X ASV 2015-08-08;;118321142;;substitution;;True;{'name': 'Max Gradel', 'slug': 'max-gradel', 'shortName': 'M. Gradel', 'position': 'M', 'userCount': 1700, 'id': 16590};{'name': 'Marc Pugh', 'slug': 'marc-pugh', 'shortName': 'M. Pugh', 'position': 'M', 'userCount': 37, 'id': 11764};69
BOU X ASV 2015-08-08;;118321125;;substitution;;False;{'name': 'Rudy Gestede', 'slug': 'rudy-gestede', 'shortName': 'R. Gestede', 'position': 'F', 'userCount': 72, 'id': 31812};{'name': 'Jordan Ayew', 'slug': 'jordan-ayew', 'shortName': 'J. Ayew', 'position': 'F', 'userCount': 6567, 'id': 103045};59
BOU X ASV 2015-08-08;;118321114;;substitution;;True;{'name': 'Yann Kermorgant', 'slug': 'yann-kermorgant', 'shortName': 'Y. Kermorgant', 'position': 'F', 'userCount': 9, 'id': 51348};{'name': 'Joshua King', 'slug': 'joshua-king', 'shortName': 'J. King', 'position': 'F', 'userCount': 1559, 'id': 100621};53
EVE X WAT 2015-08-08;1.0;118321234;;substitution;;True;{'name': 'Steven Naismith', 'slug': 'steven-naismith', 'shortName': 'S. Naismith', 'position': 'F', 'userCount': 64, 'id': 9257};{'name': 'Romelu Lukaku', 'slug': 'romelu-lukaku', 'shortName': 'R. Lukaku', 'position': 'F', 'userCount': 29420, 'id': 78893};90
