game;addedTime;assist1;awayScore;homeScore;id;incidentClass;incidentType;isHome;player;playerName;time
FIG X GOI 02-07-2015;;;0;2;118463930;regular;goal;True;{'name': 'Clayton', 'slug': 'clayton', 'shortName': 'Claytinho', 'position': 'F', 'userCount': 78, 'id': 288249};;34
FIG X GOI 02-07-2015;;;0;1;118463929;regular;goal;True;{'name': 'Thiago Santana', 'slug': 'thiago-santana', 'shortName': 'T. Santana', 'position': 'F', 'userCount': 95, 'id': 814724};;24
FLU X SAN 03-07-2015;;{'name': 'Gustavo Scarpa', 'slug': 'gustavo-scarpa', 'shortName': 'G. Scarpa', 'position': 'M', 'userCount': 728, 'id': 559036};1;2;118464110;regular;goal;True;{'name': 'Lucas Gomes da Silva', 'slug': 'lucas-gomes-da-silva', 'shortName': 'L. G. d. Silva', 'position': 'M', 'userCount': 9, 'id': 794894};;81
FLU X SAN 03-07-2015;;{'name': 'Gabriel Barbosa', 'slug': 'gabriel-barbosa', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 15382, 'id': 358554};1;1;118464091;regular;goal;False;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;54
FLU X SAN 03-07-2015;;{'name': 'Gerson', 'slug': 'gerson', 'shortName': 'Gerson', 'position': 'M', 'userCount': 3987, 'id': 611876};0;1;118464063;regular;goal;True;{'name': 'Fred', 'slug': 'fred', 'shortName': 'Fred', 'position': 'F', 'userCount': 982, 'id': 12764};;40
CHA X VAS 05-07-2015;;;0;1;118470337;regular;goal;True;{'name': 'Neto', 'slug': 'neto', 'shortName': 'Neto', 'position': 'D', 'userCount': 61, 'id': 329193};;75
CRU X CAP 05-07-2015;;{'name': 'Giorgian De Arrascaeta', 'slug': 'giorgian-de-arrascaeta', 'shortName': 'G. De Arrascaeta', 'position': 'M', 'userCount': 8928, 'id': 333587};0;2;118470328;regular;goal;True;{'name': 'Marinho', 'slug': 'marinho', 'shortName': 'Marinho', 'position': 'F', 'userCount': 502, 'id': 798127};;73
CRU X CAP 05-07-2015;;;0;1;118470199;regular;goal;True;{'name': 'Giorgian De Arrascaeta', 'slug': 'giorgian-de-arrascaeta', 'shortName': 'G. De Arrascaeta', 'position': 'M', 'userCount': 8928, 'id': 333587};;41
AVA X SPT 05-07-2015;3.0;;2;2;118472083;penalty;goal;False;{'name': 'André', 'slug': 'andre', 'shortName': 'André', 'position': 'F', 'userCount': 265, 'id': 118815};;90
AVA X SPT 05-07-2015;;;1;2;118471865;ownGoal;goal;True;{'name': 'Samuel Xavier', 'slug': 'samuel-xavier', 'shortName': 'S. Xavier', 'position': 'D', 'userCount': 125, 'id': 795773};;40
AVA X SPT 05-07-2015;;;1;1;118471854;regular;goal;True;{'name': 'Renan', 'slug': 'renan', 'shortName': 'Renan', 'position': 'M', 'userCount': 1, 'id': 795787};;38
AVA X SPT 05-07-2015;;{'name': 'Renê', 'slug': 'rene', 'shortName': 'Renê', 'position': 'D', 'userCount': 781, 'id': 243113};1;0;118471785;regular;goal;False;{'name': 'Diego Souza', 'slug': 'diego-souza', 'shortName': 'D. Souza', 'position': 'F', 'userCount': 688, 'id': 17880};;21
SAN X GRE 05-07-2015;;;3;1;118472638;regular;goal;False;{'name': 'Yuri Mamute', 'slug': 'yuri-mamute', 'shortName': 'Y. Mamute', 'position': 'F', 'userCount': 20, 'id': 283363};;81
SAN X GRE 05-07-2015;;{'name': 'Lucas Lima', 'slug': 'lucas-lima', 'shortName': 'L. Lima', 'position': 'M', 'userCount': 985, 'id': 244589};2;1;118472607;regular;goal;True;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;65
SAN X GRE 05-07-2015;;;2;0;118472579;regular;goal;False;{'name': 'Rafael Galhardo', 'slug': 'rafael-galhardo', 'shortName': 'R. Galhardo', 'position': 'D', 'userCount': 103, 'id': 158289};;49
SAN X GRE 05-07-2015;;{'name': 'Giuliano', 'slug': 'giuliano', 'shortName': 'Giuliano', 'position': 'M', 'userCount': 813, 'id': 90862};1;0;118472460;regular;goal;False;{'name': 'Pedro Rocha', 'slug': 'pedro-rocha', 'shortName': 'P. Rocha', 'position': 'M', 'userCount': 669, 'id': 794930};;4
FLA X FIG 05-07-2015;4.0;{'name': 'Yago Felipe', 'slug': 'yago-felipe', 'shortName': 'Y. Felipe', 'position': 'M', 'userCount': 74, 'id': 552164};2;1;118472878;regular;goal;False;{'name': 'Fabinho', 'slug': 'fabinho', 'shortName': 'Fabinho', 'position': 'M', 'userCount': 57, 'id': 795254};;90
FLA X FIG 05-07-2015;;;1;1;118472848;regular;goal;False;{'name': 'Ricardinho', 'slug': 'ricardinho', 'shortName': 'Ricardinho', 'position': 'M', 'userCount': 2, 'id': 356558};;62
FLA X FIG 05-07-2015;;;0;1;118472823;regular;goal;True;{'name': 'Alan Patrick', 'slug': 'alan-patrick', 'shortName': 'A. Patrick', 'position': 'M', 'userCount': 251, 'id': 124997};;48
INT X CAM 05-07-2015;;;3;1;118472876;regular;goal;True;{'name': 'Lisandro López', 'slug': 'lisandro-lopez', 'shortName': 'L. López', 'position': 'F', 'userCount': 293, 'id': 13207};;86
INT X CAM 05-07-2015;;{'name': 'Rafael Carioca', 'slug': 'rafael-carioca', 'shortName': 'R. Carioca', 'position': 'M', 'userCount': 132, 'id': 39423};3;0;118472868;regular;goal;False;{'name': 'Thiago Ribeiro', 'slug': 'thiago-ribeiro', 'shortName': 'T. Ribeiro', 'position': 'F', 'userCount': 53, 'id': 47745};;80
INT X CAM 05-07-2015;;{'name': 'Douglas Santos', 'slug': 'douglas-santos', 'shortName': 'D. Santos', 'position': 'D', 'userCount': 462, 'id': 243583};2;0;118472865;regular;goal;False;{'name': 'Maicosuel', 'slug': 'maicosuel', 'shortName': 'Maicosuel', 'position': 'M', 'userCount': 74, 'id': 33130};;77
INT X CAM 05-07-2015;;{'name': 'Giovanni Augusto', 'slug': 'giovanni-augusto', 'shortName': 'G. Augusto', 'position': 'M', 'userCount': 140, 'id': 82680};1;0;118472849;regular;goal;False;{'name': 'Maicosuel', 'slug': 'maicosuel', 'shortName': 'Maicosuel', 'position': 'M', 'userCount': 74, 'id': 33130};;59
PON X PAL 05-07-2015;;{'name': 'Rafael Marques', 'slug': 'rafael-marques', 'shortName': 'R. Marques', 'position': 'F', 'userCount': 86, 'id': 60254};2;0;118472777;regular;goal;False;{'name': 'Dudu', 'slug': 'dudu', 'shortName': 'Dudu', 'position': 'M', 'userCount': 4241, 'id': 147464};;40
PON X PAL 05-07-2015;;{'name': 'Rafael Marques', 'slug': 'rafael-marques', 'shortName': 'R. Marques', 'position': 'F', 'userCount': 86, 'id': 60254};1;0;118472731;regular;goal;False;{'name': 'Dudu', 'slug': 'dudu', 'shortName': 'Dudu', 'position': 'M', 'userCount': 4241, 'id': 147464};;9
CHA X GRE 08-07-2015;;{'name': 'Cleber Santana', 'slug': 'cleber-santana', 'shortName': 'C. Santana', 'position': 'M', 'userCount': 7, 'id': 28059};0;1;118481059;regular;goal;True;{'name': 'Bruno Rangel', 'slug': 'bruno-rangel', 'shortName': 'B. Rangel', 'position': 'F', 'userCount': 17, 'id': 578348};;77
GOI X SAN 08-07-2015;;;1;4;118481073;penalty;goal;False;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;90
GOI X SAN 08-07-2015;;{'name': 'Bruno Henrique', 'slug': 'bruno-henrique', 'shortName': 'B. Henrique', 'position': 'M', 'userCount': 8861, 'id': 795291};0;4;118481058;regular;goal;True;{'name': 'Carlos Eduardo', 'slug': 'carlos-eduardo', 'shortName': 'C. Eduardo', 'position': 'M', 'userCount': 249, 'id': 795295};;62
GOI X SAN 08-07-2015;;{'name': 'Carlos Eduardo', 'slug': 'carlos-eduardo', 'shortName': 'C. Eduardo', 'position': 'M', 'userCount': 249, 'id': 795295};0;3;118481057;regular;goal;True;{'name': 'Felipe Menezes', 'slug': 'felipe-menezes', 'shortName': 'F. Menezes', 'position': 'M', 'userCount': 13, 'id': 83013};;59
GOI X SAN 08-07-2015;;;0;2;118481055;regular;goal;True;{'name': 'Fred', 'slug': 'fred', 'shortName': 'Fred', 'position': 'D', 'userCount': 24, 'id': 19444};;52
GOI X SAN 08-07-2015;;;0;1;118481054;penalty;goal;True;{'name': 'Felipe Menezes', 'slug': 'felipe-menezes', 'shortName': 'F. Menezes', 'position': 'M', 'userCount': 13, 'id': 83013};;48
FIG X JOI 09-07-2015;;;2;0;118481170;regular;goal;False;{'name': 'Kempes', 'slug': 'kempes', 'shortName': 'Kempes', 'position': 'F', 'userCount': 12, 'id': 213850};;61
FIG X JOI 09-07-2015;;{'name': 'Marion', 'slug': 'marion', 'shortName': 'Marion', 'position': 'F', 'userCount': 11, 'id': 385550};1;0;118481067;regular;goal;False;{'name': 'Kempes', 'slug': 'kempes', 'shortName': 'Kempes', 'position': 'F', 'userCount': 12, 'id': 213850};;12
PAL X AVA 09-07-2015;;{'name': 'Egídio', 'slug': 'egidio', 'shortName': 'Egídio', 'position': 'D', 'userCount': 196, 'id': 34147};0;3;118481244;regular;goal;True;{'name': 'Jonathan Cristaldo', 'slug': 'jonathan-cristaldo', 'shortName': 'J. Cristaldo', 'position': 'F', 'userCount': 81, 'id': 80934};;89
PAL X AVA 09-07-2015;;;0;2;118481176;regular;goal;True;{'name': 'Lucas', 'slug': 'lucas', 'shortName': 'Lucas', 'position': 'D', 'userCount': 44, 'id': 165575};;65
PAL X AVA 09-07-2015;;;0;1;118481060;regular;goal;True;{'name': 'Rafael Marques', 'slug': 'rafael-marques', 'shortName': 'R. Marques', 'position': 'F', 'userCount': 86, 'id': 60254};;8
CAM X SPT 09-07-2015;;;1;2;118481309;regular;goal;True;{'name': 'Giovanni Augusto', 'slug': 'giovanni-augusto', 'shortName': 'G. Augusto', 'position': 'M', 'userCount': 140, 'id': 82680};;54
CAM X SPT 09-07-2015;;{'name': 'Diego Souza', 'slug': 'diego-souza', 'shortName': 'D. Souza', 'position': 'F', 'userCount': 688, 'id': 17880};1;1;118481293;regular;goal;False;{'name': 'Matheus Ferraz', 'slug': 'matheus-ferraz', 'shortName': 'M. Ferraz', 'position': 'D', 'userCount': 88, 'id': 329083};;50
CAM X SPT 09-07-2015;;{'name': 'Thiago Ribeiro', 'slug': 'thiago-ribeiro', 'shortName': 'T. Ribeiro', 'position': 'F', 'userCount': 53, 'id': 47745};0;1;118481278;regular;goal;True;{'name': 'Lucas Pratto', 'slug': 'lucas-pratto', 'shortName': 'L. Pratto', 'position': 'F', 'userCount': 666, 'id': 39244};;47
INT X FLA 09-07-2015;3.0;{'name': 'Lisandro López', 'slug': 'lisandro-lopez', 'shortName': 'L. López', 'position': 'F', 'userCount': 293, 'id': 13207};2;1;118481402;regular;goal;True;{'name': 'Ernando', 'slug': 'ernando', 'shortName': 'Ernando', 'position': 'D', 'userCount': 65, 'id': 82967};;90
INT X FLA 09-07-2015;;{'name': 'Paolo Guerrero', 'slug': 'paolo-guerrero', 'shortName': 'P. Guerrero', 'position': 'F', 'userCount': 4500, 'id': 338};2;0;118481367;regular;goal;False;{'name': 'Éverton Cardoso', 'slug': 'everton-cardoso', 'shortName': 'É. Cardoso', 'position': 'M', 'userCount': 773, 'id': 76526};;66
INT X FLA 09-07-2015;;{'name': 'Héctor Canteros', 'slug': 'hector-canteros', 'shortName': 'H. Canteros', 'position': 'M', 'userCount': 90, 'id': 129501};1;0;118481127;regular;goal;False;{'name': 'Paolo Guerrero', 'slug': 'paolo-guerrero', 'shortName': 'P. Guerrero', 'position': 'F', 'userCount': 4500, 'id': 338};;11
VAS X SPO 09-07-2015;3.0;;4;0;118481403;regular;goal;False;{'name': 'Gabriel Boschilia', 'slug': 'gabriel-boschilia', 'shortName': 'G. Boschilia', 'position': 'M', 'userCount': 518, 'id': 358540};;90
VAS X SPO 09-07-2015;;;3;0;118481307;regular;goal;False;{'name': 'Wesley', 'slug': 'wesley', 'shortName': 'Wesley', 'position': 'M', 'userCount': 32, 'id': 34073};;49
VAS X SPO 09-07-2015;;;2;0;118481159;regular;goal;False;{'name': 'Michel Bastos', 'slug': 'michel-bastos', 'shortName': 'M. Bastos', 'position': 'M', 'userCount': 208, 'id': 16543};;19
VAS X SPO 09-07-2015;;;1;0;118481143;regular;goal;False;{'name': 'Alexandre Pato', 'slug': 'alexandre-pato', 'shortName': 'A. Pato', 'position': 'F', 'userCount': 3004, 'id': 32164};;13
COR X CAP 09-07-2015;;;0;2;118484715;regular;goal;True;{'name': 'Jadson', 'slug': 'jadson', 'shortName': 'Jádson', 'position': 'M', 'userCount': 411, 'id': 13635};;77
COR X CAP 09-07-2015;;;0;1;118484658;regular;goal;True;{'name': 'Elias', 'slug': 'elias', 'shortName': 'Elias', 'position': 'M', 'userCount': 182, 'id': 329051};;34
FLU X CRU 10-07-2015;;;0;1;118484782;regular;goal;True;{'name': 'Gustavo Scarpa', 'slug': 'gustavo-scarpa', 'shortName': 'G. Scarpa', 'position': 'M', 'userCount': 728, 'id': 559036};;74
GRE X VAS 11-07-2015;;;0;2;118493274;regular;goal;True;{'name': 'Pedro Rocha', 'slug': 'pedro-rocha', 'shortName': 'P. Rocha', 'position': 'M', 'userCount': 669, 'id': 794930};;81
GRE X VAS 11-07-2015;;;0;1;118493240;ownGoal;goal;True;{'name': 'Anderson Salles', 'slug': 'anderson-salles', 'shortName': 'A. Salles', 'position': 'D', 'userCount': 14, 'id': 794841};;60
SAN X FIG 11-07-2015;;;0;3;118493241;regular;goal;True;{'name': 'Gabriel Barbosa', 'slug': 'gabriel-barbosa', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 15382, 'id': 358554};;63
SAN X FIG 11-07-2015;;;0;2;118493202;regular;goal;True;{'name': 'Lucas Lima', 'slug': 'lucas-lima', 'shortName': 'L. Lima', 'position': 'M', 'userCount': 985, 'id': 244589};;46
SAN X FIG 11-07-2015;;;0;1;118493152;regular;goal;True;{'name': 'David Braz', 'slug': 'david-braz', 'shortName': 'D. Braz', 'position': 'D', 'userCount': 213, 'id': 46942};;31
PON X CAM 12-07-2015;;;2;0;118493622;regular;goal;False;{'name': 'Giovanni Augusto', 'slug': 'giovanni-augusto', 'shortName': 'G. Augusto', 'position': 'M', 'userCount': 140, 'id': 82680};;88
PON X CAM 12-07-2015;;{'name': 'Giovanni Augusto', 'slug': 'giovanni-augusto', 'shortName': 'G. Augusto', 'position': 'M', 'userCount': 140, 'id': 82680};1;0;118493414;regular;goal;False;{'name': 'Thiago Ribeiro', 'slug': 'thiago-ribeiro', 'shortName': 'T. Ribeiro', 'position': 'F', 'userCount': 53, 'id': 47745};;28
SPO X CFC 12-07-2015;1.0;;1;3;118496362;regular;goal;True;{'name': 'Alexandre Pato', 'slug': 'alexandre-pato', 'shortName': 'A. Pato', 'position': 'F', 'userCount': 3004, 'id': 32164};;90
SPO X CFC 12-07-2015;;{'name': 'Negueba', 'slug': 'negueba', 'shortName': 'Negueba', 'position': 'M', 'userCount': 44, 'id': 158325};1;2;118496255;regular;goal;False;{'name': 'Marcos Aurélio', 'slug': 'marcos-aurelio', 'shortName': 'M. Aurélio', 'position': 'M', 'userCount': 14, 'id': 34868};;60
SPO X CFC 12-07-2015;1.0;{'name': 'Lucao', 'slug': 'lucao', 'shortName': 'Lucao', 'position': 'D', 'userCount': 1, 'id': 330059};0;2;118496090;regular;goal;True;{'name': 'Alexandre Pato', 'slug': 'alexandre-pato', 'shortName': 'A. Pato', 'position': 'F', 'userCount': 3004, 'id': 32164};;45
SPO X CFC 12-07-2015;;{'name': 'Alexandre Pato', 'slug': 'alexandre-pato', 'shortName': 'A. Pato', 'position': 'F', 'userCount': 3004, 'id': 32164};0;1;118495967;regular;goal;True;{'name': 'Ricardo Centurión', 'slug': 'ricardo-centurion', 'shortName': 'R. Centurión', 'position': 'F', 'userCount': 343, 'id': 249397};;15
CAP X FLU 12-07-2015;4.0;{'name': 'Renato', 'slug': 'renato', 'shortName': 'Renato', 'position': 'M', 'userCount': 27, 'id': 243111};2;1;118497247;regular;goal;False;{'name': 'Fred', 'slug': 'fred', 'shortName': 'Fred', 'position': 'F', 'userCount': 982, 'id': 12764};;90
CAP X FLU 12-07-2015;;{'name': 'Walter', 'slug': 'walter', 'shortName': 'Walter', 'position': 'F', 'userCount': 102, 'id': 108483};1;1;118497170;regular;goal;True;{'name': 'Siddey', 'slug': 'siddey', 'shortName': 'Siddey', 'userCount': 0, 'id': 798684};;69
CAP X FLU 12-07-2015;;{'name': 'Fred', 'slug': 'fred', 'shortName': 'Fred', 'position': 'F', 'userCount': 982, 'id': 12764};1;0;118497119;regular;goal;False;{'name': 'Gustavo Scarpa', 'slug': 'gustavo-scarpa', 'shortName': 'G. Scarpa', 'position': 'M', 'userCount': 728, 'id': 559036};;53
CRU X GOI 12-07-2015;;;0;1;118497011;regular;goal;True;{'name': 'Joel Tagueu', 'slug': 'joel-tagueu', 'shortName': 'Joel', 'position': 'F', 'userCount': 161, 'id': 599698};;38
FLA X COR 12-07-2015;;{'name': 'Elias', 'slug': 'elias', 'shortName': 'Elias', 'position': 'M', 'userCount': 1, 'id': 106951};3;0;118497159;regular;goal;False;{'name': 'Jadson', 'slug': 'jadson', 'shortName': 'Jádson', 'position': 'M', 'userCount': 411, 'id': 13635};;63
FLA X COR 12-07-2015;4.0;{'name': 'Renato Augusto', 'slug': 'renato-augusto', 'shortName': 'R. Augusto', 'position': 'M', 'userCount': 970, 'id': 34152};2;0;118497040;regular;goal;False;{'name': 'Uendel', 'slug': 'uendel', 'shortName': 'Uendel', 'position': 'D', 'userCount': 126, 'id': 123357};;45
FLA X COR 12-07-2015;;;1;0;118496967;regular;goal;False;{'name': 'Elias', 'slug': 'elias', 'shortName': 'Elias', 'position': 'M', 'userCount': 182, 'id': 329051};;27
JOI X INT 12-07-2015;1.0;;2;0;118497035;penalty;goal;False;{'name': 'Vitinho', 'slug': 'vitinho', 'shortName': 'Vitinho', 'position': 'M', 'userCount': 1368, 'id': 242054};;45
JOI X INT 12-07-2015;;;1;0;118496999;regular;goal;False;{'name': 'Réver', 'slug': 'rever', 'shortName': 'Réver', 'position': 'D', 'userCount': 304, 'id': 39421};;33
AVA X CHA 12-07-2015;;{'name': 'Cleber Santana', 'slug': 'cleber-santana', 'shortName': 'C. Santana', 'position': 'M', 'userCount': 7, 'id': 28059};1;2;118497488;regular;goal;False;{'name': 'Bruno Rangel', 'slug': 'bruno-rangel', 'shortName': 'B. Rangel', 'position': 'F', 'userCount': 17, 'id': 578348};;48
AVA X CHA 12-07-2015;;{'name': 'Roberto César', 'slug': 'roberto-cesar', 'shortName': 'R. César', 'position': 'M', 'userCount': 14, 'id': 125031};0;2;118497336;regular;goal;True;{'name': 'William', 'slug': 'william', 'shortName': 'William', 'position': 'F', 'userCount': 3, 'id': 12094};;19
AVA X CHA 12-07-2015;;{'name': 'Renan Oliveira', 'slug': 'renan-oliveira', 'shortName': 'R. Oliveira', 'position': 'M', 'userCount': 18, 'id': 82718};0;1;118497321;regular;goal;True;{'name': 'Emerson Silva', 'slug': 'emerson-silva', 'shortName': 'E. Bala', 'position': 'D', 'userCount': 18, 'id': 840459};;10
SPT X PAL 12-07-2015;;;2;2;118497579;regular;goal;True;;A.Felipe Ribeiro De Souza;90
SPT X PAL 12-07-2015;;;2;1;118497519;regular;goal;False;{'name': 'Leandro Pereira', 'slug': 'leandro-pereira', 'shortName': 'L. Pereira', 'position': 'F', 'userCount': 66, 'id': 552638};;58
SPT X PAL 12-07-2015;;;1;1;118497412;regular;goal;False;{'name': 'Leandro Pereira', 'slug': 'leandro-pereira', 'shortName': 'L. Pereira', 'position': 'F', 'userCount': 66, 'id': 552638};;43
SPT X PAL 12-07-2015;;;0;1;118497344;regular;goal;True;{'name': 'Matheus Ferraz', 'slug': 'matheus-ferraz', 'shortName': 'M. Ferraz', 'position': 'D', 'userCount': 88, 'id': 329083};;22
FLA X GRE 18-07-2015;;;0;1;118512798;regular;goal;True;{'name': 'Paolo Guerrero', 'slug': 'paolo-guerrero', 'shortName': 'P. Guerrero', 'position': 'F', 'userCount': 4500, 'id': 338};;41
INT X GOI 18-07-2015;;;1;2;118512952;regular;goal;True;{'name': 'Eduardo Sasha', 'slug': 'eduardo-sasha', 'shortName': 'E. Sasha', 'position': 'F', 'userCount': 586, 'id': 143846};;88
INT X GOI 18-07-2015;;;1;1;118512931;penalty;goal;False;{'name': 'Felipe Menezes', 'slug': 'felipe-menezes', 'shortName': 'F. Menezes', 'position': 'M', 'userCount': 13, 'id': 83013};;80
INT X GOI 18-07-2015;;;0;1;118512893;regular;goal;True;{'name': 'Eduardo Bauermann', 'slug': 'eduardo-bauermann', 'shortName': 'E. Gabriel', 'position': 'D', 'userCount': 31, 'id': 358530};;59
COR X CAM 19-07-2015;;{'name': 'Vagner Love', 'slug': 'vagner-love', 'shortName': 'Vagner Love', 'position': 'F', 'userCount': 765, 'id': 13313};0;1;118513073;regular;goal;True;{'name': 'Malcom', 'slug': 'malcom', 'shortName': 'Malcom', 'position': 'F', 'userCount': 10770, 'id': 551772};;42
CAP X CHA 19-07-2015;;{'name': 'Nikão', 'slug': 'nikao', 'shortName': 'Nikão', 'position': 'M', 'userCount': 292, 'id': 139300};0;1;118515129;regular;goal;True;{'name': 'Hernani', 'slug': 'hernani', 'shortName': 'Hernani', 'position': 'M', 'userCount': 402, 'id': 156019};;52
FLU X VAS 19-07-2015;;;2;1;118516606;regular;goal;False;{'name': 'Jhon Cley', 'slug': 'jhon-cley', 'shortName': 'J. Cley', 'position': 'M', 'userCount': 33, 'id': 263659};;71
FLU X VAS 19-07-2015;;;1;1;118516587;regular;goal;True;{'name': 'Marcos Júnior', 'slug': 'marcos-junior', 'shortName': 'M. Júnior', 'position': 'M', 'userCount': 162, 'id': 232910};;59
FLU X VAS 19-07-2015;;;1;0;118516536;regular;goal;False;{'name': 'Andrezinho', 'slug': 'andrezinho', 'shortName': 'Andrezinho', 'position': 'M', 'userCount': 5, 'id': 798338};;39
PAL X SAN 19-07-2015;;{'name': 'Robinho', 'slug': 'robinho', 'shortName': 'Robinho', 'position': 'M', 'userCount': 222, 'id': 125018};0;1;118516471;regular;goal;True;{'name': 'Leandro Pereira', 'slug': 'leandro-pereira', 'shortName': 'L. Pereira', 'position': 'F', 'userCount': 66, 'id': 552638};;15
SPT X SPO 19-07-2015;3.0;;0;2;118516671;regular;goal;True;{'name': 'Ferrugem', 'slug': 'ferrugem', 'shortName': 'Ferrugem', 'position': 'M', 'userCount': 13, 'id': 329113};;90
SPT X SPO 19-07-2015;;{'name': 'Marlone', 'slug': 'marlone', 'shortName': 'Marlone', 'position': 'M', 'userCount': 140, 'id': 281187};0;1;118516530;regular;goal;True;{'name': 'Élber', 'slug': 'elber', 'shortName': 'Élber', 'position': 'M', 'userCount': 165, 'id': 243413};;34
CRU X AVA 19-07-2015;;{'name': 'Renan Oliveira', 'slug': 'renan-oliveira', 'shortName': 'R. Oliveira', 'position': 'M', 'userCount': 18, 'id': 82718};1;1;118516998;regular;goal;False;{'name': 'André Lima', 'slug': 'andre-lima', 'shortName': 'A. Lima', 'position': 'F', 'userCount': 32, 'id': 28272};;82
CRU X AVA 19-07-2015;;;0;1;118516743;regular;goal;True;{'name': 'Marcos Vinicius', 'slug': 'marcos-vinicius', 'shortName': 'M. Vinicius', 'position': 'M', 'userCount': 37, 'id': 241474};;13
JOI X PON 19-07-2015;;;1;1;118516978;penalty;goal;False;{'name': 'Fernando Bob', 'slug': 'fernando-bob', 'shortName': 'F. Bob', 'position': 'M', 'userCount': 22, 'id': 146973};;74
JOI X PON 19-07-2015;;{'name': 'William Popp', 'slug': 'william-popp', 'shortName': 'W. Popp', 'position': 'M', 'userCount': 32, 'id': 794909};0;1;118516928;regular;goal;True;{'name': 'Silvinho', 'slug': 'silvinho', 'shortName': 'Silvinho', 'position': 'M', 'userCount': 30, 'id': 223592};;55
AVA X CAP 25-07-2015;;;2;1;118530592;regular;goal;False;{'name': 'Marcos Guilherme', 'slug': 'marcos-guilherme', 'shortName': 'M. Guilherme', 'position': 'M', 'userCount': 197, 'id': 386214};;90
AVA X CAP 25-07-2015;;;1;1;118530587;regular;goal;True;{'name': 'Rômulo', 'slug': 'romulo', 'shortName': 'Rômulo', 'position': 'F', 'userCount': 40, 'id': 795019};;84
AVA X CAP 25-07-2015;;{'name': 'Crysan', 'slug': 'crysan', 'shortName': 'Crysan', 'position': 'F', 'userCount': 50, 'id': 794884};1;0;118530520;regular;goal;False;{'name': 'Marcos Guilherme', 'slug': 'marcos-guilherme', 'shortName': 'M. Guilherme', 'position': 'M', 'userCount': 197, 'id': 386214};;43
GRE X SPT 25-07-2015;;;1;1;118530621;regular;goal;False;{'name': 'Diego Souza', 'slug': 'diego-souza', 'shortName': 'D. Souza', 'position': 'F', 'userCount': 688, 'id': 17880};;63
GRE X SPT 25-07-2015;;;0;1;118530585;regular;goal;True;{'name': 'Pedro Rocha', 'slug': 'pedro-rocha', 'shortName': 'P. Rocha', 'position': 'M', 'userCount': 669, 'id': 794930};;45
CAM X FIG 26-07-2015;;;0;1;118530787;penalty;goal;True;{'name': 'Lucas Pratto', 'slug': 'lucas-pratto', 'shortName': 'L. Pratto', 'position': 'F', 'userCount': 666, 'id': 39244};;63
CHA X FLU 26-07-2015;;;1;2;118532259;penalty;goal;True;{'name': 'Bruno Rangel', 'slug': 'bruno-rangel', 'shortName': 'B. Rangel', 'position': 'F', 'userCount': 17, 'id': 578348};;90
CHA X FLU 26-07-2015;;;1;1;118531858;regular;goal;False;{'name': 'Edson', 'slug': 'edson', 'shortName': 'Edson', 'position': 'M', 'userCount': 48, 'id': 578420};;29
CHA X FLU 26-07-2015;;{'name': 'Elicarlos', 'slug': 'elicarlos', 'shortName': 'Elicarlos', 'position': 'M', 'userCount': 38, 'id': 47747};0;1;118531856;regular;goal;True;{'name': 'Bruno Rangel', 'slug': 'bruno-rangel', 'shortName': 'B. Rangel', 'position': 'F', 'userCount': 17, 'id': 578348};;27
SAN X JOI 26-07-2015;;{'name': 'Marquinhos Gabriel', 'slug': 'marquinhos-gabriel', 'shortName': 'M. Gabriel', 'position': 'M', 'userCount': 311, 'id': 90812};0;2;118531817;regular;goal;True;{'name': 'Gabriel Barbosa', 'slug': 'gabriel-barbosa', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 15382, 'id': 358554};;18
SAN X JOI 26-07-2015;;{'name': 'Zeca', 'slug': 'zeca', 'shortName': 'Zeca', 'position': 'D', 'userCount': 227, 'id': 555454};0;1;118531752;regular;goal;True;{'name': 'Gabriel Barbosa', 'slug': 'gabriel-barbosa', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 15382, 'id': 358554};;4
CFC X COR 26-07-2015;2.0;;1;1;118533197;regular;goal;True;{'name': 'Evandro', 'slug': 'evandro', 'shortName': 'E. D. Silva', 'position': 'F', 'userCount': 120, 'id': 801236};;90
CFC X COR 26-07-2015;;{'name': 'Jadson', 'slug': 'jadson', 'shortName': 'Jádson', 'position': 'M', 'userCount': 411, 'id': 13635};1;0;118533031;regular;goal;False;{'name': 'Felipe', 'slug': 'felipe', 'shortName': 'Felipe', 'position': 'D', 'userCount': 1805, 'id': 242211};;41
