game;addedTime;assist1;awayScore;homeScore;id;incidentClass;incidentType;isHome;player;playerName;time
CHA X COR 30-08-2015;;{'name': 'Uendel', 'slug': 'uendel', 'shortName': 'Uendel', 'position': 'D', 'userCount': 126, 'id': 123357};2;0;118605183;regular;goal;False;{'name': 'Vagner Love', 'slug': 'vagner-love', 'shortName': 'Vagner Love', 'position': 'F', 'userCount': 765, 'id': 13313};;14
CHA X COR 30-08-2015;;{'name': 'Renato Augusto', 'slug': 'renato-augusto', 'shortName': 'R. Augusto', 'position': 'M', 'userCount': 970, 'id': 34152};1;0;118605171;regular;goal;False;{'name': 'Elias', 'slug': 'elias', 'shortName': 'Elias', 'position': 'M', 'userCount': 182, 'id': 329051};;10
FLU X CAM 30-08-2015;;;2;1;118605367;regular;goal;False;{'name': 'Patric', 'slug': 'patric', 'shortName': 'Patric', 'position': 'D', 'userCount': 96, 'id': 78853};;83
FLU X CAM 30-08-2015;;;1;1;118605275;regular;goal;True;{'name': 'Wellington Paulista', 'slug': 'wellington-paulista', 'shortName': 'W. Paulista', 'position': 'F', 'userCount': 281, 'id': 29106};;47
FLU X CAM 30-08-2015;;;1;0;118605201;regular;goal;False;{'name': 'Giovanni Augusto', 'slug': 'giovanni-augusto', 'shortName': 'G. Augusto', 'position': 'M', 'userCount': 140, 'id': 82680};;22
PAL X JOI 30-08-2015;;{'name': 'Dudu', 'slug': 'dudu', 'shortName': 'Dudu', 'position': 'M', 'userCount': 4241, 'id': 147464};2;3;118605352;regular;goal;True;{'name': 'Gabriel Jesus', 'slug': 'gabriel-jesus', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 21100, 'id': 794839};;68
PAL X JOI 30-08-2015;;;2;2;118605210;regular;goal;False;{'name': 'Marcelinho Paraíba', 'slug': 'marcelinho-paraiba', 'shortName': 'M. Paraíba', 'position': 'M', 'userCount': 29, 'id': 376};;28
PAL X JOI 30-08-2015;;{'name': 'William Popp', 'slug': 'william-popp', 'shortName': 'W. Popp', 'position': 'M', 'userCount': 32, 'id': 794909};1;2;118605208;regular;goal;False;{'name': 'Marcelinho Paraíba', 'slug': 'marcelinho-paraiba', 'shortName': 'M. Paraíba', 'position': 'M', 'userCount': 29, 'id': 376};;27
PAL X JOI 30-08-2015;;;0;2;118605203;regular;goal;True;{'name': 'Dudu', 'slug': 'dudu', 'shortName': 'Dudu', 'position': 'M', 'userCount': 4241, 'id': 147464};;24
PAL X JOI 30-08-2015;;{'name': 'Victor Ramos', 'slug': 'victor-ramos', 'shortName': 'V. Ramos', 'position': 'D', 'userCount': 28, 'id': 77267};0;1;118605149;regular;goal;True;{'name': 'Gabriel Jesus', 'slug': 'gabriel-jesus', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 21100, 'id': 794839};;1
SPT X FLA 30-08-2015;;{'name': 'Pará', 'slug': 'para', 'shortName': 'Pará', 'position': 'D', 'userCount': 280, 'id': 124982};1;0;118605154;regular;goal;False;{'name': 'Éverton Cardoso', 'slug': 'everton-cardoso', 'shortName': 'É. Cardoso', 'position': 'M', 'userCount': 773, 'id': 76526};;5
CAP X GOI 30-08-2015;;;0;3;118605626;regular;goal;True;{'name': 'Ewandro', 'slug': 'ewandro', 'shortName': 'Ewandro', 'position': 'M', 'userCount': 74, 'id': 551468};;90
CAP X GOI 30-08-2015;;;0;2;118605590;penalty;goal;True;{'name': 'Walter', 'slug': 'walter', 'shortName': 'Walter', 'position': 'F', 'userCount': 102, 'id': 108483};;78
CAP X GOI 30-08-2015;;{'name': 'Hernani', 'slug': 'hernani', 'shortName': 'Hernani', 'position': 'M', 'userCount': 402, 'id': 156019};0;1;118605513;regular;goal;True;{'name': 'Walter', 'slug': 'walter', 'shortName': 'Walter', 'position': 'F', 'userCount': 102, 'id': 108483};;27
CRU X SAN 30-08-2015;;;1;0;118605540;regular;goal;False;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;43
INT X VAS 02-09-2015;2.0;;0;6;118612463;regular;goal;True;{'name': 'Lisandro López', 'slug': 'lisandro-lopez', 'shortName': 'L. López', 'position': 'F', 'userCount': 293, 'id': 13207};;90
INT X VAS 02-09-2015;;;0;5;118612442;regular;goal;True;{'name': 'Nílton', 'slug': 'nilton', 'shortName': 'Nílton', 'position': 'M', 'userCount': 66, 'id': 185231};;63
INT X VAS 02-09-2015;;;0;4;118612441;regular;goal;True;{'name': 'Valdívia', 'slug': 'valdivia', 'shortName': 'Valdívia', 'position': 'M', 'userCount': 202, 'id': 356522};;58
INT X VAS 02-09-2015;;;0;3;118612438;regular;goal;True;{'name': 'Lisandro López', 'slug': 'lisandro-lopez', 'shortName': 'L. López', 'position': 'F', 'userCount': 293, 'id': 13207};;54
INT X VAS 02-09-2015;;;0;2;118612405;regular;goal;True;{'name': 'Eduardo Sasha', 'slug': 'eduardo-sasha', 'shortName': 'E. Sasha', 'position': 'F', 'userCount': 586, 'id': 143846};;40
INT X VAS 02-09-2015;;;0;1;118612389;regular;goal;True;{'name': 'Ernando', 'slug': 'ernando', 'shortName': 'Ernando', 'position': 'D', 'userCount': 65, 'id': 82967};;11
PON X CRU 02-09-2015;4.0;{'name': 'Willian', 'slug': 'willian', 'shortName': 'Willian', 'position': 'M', 'userCount': 703, 'id': 146308};2;1;118612466;regular;goal;False;{'name': 'Vinicius Araujo', 'slug': 'vinicius-araujo', 'shortName': 'V. Araujo', 'position': 'F', 'userCount': 66, 'id': 329237};;90
PON X CRU 02-09-2015;;;1;1;118612440;regular;goal;True;{'name': 'Biro Biro', 'slug': 'biro-biro', 'shortName': 'B. Biro', 'position': 'F', 'userCount': 81, 'id': 295163};;59
PON X CRU 02-09-2015;;{'name': 'Leandro Damião', 'slug': 'leandro-damiao', 'shortName': 'L. Damião', 'position': 'F', 'userCount': 274, 'id': 108485};1;0;118612407;regular;goal;False;{'name': 'Willians', 'slug': 'willians', 'shortName': 'Willians', 'position': 'M', 'userCount': 11, 'id': 76435};;43
CAM X CAP 03-09-2015;;;1;0;118612488;penalty;goal;False;{'name': 'Walter', 'slug': 'walter', 'shortName': 'Walter', 'position': 'F', 'userCount': 102, 'id': 108483};;58
FLA X AVA 03-09-2015;;;0;3;118612496;regular;goal;True;{'name': 'Kayke Rodrigues', 'slug': 'kayke-rodrigues', 'shortName': 'K. Rodrigues', 'position': 'F', 'userCount': 110, 'id': 108193};;76
FLA X AVA 03-09-2015;;;0;2;118612487;regular;goal;True;{'name': 'Kayke Rodrigues', 'slug': 'kayke-rodrigues', 'shortName': 'K. Rodrigues', 'position': 'F', 'userCount': 110, 'id': 108193};;55
FLA X AVA 03-09-2015;;;0;1;118612473;regular;goal;True;{'name': 'Alan Patrick', 'slug': 'alan-patrick', 'shortName': 'A. Patrick', 'position': 'M', 'userCount': 251, 'id': 124997};;31
COR X FLU 03-09-2015;;{'name': 'Jadson', 'slug': 'jadson', 'shortName': 'Jádson', 'position': 'M', 'userCount': 411, 'id': 13635};0;2;118612530;regular;goal;True;{'name': 'Ralf', 'slug': 'ralf', 'shortName': 'Ralf', 'position': 'M', 'userCount': 330, 'id': 105046};;71
COR X FLU 03-09-2015;;{'name': 'Jadson', 'slug': 'jadson', 'shortName': 'Jádson', 'position': 'M', 'userCount': 411, 'id': 13635};0;1;118612486;regular;goal;True;{'name': 'Marciel', 'slug': 'marciel', 'shortName': 'Marciel', 'position': 'M', 'userCount': 59, 'id': 794641};;5
GOI X PAL 03-09-2015;;;0;1;118612526;regular;goal;True;{'name': 'Bruno Henrique', 'slug': 'bruno-henrique', 'shortName': 'B. Henrique', 'position': 'M', 'userCount': 8861, 'id': 795291};;63
SAN X CHA 03-09-2015;;{'name': 'Wagner', 'slug': 'wagner', 'shortName': 'Wagner', 'position': 'M', 'userCount': 3, 'id': 795184};1;3;118613813;regular;goal;False;{'name': 'Neto', 'slug': 'neto', 'shortName': 'Neto', 'position': 'D', 'userCount': 61, 'id': 329193};;83
SAN X CHA 03-09-2015;;{'name': 'Zeca', 'slug': 'zeca', 'shortName': 'Zeca', 'position': 'D', 'userCount': 227, 'id': 555454};0;3;118613804;regular;goal;True;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;76
SAN X CHA 03-09-2015;;;0;2;118613774;regular;goal;True;{'name': 'Geuvânio', 'slug': 'geuvanio', 'shortName': 'Geuvânio', 'position': 'M', 'userCount': 148, 'id': 243187};;58
SAN X CHA 03-09-2015;;{'name': 'Marquinhos Gabriel', 'slug': 'marquinhos-gabriel', 'shortName': 'M. Gabriel', 'position': 'M', 'userCount': 311, 'id': 90812};0;1;118613699;regular;goal;True;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;16
FIG X GRE 04-09-2015;;{'name': 'Bobô', 'slug': 'bobo', 'shortName': 'Bobô', 'position': 'F', 'userCount': 134, 'id': 18221};2;0;118613900;regular;goal;False;{'name': 'Pedro Rocha', 'slug': 'pedro-rocha', 'shortName': 'P. Rocha', 'position': 'M', 'userCount': 669, 'id': 794930};;78
FIG X GRE 04-09-2015;;{'name': 'Maximiliano Rodriguez', 'slug': 'maximiliano-rodriguez', 'shortName': 'M. Rodriguez', 'position': 'M', 'userCount': 28, 'id': 329321};1;0;118613805;regular;goal;False;{'name': 'Bobô', 'slug': 'bobo', 'shortName': 'Bobô', 'position': 'F', 'userCount': 134, 'id': 18221};;7
SPO X INT 05-09-2015;;;0;2;118621927;regular;goal;True;{'name': 'Michel Bastos', 'slug': 'michel-bastos', 'shortName': 'M. Bastos', 'position': 'M', 'userCount': 208, 'id': 16543};;72
SPO X INT 05-09-2015;;{'name': 'Wilder Guisao', 'slug': 'wilder-guisao', 'shortName': 'W. Guisao', 'position': 'M', 'userCount': 12, 'id': 285557};0;1;118621916;regular;goal;True;{'name': 'Rogério', 'slug': 'rogerio', 'shortName': 'Rogério', 'position': 'F', 'userCount': 106, 'id': 241472};;49
VAS X CAM 05-09-2015;;;2;1;118621931;penalty;goal;True;{'name': 'Nenê', 'slug': 'nene', 'shortName': 'Nenê', 'position': 'M', 'userCount': 667, 'id': 5672};;74
VAS X CAM 05-09-2015;;{'name': 'Giovanni Augusto', 'slug': 'giovanni-augusto', 'shortName': 'G. Augusto', 'position': 'M', 'userCount': 140, 'id': 82680};2;0;118621914;regular;goal;False;{'name': 'Jesús Dátolo', 'slug': 'jesus-datolo', 'shortName': 'J. Dátolo', 'position': 'M', 'userCount': 63, 'id': 31975};;43
VAS X CAM 05-09-2015;;;1;0;118621905;penalty;goal;False;{'name': 'Lucas Pratto', 'slug': 'lucas-pratto', 'shortName': 'L. Pratto', 'position': 'F', 'userCount': 666, 'id': 39244};;24
CRU X FIG 06-09-2015;;{'name': 'Marquinhos', 'slug': 'marquinhos', 'shortName': 'Marquinhos', 'position': 'M', 'userCount': 29, 'id': 47010};1;5;118623888;regular;goal;True;{'name': 'Willian', 'slug': 'willian', 'shortName': 'Willian', 'position': 'M', 'userCount': 703, 'id': 146308};;75
CRU X FIG 06-09-2015;;{'name': 'Marquinhos', 'slug': 'marquinhos', 'shortName': 'Marquinhos', 'position': 'M', 'userCount': 29, 'id': 47010};1;4;118623873;regular;goal;True;{'name': 'Willian', 'slug': 'willian', 'shortName': 'Willian', 'position': 'M', 'userCount': 703, 'id': 146308};;72
CRU X FIG 06-09-2015;;;1;3;118623829;regular;goal;False;{'name': 'Marquinhos Pedroso', 'slug': 'marquinhos-pedroso', 'shortName': 'M. Pedroso', 'position': 'D', 'userCount': 34, 'id': 608380};;66
CRU X FIG 06-09-2015;;{'name': 'Willians', 'slug': 'willians', 'shortName': 'Willians', 'position': 'M', 'userCount': 11, 'id': 76435};0;3;118623765;regular;goal;True;{'name': 'Vinicius Araujo', 'slug': 'vinicius-araujo', 'shortName': 'V. Araujo', 'position': 'F', 'userCount': 66, 'id': 329237};;61
CRU X FIG 06-09-2015;;;0;2;118623310;regular;goal;True;{'name': 'Willian', 'slug': 'willian', 'shortName': 'Willian', 'position': 'M', 'userCount': 703, 'id': 146308};;28
CRU X FIG 06-09-2015;;{'name': 'Alejandro Cabral', 'slug': 'alejandro-cabral', 'shortName': 'A. Cabral', 'position': 'M', 'userCount': 76, 'id': 48471};0;1;118623063;regular;goal;True;{'name': 'Willian', 'slug': 'willian', 'shortName': 'Willian', 'position': 'M', 'userCount': 703, 'id': 146308};;4
AVA X CFC 06-09-2015;;{'name': 'Lucio Flavio', 'slug': 'lucio-flavio', 'shortName': 'L. Flavio', 'position': 'M', 'userCount': 1, 'id': 39997};2;0;118625948;regular;goal;False;{'name': 'Henrique Almeida', 'slug': 'henrique-almeida', 'shortName': 'Henrique', 'position': 'F', 'userCount': 65, 'id': 39402};;83
AVA X CFC 06-09-2015;;{'name': 'Lucio Flavio', 'slug': 'lucio-flavio', 'shortName': 'L. Flavio', 'position': 'M', 'userCount': 1, 'id': 39997};1;0;118625868;regular;goal;False;{'name': 'Henrique Almeida', 'slug': 'henrique-almeida', 'shortName': 'Henrique', 'position': 'F', 'userCount': 65, 'id': 39402};;65
FLU X FLA 06-09-2015;;{'name': 'Kayke Rodrigues', 'slug': 'kayke-rodrigues', 'shortName': 'K. Rodrigues', 'position': 'F', 'userCount': 110, 'id': 108193};3;1;118625884;regular;goal;False;{'name': 'Paulinho', 'slug': 'paulinho', 'shortName': 'Paulinho', 'position': 'M', 'userCount': 39, 'id': 329267};;68
FLU X FLA 06-09-2015;;;2;1;118625844;penalty;goal;True;{'name': 'Jean', 'slug': 'jean', 'shortName': 'Jean', 'position': 'M', 'userCount': 191, 'id': 39394};;58
FLU X FLA 06-09-2015;;{'name': 'Pará', 'slug': 'para', 'shortName': 'Pará', 'position': 'D', 'userCount': 280, 'id': 124982};2;0;118625509;regular;goal;False;{'name': 'Kayke Rodrigues', 'slug': 'kayke-rodrigues', 'shortName': 'K. Rodrigues', 'position': 'F', 'userCount': 110, 'id': 108193};;15
FLU X FLA 06-09-2015;;;1;0;118625477;regular;goal;False;{'name': 'Emerson Sheik', 'slug': 'emerson-sheik', 'shortName': 'E. Sheik', 'position': 'F', 'userCount': 104, 'id': 30277};;10
GRE X GOI 06-09-2015;;;1;2;118625942;regular;goal;True;{'name': 'Everton', 'slug': 'everton', 'shortName': 'Everton', 'position': 'M', 'userCount': 7943, 'id': 386198};;83
GRE X GOI 06-09-2015;;;1;1;118625798;regular;goal;True;{'name': 'Douglas', 'slug': 'douglas', 'shortName': 'Douglas', 'position': 'M', 'userCount': 97, 'id': 123350};;52
GRE X GOI 06-09-2015;;{'name': 'David', 'slug': 'david', 'shortName': 'David', 'position': 'M', 'userCount': 4, 'id': 33553};1;0;118625693;regular;goal;False;{'name': 'Bruno Henrique', 'slug': 'bruno-henrique', 'shortName': 'B. Henrique', 'position': 'M', 'userCount': 8861, 'id': 795291};;44
PAL X COR 06-09-2015;;{'name': 'Jadson', 'slug': 'jadson', 'shortName': 'Jádson', 'position': 'M', 'userCount': 411, 'id': 13635};3;3;118625945;regular;goal;False;{'name': 'Vagner Love', 'slug': 'vagner-love', 'shortName': 'Vagner Love', 'position': 'F', 'userCount': 765, 'id': 13313};;79
PAL X COR 06-09-2015;;{'name': 'Alecsandro', 'slug': 'alecsandro', 'shortName': 'Alecsandro', 'position': 'F', 'userCount': 84, 'id': 17742};2;3;118625678;regular;goal;True;{'name': 'Dudu', 'slug': 'dudu', 'shortName': 'Dudu', 'position': 'M', 'userCount': 4241, 'id': 147464};;42
PAL X COR 06-09-2015;;;2;2;118625651;ownGoal;goal;False;{'name': 'Amaral', 'slug': 'amaral', 'shortName': 'Amaral', 'position': 'M', 'userCount': 19, 'id': 82998};;38
PAL X COR 06-09-2015;;{'name': 'Lucas', 'slug': 'lucas', 'shortName': 'Lucas', 'position': 'D', 'userCount': 44, 'id': 165575};1;2;118625577;regular;goal;True;{'name': 'Robinho', 'slug': 'robinho', 'shortName': 'Robinho', 'position': 'M', 'userCount': 222, 'id': 125018};;27
PAL X COR 06-09-2015;;;1;1;118625566;regular;goal;False;{'name': 'Guilherme Arana', 'slug': 'guilherme-arana', 'shortName': 'G. Arana', 'position': 'M', 'userCount': 716, 'id': 599684};;25
PAL X COR 06-09-2015;;{'name': 'Dudu', 'slug': 'dudu', 'shortName': 'Dudu', 'position': 'M', 'userCount': 4241, 'id': 147464};0;1;118625539;regular;goal;True;{'name': 'Lucas', 'slug': 'lucas', 'shortName': 'Lucas', 'position': 'D', 'userCount': 44, 'id': 165575};;20
SPT X SAN 06-09-2015;;;1;1;118626099;regular;goal;True;{'name': 'André', 'slug': 'andre', 'shortName': 'André', 'position': 'F', 'userCount': 265, 'id': 118815};;27
SPT X SAN 06-09-2015;;;1;0;118626090;regular;goal;False;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;21
CAM X AVA 09-09-2015;;{'name': 'Jesús Dátolo', 'slug': 'jesus-datolo', 'shortName': 'J. Dátolo', 'position': 'M', 'userCount': 63, 'id': 31975};0;2;118633627;regular;goal;True;{'name': 'Leonardo Silva', 'slug': 'leonardo-silva', 'shortName': 'L. Silva', 'position': 'D', 'userCount': 116, 'id': 47749};;30
CAM X AVA 09-09-2015;;;0;1;118633617;regular;goal;True;{'name': 'Luan', 'slug': 'luan', 'shortName': 'Luan', 'position': 'M', 'userCount': 235, 'id': 243427};;12
INT X PAL 09-09-2015;;;0;1;118633623;regular;goal;True;{'name': 'Nílton', 'slug': 'nilton', 'shortName': 'Nílton', 'position': 'M', 'userCount': 66, 'id': 185231};;20
PON X VAS 09-09-2015;;;1;0;118633753;regular;goal;False;{'name': 'Leandrão', 'slug': 'leandrao', 'shortName': 'Leandrão', 'position': 'F', 'userCount': 4, 'id': 77399};;75
FIG X CAP 10-09-2015;;;1;1;118633855;penalty;goal;True;{'name': 'Clayton', 'slug': 'clayton', 'shortName': 'Claytinho', 'position': 'F', 'userCount': 78, 'id': 288249};;43
FIG X CAP 10-09-2015;;{'name': 'Nikão', 'slug': 'nikao', 'shortName': 'Nikão', 'position': 'M', 'userCount': 292, 'id': 139300};1;0;118633851;regular;goal;False;{'name': 'Walter', 'slug': 'walter', 'shortName': 'Walter', 'position': 'F', 'userCount': 102, 'id': 108483};;41
COR X GRE 10-09-2015;;{'name': 'Jadson', 'slug': 'jadson', 'shortName': 'Jádson', 'position': 'M', 'userCount': 411, 'id': 13635};1;1;118633960;regular;goal;True;{'name': 'Renato Augusto', 'slug': 'renato-augusto', 'shortName': 'R. Augusto', 'position': 'M', 'userCount': 970, 'id': 34152};;66
COR X GRE 10-09-2015;;{'name': 'Marcelo Oliveira', 'slug': 'marcelo-oliveira', 'shortName': 'M. Oliveira', 'position': 'D', 'userCount': 64, 'id': 123139};1;0;118633957;regular;goal;False;{'name': 'Bobô', 'slug': 'bobo', 'shortName': 'Bobô', 'position': 'F', 'userCount': 134, 'id': 18221};;59
CFC X FLU 10-09-2015;;;1;1;118633958;regular;goal;False;{'name': 'Marcos Júnior', 'slug': 'marcos-junior', 'shortName': 'M. Júnior', 'position': 'M', 'userCount': 162, 'id': 232910};;60
CFC X FLU 10-09-2015;;;0;1;118633889;regular;goal;True;{'name': 'Henrique Almeida', 'slug': 'henrique-almeida', 'shortName': 'Henrique', 'position': 'F', 'userCount': 65, 'id': 39402};;29
SAN X SPO 10-09-2015;;{'name': 'Victor Ferraz', 'slug': 'victor-ferraz', 'shortName': 'V. Ferraz', 'position': 'D', 'userCount': 237, 'id': 255613};0;3;118633945;regular;goal;True;{'name': 'Ricardo Oliveira', 'slug': 'ricardo-oliveira', 'shortName': 'R. Oliveira', 'position': 'F', 'userCount': 507, 'id': 2099};;52
SAN X SPO 10-09-2015;;;0;2;118633918;regular;goal;True;{'name': 'Rafael Longuine', 'slug': 'rafael-longuine', 'shortName': 'R. Longuine', 'position': 'M', 'userCount': 34, 'id': 795175};;43
SAN X SPO 10-09-2015;;;0;1;118633890;regular;goal;True;{'name': 'David Braz', 'slug': 'david-braz', 'shortName': 'D. Braz', 'position': 'D', 'userCount': 213, 'id': 46942};;32
GOI X SPT 10-09-2015;;;0;1;118636399;regular;goal;True;{'name': 'Carlos Eduardo', 'slug': 'carlos-eduardo', 'shortName': 'C. Eduardo', 'position': 'M', 'userCount': 249, 'id': 795295};;80
FLA X CRU 11-09-2015;;;0;2;118636407;regular;goal;True;{'name': 'Luiz Antônio', 'slug': 'luiz-antonio', 'shortName': 'L. Antônio', 'position': 'M', 'userCount': 63, 'id': 166487};;69
FLA X CRU 11-09-2015;1.0;{'name': 'Kayke Rodrigues', 'slug': 'kayke-rodrigues', 'shortName': 'K. Rodrigues', 'position': 'F', 'userCount': 110, 'id': 108193};0;1;118636406;regular;goal;True;{'name': 'Alan Patrick', 'slug': 'alan-patrick', 'shortName': 'A. Patrick', 'position': 'M', 'userCount': 251, 'id': 124997};;45
CFC X INT 12-09-2015;4.0;;1;0;118644208;regular;goal;False;{'name': 'Vitinho', 'slug': 'vitinho', 'shortName': 'Vitinho', 'position': 'M', 'userCount': 1368, 'id': 242054};;45
PAL X FIG 13-09-2015;;;0;2;118644384;penalty;goal;True;{'name': 'Zé Roberto', 'slug': 'ze-roberto', 'shortName': 'Z. Roberto', 'position': 'M', 'userCount': 78, 'id': 316};;88
PAL X FIG 13-09-2015;;;0;1;118644347;regular;goal;True;{'name': 'Jackson', 'slug': 'jackson', 'shortName': 'Jackson', 'position': 'D', 'userCount': 45, 'id': 243621};;46
COR X JOI 13-09-2015;;;0;3;118646191;regular;goal;True;{'name': 'Vagner Love', 'slug': 'vagner-love', 'shortName': 'Vagner Love', 'position': 'F', 'userCount': 765, 'id': 13313};;88
COR X JOI 13-09-2015;;;0;2;118645954;regular;goal;True;{'name': 'Uendel', 'slug': 'uendel', 'shortName': 'Uendel', 'position': 'D', 'userCount': 126, 'id': 123357};;58
COR X JOI 13-09-2015;;;0;1;118645708;regular;goal;True;{'name': 'Malcom', 'slug': 'malcom', 'shortName': 'Malcom', 'position': 'F', 'userCount': 10770, 'id': 551772};;39
PON X SAN 13-09-2015;4.0;;1;3;118646232;regular;goal;False;{'name': 'Rafael Longuine', 'slug': 'rafael-longuine', 'shortName': 'R. Longuine', 'position': 'M', 'userCount': 34, 'id': 795175};;90
PON X SAN 13-09-2015;;;0;3;118645767;regular;goal;True;{'name': 'Borges', 'slug': 'borges', 'shortName': 'Borges', 'position': 'F', 'userCount': 7, 'id': 34338};;44
PON X SAN 13-09-2015;;;0;2;118645605;regular;goal;True;{'name': 'Ferron', 'slug': 'ferron', 'shortName': 'Ferron', 'position': 'D', 'userCount': 2, 'id': 243279};;23
PON X SAN 13-09-2015;;;0;1;118645482;regular;goal;True;{'name': 'Renato Escobar Baruffi', 'slug': 'renato-escobar-baruffi', 'shortName': 'Bady', 'position': 'M', 'userCount': 8, 'id': 552688};;9
CHA X FLA 13-09-2015;;;3;1;118647384;regular;goal;False;{'name': 'Kayke Rodrigues', 'slug': 'kayke-rodrigues', 'shortName': 'K. Rodrigues', 'position': 'F', 'userCount': 110, 'id': 108193};;89
CHA X FLA 13-09-2015;;;2;1;118647351;penalty;goal;True;{'name': 'Bruno Rangel', 'slug': 'bruno-rangel', 'shortName': 'B. Rangel', 'position': 'F', 'userCount': 17, 'id': 578348};;81
CHA X FLA 13-09-2015;;;2;0;118647231;regular;goal;False;{'name': 'Héctor Canteros', 'slug': 'hector-canteros', 'shortName': 'H. Canteros', 'position': 'M', 'userCount': 90, 'id': 129501};;33
CHA X FLA 13-09-2015;;;1;0;118647187;regular;goal;False;{'name': 'Paulinho', 'slug': 'paulinho', 'shortName': 'Paulinho', 'position': 'M', 'userCount': 39, 'id': 329267};;11
CRU X CAM 13-09-2015;;{'name': 'Jesús Dátolo', 'slug': 'jesus-datolo', 'shortName': 'J. Dátolo', 'position': 'M', 'userCount': 63, 'id': 31975};1;1;118647394;regular;goal;False;{'name': 'Carlos da Silva Junior', 'slug': 'carlos-da-silva-junior', 'shortName': 'Carlos', 'position': 'M', 'userCount': 89, 'id': 555624};;89
CRU X CAM 13-09-2015;;;0;1;118647240;regular;goal;True;{'name': 'Willian', 'slug': 'willian', 'shortName': 'Willian', 'position': 'M', 'userCount': 703, 'id': 146308};;38
GRE X SPO 13-09-2015;3.0;;2;1;118647403;regular;goal;True;{'name': 'Everton', 'slug': 'everton', 'shortName': 'Everton', 'position': 'M', 'userCount': 7943, 'id': 386198};;90
GRE X SPO 13-09-2015;1.0;;2;0;118647392;regular;goal;False;{'name': 'Rogério', 'slug': 'rogerio', 'shortName': 'Rogério', 'position': 'F', 'userCount': 106, 'id': 241472};;90
GRE X SPO 13-09-2015;;;1;0;118647235;regular;goal;False;{'name': 'Alexandre Pato', 'slug': 'alexandre-pato', 'shortName': 'A. Pato', 'position': 'F', 'userCount': 3004, 'id': 32164};;36
VAS X CAP 13-09-2015;;;0;2;118647285;penalty;goal;True;{'name': 'Nenê', 'slug': 'nene', 'shortName': 'Nenê', 'position': 'M', 'userCount': 667, 'id': 5672};;48
VAS X CAP 13-09-2015;;{'name': 'Madson', 'slug': 'madson', 'shortName': 'Madson', 'position': 'D', 'userCount': 110, 'id': 243439};0;1;118647167;regular;goal;True;{'name': 'Júlio César', 'slug': 'julio-cesar', 'shortName': 'J. César', 'position': 'D', 'userCount': 1, 'id': 83019};;5
AVA X GOI 13-09-2015;4.0;;1;2;118647705;regular;goal;True;{'name': 'André Lima', 'slug': 'andre-lima', 'shortName': 'A. Lima', 'position': 'F', 'userCount': 32, 'id': 28272};;90
AVA X GOI 13-09-2015;;{'name': 'Marquinhos', 'slug': 'marquinhos', 'shortName': 'Marquinhos', 'position': 'M', 'userCount': 5, 'id': 124984};1;1;118647701;regular;goal;True;{'name': 'Emerson Silva', 'slug': 'emerson-silva', 'shortName': 'E. Bala', 'position': 'D', 'userCount': 18, 'id': 840459};;85
AVA X GOI 13-09-2015;;{'name': 'Ygor', 'slug': 'ygor', 'shortName': 'Ygor', 'position': 'M', 'userCount': 1, 'id': 21962};1;0;118647576;regular;goal;False;{'name': 'Bruno Henrique', 'slug': 'bruno-henrique', 'shortName': 'B. Henrique', 'position': 'M', 'userCount': 8861, 'id': 795291};;29
SPT X FLU 13-09-2015;;{'name': 'André Felipe Ribeiro de Souza', 'slug': 'andre-felipe-ribeiro-de-souza', 'shortName': 'A. F. R. d. Souza', 'position': 'F', 'userCount': 4, 'id': 797204};0;1;118647537;regular;goal;True;{'name': 'Danilo Barcelos', 'slug': 'danilo-barcelos', 'shortName': 'D. Barcelos', 'position': 'D', 'userCount': 134, 'id': 551576};;18
FLU X PAL 16-09-2015;3.0;;4;1;118653783;regular;goal;False;{'name': 'Lucas Barrios', 'slug': 'lucas-barrios', 'shortName': 'L. Barrios', 'position': 'F', 'userCount': 224, 'id': 18312};;90
FLU X PAL 16-09-2015;;;3;1;118653781;regular;goal;False;{'name': 'Lucas Barrios', 'slug': 'lucas-barrios', 'shortName': 'L. Barrios', 'position': 'F', 'userCount': 224, 'id': 18312};;90
FLU X PAL 16-09-2015;;;2;1;118653776;regular;goal;False;{'name': 'Gabriel Jesus', 'slug': 'gabriel-jesus', 'shortName': 'Gabriel', 'position': 'F', 'userCount': 21100, 'id': 794839};;76
FLU X PAL 16-09-2015;;;1;1;118653775;regular;goal;False;{'name': 'Lucas Barrios', 'slug': 'lucas-barrios', 'shortName': 'L. Barrios', 'position': 'F', 'userCount': 224, 'id': 18312};;69
