game;away_score;data;form_minute_-11;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SPT X CFC 24-05-2015;;;;;-1.0;39.0;28.0;45.0;32.0;19.0;14.0;13.0;36.0;11.0;17.0;1.0;5.0;3.0;46.0;28.0;16.0;-30.0;-10.0;-8.0;-54.0;76.0;5.0;33.0;25.0;15.0;-20.0;31.0;13.0;3.0;7.0;16.0;8.0;8.0;25.0;16.0;5.0;-40.0;-51.0;1.0;0.0;1.0;1.0;5.0;-5.0;25.0;-40.0;-24.0;-14.0;-8.0;31.0;18.0;10.0;1.0;-40.0;-85.0;15.0;-50.0;-30.0;-32.0;-16.0;-5.0;-2.0;-6.0;-2.0;-1.0;1.0;39.0;1.0;35.0;20.0;12.0;7.0;9.0;-5.0;1.0;1.0;-19.0;23.0;-41.0;-28.0;-21.0;-17.0;-8.0;-32.0;-18.0;-5.0;-7.0;-4.0;9.0;-4.0;10.0;;;;;
CFC X AVA 30-05-2015;;;;;-35.0;0.0;0.0;0.0;-20.0;45.0;19.0;11.0;6.0;5.0;-30.0;-60.0;-12.0;-7.0;-4.0;5.0;3.0;-5.0;-1.0;-1.0;-1.0;-40.0;-41.0;-3.0;-12.0;-12.0;40.0;-25.0;15.0;2.0;2.0;-61.0;-34.0;-59.0;-6.0;5.0;40.0;33.0;20.0;5.0;0.0;13.0;-10.0;-5.0;-33.0;-30.0;75.0;62.0;8.0;-5.0;-35.0;-35.0;-28.0;-14.0;-13.0;-5.0;-15.0;20.0;15.0;9.0;5.0;3.0;0.0;0.0;0.0;0.0;0.0;-6.0;20.0;11.0;-10.0;-1.0;-1.0;-2.0;-1.0;0.0;0.0;-75.0;-3.0;-44.0;-26.0;-20.0;-12.0;-1.0;-1.0;0.0;0.0;0.0;5.0;0.0;;;;;;;
PON X CHA 30-05-2015;;;;;5.0;54.0;76.0;48.0;56.0;32.0;21.0;2.0;-3.0;-5.0;33.0;6.0;14.0;6.0;1.0;-3.0;-5.0;-5.0;-25.0;-12.0;-4.0;-4.0;8.0;-10.0;-46.0;-60.0;-38.0;-24.0;-25.0;-13.0;-11.0;-8.0;-6.0;9.0;-4.0;-3.0;4.0;29.0;-42.0;-15.0;-10.0;4.0;6.0;77.0;10.0;9.0;35.0;-36.0;-5.0;-9.0;-3.0;-35.0;-14.0;35.0;24.0;13.0;14.0;9.0;4.0;-1.0;-2.0;20.0;9.0;-16.0;-1.0;-1.0;-63.0;87.0;-38.0;-22.0;-14.0;-9.0;5.0;-1.0;-11.0;-6.0;-4.0;-3.0;55.0;30.0;16.0;9.0;4.0;2.0;-1.0;-6.0;-4.0;-3.0;-77.0;77.0;-46.0;60.0;;;;;
JOI X CAP 31-05-2015;;;;;6.0;-30.0;-12.0;21.0;8.0;9.0;5.0;5.0;10.0;9.0;8.0;9.0;8.0;2.0;9.0;3.0;4.0;10.0;9.0;8.0;-42.0;-18.0;6.0;-8.0;-77.0;-48.0;-100.0;-66.0;-43.0;-24.0;-18.0;-9.0;-4.0;4.0;-2.0;1.0;-4.0;-2.0;-30.0;6.0;25.0;3.0;2.0;1.0;31.0;3.0;13.0;-42.0;-30.0;-19.0;-49.0;-35.0;-18.0;-6.0;29.0;16.0;2.0;19.0;35.0;-32.0;-9.0;-6.0;-5.0;94.0;94.0;35.0;-22.0;1.0;-1.0;-8.0;-6.0;-1.0;-39.0;-10.0;52.0;22.0;14.0;18.0;1.0;11.0;4.0;-4.0;2.0;2.0;-4.0;2.0;2.0;-54.0;-25.0;-20.0;-28.0;-45.0;;;;;
SAN X SPT 31-05-2015;;;;;0.0;22.0;43.0;25.0;14.0;6.0;3.0;0.0;-60.0;-30.0;-23.0;0.0;-18.0;-11.0;30.0;16.0;9.0;6.0;3.0;0.0;-40.0;-28.0;-20.0;-17.0;-10.0;-6.0;0.0;0.0;0.0;20.0;11.0;2.0;-30.0;-51.0;-17.0;40.0;16.0;85.0;52.0;31.0;10.0;-5.0;-2.0;-1.0;-1.0;-35.0;0.0;-30.0;-17.0;-10.0;-6.0;-3.0;-15.0;20.0;36.0;26.0;-21.0;10.0;7.0;3.0;0.0;-15.0;-8.0;-5.0;40.0;21.0;19.0;-12.0;71.0;37.0;-40.0;-27.0;-16.0;-9.0;-5.0;20.0;12.0;7.0;-1.0;-50.0;-27.0;-17.0;10.0;25.0;13.0;7.0;4.0;-20.0;-12.0;37.0;20.0;-70.0;;;;;
CAM X VAS 31-05-2015;;;;;1.0;-1.0;1.0;76.0;45.0;27.0;12.0;-20.0;-12.0;-6.0;-3.0;-5.0;36.0;22.0;53.0;32.0;20.0;9.0;46.0;40.0;24.0;20.0;-2.0;7.0;22.0;42.0;26.0;15.0;10.0;5.0;31.0;19.0;7.0;21.0;-5.0;41.0;22.0;14.0;-15.0;75.0;-5.0;-1.0;20.0;70.0;66.0;-30.0;38.0;-41.0;-17.0;-15.0;-40.0;-19.0;-8.0;-4.0;30.0;18.0;-5.0;15.0;3.0;2.0;-1.0;-1.0;-5.0;5.0;-6.0;5.0;1.0;-2.0;1.0;25.0;15.0;8.0;4.0;-21.0;-42.0;-25.0;-5.0;-23.0;-1.0;-7.0;-2.0;-6.0;-4.0;-1.0;1.0;-30.0;31.0;7.0;39.0;-6.0;18.0;-25.0;;;;;
COR X PAL 31-05-2015;;;;;-5.0;-1.0;-52.0;-31.0;-17.0;10.0;5.0;6.0;33.0;60.0;34.0;-2.0;15.0;9.0;3.0;5.0;7.0;-76.0;-41.0;-16.0;-7.0;-11.0;-1.0;-3.0;-28.0;-19.0;14.0;-2.0;-2.0;-2.0;4.0;-2.0;-12.0;-31.0;-4.0;4.0;-7.0;-10.0;-7.0;9.0;-70.0;19.0;1.0;-5.0;26.0;-18.0;14.0;-20.0;36.0;-30.0;-8.0;-34.0;-13.0;-10.0;31.0;46.0;35.0;-40.0;-10.0;-10.0;-8.0;11.0;-5.0;-5.0;-19.0;13.0;-7.0;14.0;-61.0;-33.0;-11.0;-14.0;-10.0;3.0;7.0;1.0;9.0;18.0;-21.0;8.0;6.0;11.0;9.0;17.0;12.0;5.0;5.0;-3.0;3.0;5.0;3.0;5.0;;;;;
GOI X GRE 31-05-2015;;;;;-2.0;4.0;4.0;25.0;48.0;32.0;22.0;16.0;11.0;2.0;-2.0;-2.0;4.0;4.0;10.0;9.0;4.0;5.0;6.0;1.0;8.0;8.0;-57.0;-9.0;-35.0;-19.0;-15.0;27.0;2.0;-4.0;-79.0;-44.0;-2.0;-35.0;-4.0;-5.0;3.0;-4.0;7.0;-6.0;0.0;-3.0;20.0;20.0;12.0;-22.0;2.0;1.0;-1.0;75.0;48.0;34.0;15.0;14.0;2.0;1.0;-14.0;-1.0;-1.0;-1.0;-1.0;-5.0;-3.0;-1.0;-21.0;-17.0;-10.0;-10.0;-6.0;-43.0;-29.0;-17.0;-10.0;-6.0;-5.0;-3.0;-1.0;-6.0;-3.0;-3.0;-1.0;35.0;15.0;5.0;-5.0;-69.0;-43.0;-24.0;-23.0;-3.0;-5.0;5.0;;;;;
INT X SPO 31-05-2015;;;;;1.0;16.0;10.0;6.0;-30.0;-15.0;-9.0;-25.0;-14.0;-6.0;-3.0;1.0;-66.0;-47.0;-22.0;-18.0;-10.0;-1.0;-5.0;-7.0;-3.0;-1.0;1.0;-5.0;6.0;32.0;14.0;4.0;4.0;2.0;1.0;1.0;-15.0;5.0;-1.0;6.0;3.0;-20.0;-8.0;-20.0;-75.0;-10.0;11.0;8.0;5.0;-5.0;35.0;52.0;1.0;1.0;1.0;1.0;-1.0;6.0;-6.0;-1.0;-5.0;110.0;65.0;18.0;16.0;9.0;-2.0;-1.0;5.0;2.0;6.0;-7.0;4.0;2.0;-6.0;-2.0;-31.0;-18.0;-11.0;-6.0;-3.0;-1.0;6.0;-1.0;-40.0;50.0;-21.0;5.0;1.0;-20.0;-12.0;-10.0;-11.0;1.0;-6.0;80.0;;;;;
FIG X CRU 31-05-2015;;;;;1.0;-25.0;-11.0;-7.0;-5.0;-6.0;-4.0;29.0;12.0;45.0;24.0;4.0;12.0;2.0;-3.0;-5.0;-75.0;-42.0;-27.0;-18.0;-13.0;-10.0;6.0;-3.0;-9.0;-13.0;-15.0;8.0;-3.0;33.0;76.0;13.0;4.0;2.0;-3.0;-84.0;-57.0;-34.0;-37.0;-24.0;-20.0;17.0;-49.0;-25.0;-13.0;-2.0;37.0;53.0;32.0;21.0;-34.0;-47.0;-29.0;-14.0;-16.0;-35.0;4.0;-16.0;33.0;5.0;-23.0;-56.0;-36.0;-27.0;-18.0;28.0;11.0;1.0;14.0;5.0;-8.0;-47.0;38.0;2.0;48.0;26.0;-43.0;-54.0;-2.0;-34.0;-27.0;-18.0;-20.0;-12.0;-9.0;-8.0;-7.0;18.0;25.0;-41.0;3.0;-40.0;;;;;
FLA X FLU 31-05-2015;;;;;-5.0;-31.0;-14.0;-8.0;-1.0;-6.0;10.0;4.0;2.0;-6.0;-1.0;-2.0;-31.0;-18.0;-1.0;-10.0;-6.0;-1.0;10.0;34.0;31.0;58.0;5.0;39.0;18.0;14.0;-35.0;-23.0;-8.0;-4.0;36.0;62.0;27.0;-6.0;16.0;10.0;24.0;11.0;3.0;31.0;60.0;-75.0;-12.0;-12.0;-5.0;-6.0;7.0;7.0;19.0;13.0;14.0;39.0;24.0;19.0;13.0;13.0;5.0;27.0;22.0;9.0;26.0;36.0;21.0;58.0;41.0;24.0;14.0;-6.0;-34.0;-21.0;-12.0;-7.0;-23.0;-11.0;46.0;53.0;62.0;9.0;-77.0;6.0;-5.0;31.0;13.0;35.0;11.0;83.0;47.0;28.0;15.0;-45.0;15.0;-30.0;;;;;
CAP X FIG 03-06-2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHA X JOI 03-06-2015;;;;;1.0;-75.0;76.0;16.0;5.0;4.0;8.0;1.0;-9.0;11.0;-5.0;1.0;-20.0;-11.0;11.0;7.0;-10.0;-1.0;-6.0;-34.0;21.0;95.0;1.0;51.0;31.0;50.0;28.0;10.0;-30.0;-49.0;-41.0;-24.0;-14.0;1.0;21.0;15.0;10.0;15.0;4.0;-5.0;-20.0;6.0;1.0;-30.0;-15.0;5.0;-13.0;-7.0;-3.0;1.0;-20.0;-29.0;-11.0;-6.0;-2.0;1.0;3.0;2.0;2.0;2.0;12.0;7.0;35.0;21.0;-54.0;-23.0;-18.0;27.0;-11.0;-6.0;61.0;57.0;35.0;27.0;17.0;11.0;6.0;10.0;16.0;6.0;25.0;25.0;26.0;16.0;10.0;-9.0;-2.0;-40.0;-23.0;-20.0;-22.0;-75.0;;;;;
VAS X PON 03-06-2015;;;;;1.0;-8.0;-4.0;31.0;17.0;23.0;33.0;70.0;45.0;27.0;-75.0;-75.0;-35.0;-29.0;-17.0;-4.0;18.0;11.0;12.0;8.0;65.0;18.0;-48.0;11.0;6.0;-48.0;-63.0;-38.0;-25.0;-13.0;78.0;38.0;-98.0;41.0;-51.0;-33.0;-28.0;-19.0;-6.0;-33.0;-35.0;-17.0;-12.0;-10.0;-13.0;47.0;-2.0;4.0;-2.0;-27.0;-11.0;14.0;47.0;31.0;74.0;47.0;28.0;1.0;4.0;-2.0;-25.0;-7.0;4.0;-27.0;-11.0;29.0;11.0;23.0;10.0;31.0;27.0;22.0;9.0;6.0;2.0;6.0;-115.0;-64.0;9.0;-37.0;-21.0;-17.0;-41.0;-23.0;-8.0;-4.0;-21.0;-9.0;-4.0;-30.0;-2.0;;;;;;
SPO X SAN 04-06-2015;;;;;-5.0;0.0;50.0;29.0;17.0;10.0;36.0;47.0;28.0;16.0;10.0;5.0;3.0;0.0;5.0;2.0;-10.0;-4.0;5.0;0.0;0.0;-5.0;1.0;-2.0;-1.0;20.0;16.0;85.0;30.0;18.0;14.0;13.0;22.0;0.0;14.0;3.0;1.0;0.0;-6.0;-8.0;-110.0;0.0;-75.0;-44.0;-1.0;0.0;95.0;50.0;30.0;-30.0;-3.0;-9.0;5.0;-5.0;-10.0;-1.0;0.0;0.0;0.0;0.0;0.0;20.0;11.0;-10.0;5.0;11.0;5.0;0.0;3.0;2.0;41.0;23.0;9.0;5.0;3.0;-1.0;10.0;5.0;0.0;3.0;2.0;1.0;-25.0;-14.0;75.0;39.0;43.0;22.0;8.0;0.0;20.0;15.0;;;;;
AVA X CAM 04-06-2015;;;;;1.0;35.0;25.0;19.0;15.0;-76.0;-42.0;-26.0;-16.0;-5.0;1.0;-6.0;20.0;11.0;6.0;-6.0;-96.0;-54.0;-33.0;45.0;19.0;18.0;-13.0;4.0;2.0;-21.0;-17.0;21.0;7.0;9.0;-30.0;-2.0;41.0;-8.0;17.0;-40.0;-9.0;-5.0;6.0;6.0;-40.0;-5.0;-2.0;39.0;21.0;5.0;16.0;-42.0;39.0;-22.0;-3.0;-28.0;34.0;7.0;9.0;24.0;-1.0;35.0;42.0;-27.0;-32.0;-26.0;-18.0;-34.0;-49.0;-100.0;-72.0;5.0;-44.0;-25.0;-59.0;-35.0;94.0;47.0;27.0;-116.0;-57.0;-41.0;7.0;-25.0;20.0;10.0;5.0;2.0;26.0;13.0;37.0;21.0;52.0;43.0;-31.0;5.0;;;;;
CRU X FLA 04-06-2015;;;;;-21.0;-2.0;-1.0;-20.0;-27.0;-16.0;-15.0;-4.0;10.0;5.0;8.0;-12.0;4.0;72.0;31.0;13.0;-26.0;-15.0;-13.0;-1.0;11.0;38.0;-7.0;29.0;28.0;57.0;100.0;43.0;31.0;48.0;31.0;9.0;37.0;5.0;22.0;7.0;4.0;23.0;22.0;6.0;-5.0;-5.0;1.0;4.0;2.0;-1.0;-1.0;-6.0;-3.0;-7.0;-5.0;-13.0;-38.0;30.0;-6.0;-6.0;-1.0;-3.0;9.0;-6.0;-51.0;-80.0;-48.0;-29.0;-17.0;90.0;53.0;-6.0;31.0;-30.0;-11.0;-18.0;-11.0;-31.0;-16.0;-4.0;95.0;50.0;-3.0;-90.0;-29.0;-18.0;-17.0;-10.0;0.0;5.0;22.0;38.0;17.0;-2.0;10.0;-30.0;;;;;
GRE X COR 04-06-2015;;;;;1.0;1.0;1.0;-2.0;-31.0;-40.0;-30.0;-24.0;-61.0;39.0;-42.0;1.0;-28.0;-7.0;-7.0;-83.0;-40.0;-23.0;-23.0;41.0;47.0;38.0;76.0;23.0;15.0;22.0;12.0;47.0;23.0;-45.0;-23.0;-8.0;21.0;46.0;83.0;53.0;38.0;28.0;21.0;2.0;-65.0;-23.0;-10.0;-8.0;-37.0;100.0;-19.0;-12.0;-75.0;-47.0;38.0;-8.0;-32.0;28.0;5.0;-8.0;62.0;-46.0;-27.0;-15.0;-31.0;-20.0;-56.0;-36.0;-28.0;-17.0;-7.0;42.0;28.0;14.0;6.0;31.0;16.0;5.0;1.0;-3.0;-9.0;-7.0;15.0;-6.0;-6.0;-10.0;-7.0;-15.0;-10.0;29.0;12.0;6.0;33.0;9.0;4.0;-35.0;;;;;
FLU X CFC 04-06-2015;;;;;1.0;7.0;10.0;6.0;4.0;8.0;5.0;8.0;35.0;22.0;8.0;5.0;-20.0;-8.0;-6.0;-2.0;6.0;14.0;14.0;23.0;19.0;21.0;48.0;92.0;60.0;5.0;3.0;11.0;-10.0;-4.0;-40.0;-18.0;-16.0;68.0;-13.0;-7.0;56.0;32.0;15.0;6.0;5.0;-33.0;-16.0;18.0;2.0;36.0;-3.0;-8.0;-10.0;-9.0;23.0;-63.0;48.0;38.0;31.0;19.0;21.0;9.0;4.0;38.0;35.0;18.0;4.0;-3.0;-4.0;-5.0;3.0;17.0;-3.0;-3.0;-3.0;-4.0;-4.0;28.0;53.0;29.0;-23.0;-9.0;7.0;-9.0;-65.0;-41.0;-14.0;-5.0;-5.0;-1.0;10.0;5.0;77.0;2.0;-1.0;5.0;;;;;
PAL X INT 05-06-2015;;;;;6.0;15.0;17.0;12.0;10.0;-18.0;-4.0;43.0;25.0;17.0;14.0;3.0;50.0;59.0;37.0;84.0;52.0;30.0;13.0;-28.0;-13.0;-8.0;2.0;31.0;20.0;14.0;8.0;5.0;1.0;5.0;-5.0;1.0;1.0;27.0;1.0;6.0;-5.0;1.0;6.0;-5.0;0.0;6.0;-5.0;6.0;-5.0;11.0;-6.0;6.0;2.0;3.0;24.0;16.0;11.0;28.0;13.0;48.0;4.0;30.0;19.0;32.0;26.0;24.0;100.0;62.0;37.0;13.0;14.0;26.0;3.0;-4.0;2.0;-29.0;-9.0;7.0;-74.0;-36.0;-17.0;47.0;18.0;22.0;20.0;13.0;14.0;7.0;6.0;5.0;24.0;10.0;32.0;12.0;32.0;-30.0;;;;;
SPT X GOI 05-06-2015;0.0;2015-06-04;;;1.0;-31.0;-12.0;-17.0;-12.0;-7.0;-22.0;-18.0;-10.0;-6.0;25.0;-6.0;43.0;26.0;15.0;8.0;-41.0;-24.0;-14.0;-8.0;-5.0;35.0;-3.0;21.0;12.0;12.0;7.0;62.0;37.0;-65.0;-25.0;-39.0;-27.0;5.0;-51.0;-15.0;41.0;80.0;88.0;-10.0;0.0;31.0;17.0;18.0;-27.0;1.0;9.0;4.0;8.0;7.0;4.0;-2.0;4.0;-2.0;4.0;-47.0;-1.0;-3.0;29.0;18.0;14.0;15.0;15.0;10.0;9.0;1.0;1.0;-1.0;-39.0;81.0;35.0;52.0;31.0;27.0;6.0;4.0;-29.0;-15.0;30.0;-8.0;-9.0;6.0;3.0;2.0;-4.0;6.0;8.0;10.0;12.0;17.0;8.0;80.0;1.0;22:00:00;1.0;GOI;SPT
CAM X CRU 06-06-2015;;;;;2.0;14.0;9.0;4.0;43.0;100.0;61.0;37.0;53.0;30.0;-54.0;2.0;-23.0;-2.0;7.0;-24.0;-3.0;-5.0;-2.0;-50.0;-27.0;-37.0;-19.0;-22.0;-14.0;-5.0;35.0;14.0;2.0;-1.0;-1.0;-8.0;-5.0;-38.0;-2.0;-21.0;-8.0;-4.0;5.0;-1.0;-80.0;-1.0;-75.0;-75.0;-22.0;-21.0;-6.0;43.0;30.0;17.0;11.0;3.0;-3.0;3.0;7.0;51.0;-11.0;33.0;17.0;12.0;39.0;26.0;38.0;25.0;22.0;12.0;9.0;42.0;6.0;5.0;-73.0;-39.0;-16.0;-2.0;52.0;36.0;62.0;42.0;23.0;26.0;17.0;11.0;5.0;3.0;3.0;-24.0;-17.0;-9.0;7.0;12.0;22.0;25.0;;;;;
FLA X CHA 06-06-2015;;;;;3.0;17.0;33.0;18.0;13.0;10.0;8.0;11.0;9.0;8.0;5.0;4.0;-5.0;-40.0;-18.0;-10.0;-5.0;-2.0;2.0;1.0;-5.0;-1.0;10.0;-20.0;-6.0;6.0;32.0;19.0;33.0;77.0;48.0;29.0;19.0;34.0;12.0;11.0;9.0;32.0;21.0;3.0;0.0;4.0;-3.0;2.0;-3.0;18.0;3.0;33.0;27.0;18.0;8.0;7.0;9.0;7.0;6.0;6.0;13.0;36.0;28.0;24.0;31.0;21.0;87.0;54.0;34.0;16.0;12.0;65.0;3.0;39.0;25.0;43.0;27.0;18.0;15.0;16.0;9.0;7.0;41.0;6.0;-8.0;-30.0;-11.0;-4.0;8.0;-3.0;-38.0;-19.0;-9.0;25.0;3.0;30.0;;;;;
SAN X PON 06-06-2015;;;;;0.0;5.0;3.0;27.0;-40.0;20.0;3.0;1.0;0.0;-5.0;-2.0;0.0;-1.0;-6.0;-3.0;75.0;43.0;25.0;10.0;6.0;-1.0;-1.0;0.0;5.0;2.0;-5.0;-31.0;20.0;-5.0;-2.0;-61.0;-29.0;-8.0;0.0;-9.0;-5.0;-5.0;-2.0;-2.0;-1.0;;0.0;-5.0;5.0;-5.0;30.0;-7.0;-34.0;-25.0;-100.0;-77.0;-45.0;60.0;11.0;45.0;26.0;17.0;16.0;85.0;46.0;25.0;15.0;-45.0;-22.0;-12.0;-7.0;-4.0;10.0;20.0;41.0;-75.0;-29.0;-12.0;-4.0;-4.0;7.0;9.0;5.0;6.0;-30.0;-11.0;-37.0;-37.0;-17.0;-8.0;-5.0;0.0;-5.0;-32.0;13.0;-5.0;0.0;;;;;
CAP X VAS 07-06-2015;;;;;0.0;0.0;30.0;17.0;15.0;9.0;5.0;1.0;-10.0;-75.0;-40.0;60.0;-23.0;-9.0;-4.0;-15.0;-2.0;30.0;16.0;-30.0;-10.0;-6.0;55.0;-46.0;-27.0;-9.0;-5.0;-3.0;1.0;0.0;0.0;-10.0;10.0;53.0;2.0;1.0;0.0;1.0;0.0;5.0;-5.0;7.0;-5.0;5.0;2.0;31.0;-5.0;-2.0;-6.0;-4.0;-2.0;-1.0;0.0;0.0;20.0;16.0;13.0;85.0;10.0;1.0;-5.0;60.0;67.0;48.0;24.0;19.0;7.0;3.0;1.0;25.0;-60.0;-71.0;-62.0;-42.0;-26.0;-11.0;-3.0;10.0;0.0;55.0;33.0;-30.0;-16.0;-30.0;-21.0;-22.0;-6.0;-38.0;-51.0;-1.0;5.0;60.0;;;;;
JOI X COR 07-06-2015;;;;;-3.0;-43.0;-23.0;-9.0;-5.0;-3.0;-21.0;-91.0;-75.0;-39.0;30.0;38.0;44.0;32.0;20.0;6.0;-6.0;-5.0;-3.0;-2.0;-1.0;-1.0;44.0;-1.0;45.0;-76.0;-29.0;-17.0;-10.0;-9.0;-1.0;-30.0;-18.0;24.0;-11.0;-14.0;-16.0;-5.0;3.0;-3.0;5.0;-28.0;-29.0;-49.0;-32.0;12.0;-21.0;-13.0;-4.0;-3.0;-4.0;-55.0;-5.0;-5.0;-5.0;38.0;-68.0;55.0;37.0;24.0;16.0;38.0;57.0;5.0;4.0;4.0;1.0;-35.0;7.0;36.0;23.0;35.0;27.0;22.0;52.0;82.0;69.0;42.0;-30.0;26.0;11.0;2.0;40.0;22.0;12.0;17.0;14.0;5.0;2.0;-19.0;25.0;45.0;;;;;
SPO X GRE 07-06-2015;;;;;-5.0;31.0;-27.0;-5.0;-2.0;-6.0;7.0;-4.0;-4.0;27.0;10.0;4.0;12.0;8.0;6.0;-4.0;2.0;2.0;12.0;83.0;51.0;1.0;33.0;2.0;6.0;7.0;4.0;45.0;28.0;17.0;16.0;56.0;31.0;23.0;25.0;46.0;28.0;14.0;10.0;6.0;;4.0;5.0;-8.0;3.0;22.0;3.0;-3.0;3.0;4.0;4.0;5.0;81.0;50.0;27.0;13.0;17.0;8.0;-6.0;-28.0;-6.0;-8.0;-5.0;-2.0;-1.0;-1.0;5.0;43.0;2.0;1.0;1.0;-1.0;-1.0;-5.0;-8.0;-4.0;-2.0;-1.0;26.0;-5.0;5.0;1.0;-1.0;35.0;22.0;14.0;-19.0;-9.0;-6.0;39.0;-2.0;-55.0;;;;;
INT X CFC 07-06-2015;;;;;3.0;19.0;16.0;8.0;9.0;16.0;8.0;-41.0;-51.0;-30.0;-39.0;-88.0;75.0;38.0;25.0;14.0;50.0;44.0;100.0;54.0;32.0;11.0;-19.0;15.0;3.0;-41.0;-19.0;-8.0;-3.0;78.0;50.0;37.0;5.0;-9.0;5.0;3.0;3.0;3.0;6.0;3.0;-5.0;4.0;5.0;41.0;22.0;8.0;16.0;12.0;15.0;14.0;11.0;4.0;5.0;5.0;30.0;15.0;23.0;12.0;10.0;8.0;-23.0;-13.0;-5.0;3.0;8.0;9.0;8.0;67.0;2.0;4.0;-88.0;-37.0;-19.0;-8.0;-3.0;6.0;4.0;-8.0;39.0;-21.0;-10.0;-14.0;-11.0;-4.0;7.0;5.0;10.0;13.0;9.0;20.0;-18.0;-75.0;;;;;
FIG X PAL 07-06-2015;;;;;0.0;18.0;11.0;-75.0;-45.0;-27.0;-15.0;-49.0;-23.0;-39.0;-18.0;0.0;-10.0;60.0;3.0;3.0;-5.0;-31.0;-18.0;-3.0;-7.0;-3.0;5.0;0.0;0.0;-5.0;-27.0;-16.0;-9.0;5.0;0.0;41.0;4.0;2.0;2.0;1.0;-35.0;30.0;5.0;-5.0;5.0;0.0;30.0;17.0;-45.0;-5.0;-15.0;-9.0;-17.0;-40.0;-20.0;-7.0;-9.0;-9.0;-38.0;-23.0;-6.0;-4.0;20.0;86.0;48.0;28.0;26.0;19.0;-5.0;-5.0;-12.0;-9.0;-3.0;-2.0;-5.0;-3.0;-1.0;-6.0;-23.0;-13.0;-3.0;-6.0;70.0;-8.0;-58.0;-34.0;-21.0;-22.0;-47.0;-69.0;-36.0;-31.0;-43.0;38.0;5.0;45.0;;;;;
FLU X SPT 07-06-2015;;;;;-1.0;-6.0;-3.0;6.0;1.0;1.0;1.0;-5.0;-2.0;-1.0;6.0;1.0;2.0;1.0;-5.0;-2.0;-21.0;-12.0;31.0;33.0;20.0;13.0;1.0;3.0;1.0;1.0;21.0;7.0;-5.0;5.0;3.0;6.0;-5.0;1.0;-5.0;6.0;1.0;1.0;1.0;-5.0;0.0;6.0;19.0;12.0;48.0;-5.0;49.0;39.0;53.0;27.0;14.0;12.0;67.0;38.0;24.0;-25.0;-2.0;-5.0;-36.0;-61.0;-85.0;-43.0;-24.0;-6.0;31.0;21.0;12.0;-1.0;-50.0;-25.0;-16.0;-9.0;-5.0;1.0;60.0;66.0;39.0;24.0;31.0;14.0;4.0;1.0;10.0;6.0;-10.0;-2.0;21.0;50.0;55.0;-20.0;34.0;0.0;;;;;
GOI X AVA 07-06-2015;;;;;1.0;-14.0;-8.0;-8.0;-2.0;6.0;8.0;10.0;2.0;7.0;-10.0;1.0;-2.0;-1.0;1.0;1.0;21.0;13.0;8.0;6.0;4.0;1.0;1.0;1.0;6.0;4.0;13.0;3.0;2.0;1.0;1.0;11.0;36.0;1.0;61.0;56.0;33.0;19.0;9.0;1.0;65.0;1.0;-6.0;-3.0;-6.0;-30.0;-54.0;-32.0;-48.0;-29.0;-27.0;-7.0;-4.0;-30.0;-18.0;30.0;-15.0;11.0;1.0;3.0;46.0;25.0;11.0;13.0;-9.0;7.0;-4.0;-13.0;7.0;8.0;6.0;14.0;10.0;-49.0;-20.0;-40.0;-14.0;-2.0;-37.0;-4.0;2.0;3.0;2.0;1.0;2.0;2.0;-4.0;2.0;17.0;-21.0;-4.0;-45.0;;;;;
