game;text;homeScore;awayScore;isLive;time;addedTime;incidentType
CHA X CFC 09-05-2015;FT;2;1;False;90;999;period
CHA X CFC 09-05-2015;HT;1;1;False;45;999;period
PAL X CAM 09-05-2015;FT;2;2;False;90;999;period
PAL X CAM 09-05-2015;HT;0;0;False;45;999;period
FLU X JOI 10-05-2015;FT;1;0;False;90;999;period
GRE X PON 10-05-2015;FT;3;3;False;90;999;period
GRE X PON 10-05-2015;HT;1;0;False;45;999;period
CAP X INT 10-05-2015;FT;3;0;False;90;999;period
CRU X COR 10-05-2015;FT;0;1;False;90;999;period
SPT X FIG 10-05-2015;FT;4;1;False;90;999;period
AVA X SAN 10-05-2015;FT;1;1;False;90;999;period
AVA X SAN 10-05-2015;HT;0;1;False;45;999;period
VAS X GOI 10-05-2015;FT;0;0;False;90;999;period
CFC X GRE 16-05-2015;FT;2;0;False;90;999;period
CFC X GRE 16-05-2015;HT;2;0;False;45;999;period
CFC X AVA 30-05-2015;FT;1;2;False;90;999;period
PON X CHA 30-05-2015;FT;3;1;False;90;999;period
JOI X CAP 31-05-2015;HT;0;2;False;45;999;period
CAM X VAS 31-05-2015;HT;3;0;False;45;999;period
COR X PAL 31-05-2015;FT;0;2;False;90;999;period
FLA X FLU 31-05-2015;FT;2;3;False;90;999;period
FLA X FLU 31-05-2015;HT;1;2;False;45;999;period
VAS X PON 03-06-2015;FT;0;3;False;90;999;period
SPO X SAN 04-06-2015;FT;3;2;False;90;999;period
AVA X CAM 04-06-2015;FT;1;4;False;90;999;period
GRE X COR 04-06-2015;HT;3;1;False;45;999;period
CAM X CRU 06-06-2015;FT;1;3;False;90;999;period
CAM X SAN 10-06-2015;HT;2;1;False;45;999;period
PAL X SPO 28-06-2015;FT;4;0;False;90;999;period
VAS X SPO 09-07-2015;FT;0;4;False;90;999;period
VAS X PAL 26-07-2015;HT;0;3;False;45;999;period
GRE X INT 09-08-2015;FT;5;0;False;90;999;period
COR X SPT 13-08-2015;FT;4;3;False;90;999;period
PAL X FLA 16-08-2015;FT;4;2;False;90;999;period
SAN X AVA 22-08-2015;FT;5;2;False;90;999;period
PAL X JOI 30-08-2015;HT;2;2;False;45;999;period
INT X VAS 02-09-2015;FT;6;0;False;90;999;period
CRU X FIG 06-09-2015;FT;5;1;False;90;999;period
PAL X COR 06-09-2015;HT;3;2;False;45;999;period
COR X SPO 22-11-2015;FT;6;1;False;90;999;period
