game;accuratePass;aerialDuels;challengeLost;disabled;fouls;goalAssist;goals;goodHighClaim;groundDuels;id;interceptionWon;keyPass;minutesPlayed;name;national;offsides;outfielderBlock;position;possessionLost;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;touches;wasFouled
CRU X GRE 2018-04-14;99 (95%);3 (3);1;;0;;;;10 (7);794927;3;0;90';Arthur;False;;1;M;8;;7.5;;;Arthur;0;0;0;gremio;GRE;5926;Grêmio;1;3 (2);0 (0);13 (10);4 (4);99 (95%);0;123;6
CRU X GRE 2018-04-14;56 (87%);7 (6);;;2;;;;3 (1);43299;1;0;90';Paulo Miranda;False;;1;D;11;;7.5;;;P. Miranda;0;0;0;gremio;GRE;5926;Grêmio;8;0 (0);0 (0);10 (7);9 (7);56 (87%);0;79;1
CRU X GRE 2018-04-14;82 (90%);3 (3);;;1;;;;9 (6);34143;0;1;90';Léo Moura;False;;0;D;14;;7.4;;;L. Moura;0;0;0;gremio;GRE;5926;Grêmio;0;4 (2);3 (2);12 (9);7 (4);82 (90%);0;113;4
CRU X GRE 2018-04-14;53 (88%);0 (0);;;2;;;;10 (6);330693;0;3;90';Ramiro;False;;0;M;16;;7.3;;;Ramiro;1;0;0;gremio;GRE;5926;Grêmio;1;2 (2);6 (2);10 (6);8 (3);53 (88%);3;80;1
CRU X GRE 2018-04-14;9 (40%);0 (0);;;0;;;0;0 (0);39427;0;0;90';Marcelo Grohe;False;;0;G;;1;7.3;0 (0);2;M. Grohe;0;0;0;gremio;GRE;5926;Grêmio;1;0 (0);0 (0);0 (0);17 (4);9 (40%);0;31;0
CRU X GRE 2018-04-14;35 (85%);5 (2);2;;0;;;;10 (7);33117;4;0;90';Henrique;False;;0;M;10;;7.3;;;Henrique;0;2;0;cruzeiro;CRU;1954;Cruzeiro;1;1 (1);1 (0);15 (9);4 (3);35 (85%);4;63;2
CRU X GRE 2018-04-14;17 (68%);6 (2);;;4;;1;;8 (2);118815;0;0;76';André;False;3;0;F;14;;7.2;;;André;0;1;1;gremio;GRE;5926;Grêmio;1;0 (0);0 (0);14 (4);1 (1);17 (68%);1;40;1
CRU X GRE 2018-04-14;24 (85%);1 (0);;;0;;;;5 (5);794861;0;0;32';Jailson Siqueira;False;;0;M;4;;7.1;;;J. Siqueira;0;0;0;gremio;GRE;5926;Grêmio;1;2 (2);0 (0);6 (5);2 (1);24 (85%);3;35;0
CRU X GRE 2018-04-14;40 (88%);5 (3);2;;1;;;;10 (7);166701;3;0;90';Dedé;False;;0;D;5;;7.1;;;Dedé;0;0;0;cruzeiro;CRU;1954;Cruzeiro;0;2 (2);0 (0);15 (10);4 (3);40 (88%);3;57;2
CRU X GRE 2018-04-14;30 (76%);3 (2);1;;2;;;;13 (7);165577;2;2;90';Bruno Cortêz;False;;0;D;18;;7.1;;;B. Cortêz;0;0;0;gremio;GRE;5926;Grêmio;3;2 (1);2 (1);16 (9);2 (0);30 (76%);3;71;3
