game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
ARS X STO 2018-04-01;178 (65%);549 (85%);27;24;31%;69%;0;2;0;4;2;5;;;5;6;1;0;;;;;;;53;62;13;9;8;2;1;1;;;;;3;3;273;647;;;4;17;4;8;2;11;4;7;;;8;24;2;1;0;2018-04-01;6;-16;-36;-51;-28;-12;-4;3;-21;-10;25;8;14;12;13;37;24;18;19;16;12;11;8;71;65;43;24;19;-20;-33;-20;-22;-6;-12;3;18;18;13;34;57;0.0;3;3;4;5;-5;-3;-3;3;3;4;10;13;39;34;67;4;26;21;17;15;12;28;61;35;-68;-31;9;-32;-15;32;65;6;6;80;87;60;65;9;41;25;14;-19;-6;-2;62;100;93;57.0;-27;100.0;55.0;3;10:30:00;1;STO;ARS
CHE X TOT 2018-04-01;435 (82%);384 (78%);13;13;52%;48%;;;2;1;3;3;;;5;5;;;;;;;;;47;61;11;4;3;3;;;;;;;3;4;528;494;;;6;8;3;7;6;4;6;6;;;12;14;1;0;3;2018-04-01;-2;-49;-40;-29;-14;-16;-24;-16;-12;-15;-6;1;-5;30;20;12;6;3;-50;-29;-16;42;1;19;96;50;25;2;-5;-13;-12;-11;-10;2;-15;-42;-23;47;21;2;-80.0;38;25;21;19;3;13;-5;-5;-7;-9;-49;-32;-22;-16;-18;4;52;22;-63;-100;-37;-24;-17;-44;-24;-32;-6;34;16;65;41;-53;-15;-8;27;10;16;-6;10;7;3;3;4;6;1;4;7;9.0;-25;10.0;20.0;1;13:00:00;-1;TOT;CHE
EVE X LIV 2018-04-07;472 (80%);245 (68%);23;25;62%;38%;1;1;1;1;3;1;;;2;3;;;;;;;;;55;52;7;12;1;4;;;;;;;1;4;588;359;;;4;3;4;4;3;1;6;3;;;10;6;;;0;2018-04-07;-1;-39;-28;-51;-33;24;-6;-51;-28;20;4;-1;7;3;-5;60;33;20;9;2;-26;-20;-1;-17;-74;-51;-36;-28;-16;-44;-25;-14;-13;5;-13;-15;-14;-9;-10;-31;-5.0;-24;-26;-27;-23;1;-18;-22;-15;-11;-8;-7;-6;-6;-6;-6;-2;-6;-6;-6;-6;-6;-6;-4;-3;-2;-2;-6;-31;-25;-22;-20;-24;-10;-4;2;12;10;-1;8;9;16;33;20;11;6;3;35;52.0;-6;37.0;10.0;0;09:30:00;0;LIV;EVE
BOU X CRY 2018-04-07;355 (80%);380 (81%);17;18;48%;52%;1;1;1;2;4;4;;;3;11;2;0;;;;;;;50;41;9;8;3;4;;;;;;;1;3;445;472;;;7;15;3;12;6;5;6;6;;;13;21;2;2;2;2018-04-07;8;10;10;8;8;5;-3;-3;8;5;55;40;35;18;7;6;20;36;16;4;23;44;6;31;52;30;-27;-9;-7;-53;-35;-22;-11;9;-4;2;3;35;19;9;;38;20;-71;45;-8;73;63;41;52;-42;-14;-12;-8;-8;-3;3;-37;-17;-5;7;29;27;98;55;30;13;33;-38;-30;-49;-33;26;-50;-19;-78;-5;-9;41;-7;-9;3;-14;-13;45;22;-41;-10;5.0;9;105.0;10.0;2;12:00:00;0;CRY;BOU
BHA X HUD 2018-04-07;412 (78%);234 (65%);34;34;60%;40%;0;4;1;4;5;3;;;3;5;;;;;;;;;74;67;7;13;4;4;0;1;;;;;3;3;525;360;0;1;8;9;5;6;5;4;7;5;;;15;13;0;1;1;2018-04-07;1;-9;-9;-7;-12;-4;3;2;4;5;5;31;6;6;6;56;27;14;7;1;-30;-20;75;73;40;28;-71;-31;-25;-17;-6;-3;-12;56;-9;-27;-26;-20;-15;-13;-5.0;3;-3;-3;3;29;-3;-4;-9;-3;3;-3;-3;-3;27;16;7;6;5;66;30;-25;6;-5;-11;-11;-9;-45;-3;18;6;1;3;-18;-13;-11;-9;-8;-53;-8;46;25;-30;-12;-21;-51;-36;-49;-14.0;-7;-13.0;-40.0;1;12:00:00;0;HUD;BHA
LEI X NEW 2018-04-07;162 (60%);413 (80%);24;31;34%;66%;;;0;1;1;2;;;5;7;;;;;;;;;48;63;14;7;0;2;;;;;;;3;3;272;518;;;2;6;3;5;4;1;6;2;;;8;8;3;1;2;2018-04-07;10;1;1;1;1;2;9;58;30;13;-75;-6;-39;-23;-7;7;12;13;18;9;8;6;-51;10;33;33;22;41;73;41;23;17;13;-100;8;9;10;10;13;14;15.0;-2;-7;8;-23;-100;-3;8;11;14;-23;-2;6;6;8;17;-62;15;9;16;45;32;22;12;5;1;5;-36;22;13;13;13;8;4;-80;-45;-31;27;-16;35;27;22;19;8;72;41;8;-27;-4.0;-3;4.0;-5.0;1;12:00:00;-1;NEW;LEI
STO X TOT 2018-04-07;454 (83%);159 (60%);22;13;67%;33%;1;1;3;2;6;1;;;3;6;;;;;;;;;73;53;8;19;3;2;0;1;;;;;3;2;550;263;;;9;6;5;5;4;4;6;4;;;15;10;3;4;2;2018-04-07;-15;-12;17;-13;23;-23;-6;-5;-6;-10;-14;-16;-33;-54;-36;-28;-22;-54;-33;-22;-19;-17;-16;-9;-12;-13;-19;-12;24;7;-8;-3;-9;-16;-9;-7;-10;-5;-2;-6;25.0;6;53;26;9;-12;-6;-26;-25;-100;-61;-37;-22;-14;79;38;-10;15;2;-8;-43;-25;-59;-41;-26;-14;-10;-9;49;25;8;-7;-2;-36;-43;-21;-12;-2;-9;5;69;40;23;13;6;-6;31;46;28.0;-14;22.0;35.0;1;12:00:00;-1;TOT;STO
WAT X BUR 2018-04-07;179 (61%);319 (73%);32;31;40%;60%;0;2;2;3;1;5;;;1;11;;;;;;;;;66;62;12;18;4;2;;;;;;;2;3;292;435;;;6;8;2;4;4;5;1;6;;;7;14;2;2;2;2018-04-07;3;33;14;7;10;9;47;91;58;39;23;-3;10;1;1;1;20;11;6;3;1;-6;5;8;7;54;47;32;83;73;38;18;8;6;18;2;21;17;5;41;5.0;-8;-12;-50;-38;8;-16;27;13;54;36;24;10;9;-2;4;8;-2;37;62;43;21;14;6;7;24;16;7;10;-34;-55;-33;-18;-65;-35;-16;-8;-5;-28;6;3;-25;-13;36;16;4;4;-60;-34.0;-7;2.0;10.0;1;12:00:00;-1;BUR;WAT
WBA X SWA 2018-04-07;357 (79%);395 (82%);23;19;49%;51%;1;0;1;1;1;8;;;1;5;;;;;;;;;60;49;5;15;2;0;;;;;;;1;6;452;479;;;4;7;5;4;1;3;3;8;;;7;15;2;3;1;2018-04-07;-10;17;5;3;-20;-9;27;23;48;30;11;6;-7;7;2;3;5;6;5;30;15;3;1;-6;12;1;4;1;4;4;5;5;6;-4;6;-23;-5;6;11;12;0.0;45;25;14;7;22;6;1;43;32;72;100;66;34;22;6;44;-6;-33;-23;-17;-43;-22;-8;-2;3;6;28;6;1;28;19;8;2;-98;-56;-55;-30;21;-15;-9;-7;4;3;-2;24;12;5;26.0;20;14.0;-35.0;1;12:00:00;0;SWA;WBA
MCI X MUN 2018-04-07;244 (77%);516 (87%);10;10;36%;64%;0;4;3;5;0;5;;;4;8;;;;;;;;;54;40;9;17;4;1;0;2;;;;;2;0;318;596;;;3;15;1;9;4;6;2;5;;;5;20;3;6;3;2018-04-07;-3;10;9;14;8;6;-19;-16;-5;6;6;-4;10;42;18;44;25;19;100;64;34;19;3;9;-3;69;44;61;41;54;38;32;20;28;35;63;40;67;43;4;5.0;-4;-3;-25;-82;24;-41;53;12;4;-80;-100;-65;-33;-9;6;22;-19;-4;-4;-10;-8;5;29;26;20;16;17;-71;-34;-16;13;13;20;7;-5;6;1;14;1;11;12;12;43;31;23;14;38;21.0;10;70.0;90.0;2;14:30:00;-1;MUN;MCI
ARS X SOU 2018-04-08;266 (72%);597 (85%);23;23;36%;64%;1;1;3;2;3;2;;;6;8;;;;;;;;;50;44;7;11;4;5;;;;;;;2;1;370;699;1;1;10;7;4;4;8;7;5;6;;;15;13;1;2;2;2018-04-08;-10;-71;-37;-17;-1;11;16;27;13;-82;-48;6;-21;-8;6;17;16;14;14;13;12;87;6;53;33;45;63;32;50;97;55;29;91;8;84;52;43;-29;-5;-4;45.0;8;12;75;97;10;65;40;25;64;28;-41;-15;-50;-35;-47;12;-27;-1;2;-66;-68;-43;-22;-14;-4;-59;12;-34;-20;-11;-6;-76;-44;-12;-27;-9;37;-15;-33;8;79;44;16;9;-63;-47;-36;-28.0;-78;-20.0;-5.0;3;11:15:00;1;SOU;ARS
CHE X WES 2018-04-08;308 (75%);504 (85%);7;27;41%;59%;0;1;0;2;3;6;;;6;10;;;;;;;;;38;65;11;7;5;1;0;1;;;;;2;2;409;594;;;3;15;0;11;2;6;2;8;;;5;23;1;0;1;2018-04-08;10;-5;6;9;8;5;-34;-18;-11;7;7;12;13;14;70;35;29;20;45;26;21;42;13;36;70;52;31;16;3;62;75;85;72;10;68;40;11;13;-6;-6;0.0;4;23;-38;-3;35;6;7;43;29;17;60;41;22;13;8;22;2;-9;-8;-9;-8;-7;-6;7;8;36;3;26;15;8;4;-81;-48;-29;-8;-11;-13;-20;67;46;36;26;21;12;10;50;36;83.0;-9;50.0;65.0;1;13:30:00;0;WES;CHE
SOU X CHE 2018-04-14;420 (81%);277 (73%);23;12;58%;42%;;;0;2;8;1;;;7;4;0;2;;;;;;;61;45;14;13;5;2;;;;;;;2;1;518;377;;;8;8;4;2;5;7;9;2;;;17;10;3;5;3;2018-04-14;-10;-5;-10;-8;-3;6;-25;-6;-1;-4;-3;-11;-1;-1;75;43;25;15;8;-1;-30;-42;-12;-64;-34;-17;-4;1;2;1;31;-30;31;-10;50;26;20;10;20;-9;-50.0;-7;-37;-25;-18;-9;22;-8;-3;-3;-4;58;-43;-42;-66;-17;-4;37;52;30;17;10;-9;-9;-8;5;10;-2;9;-78;-39;-30;-26;-57;-69;-42;-35;-56;-1;-71;-64;-24;-14;-6;-1;-1;-1;58;26.0;-1;-8.0;60.0;2;09:30:00;-1;CHE;SOU
BUR X LEI 2018-04-14;325 (72%);171 (59%);27;28;62%;38%;3;1;4;3;5;3;;;8;4;3;0;;;;;;;56;58;10;9;1;5;;;;;;;1;0;449;292;;;9;5;4;2;6;3;6;3;;;15;8;1;2;1;2018-04-14;2;87;52;17;14;5;-38;-18;23;-6;-6;4;-44;-30;-23;-17;-13;-8;-8;-52;-25;-9;6;6;1;-7;-8;-7;-42;-29;-21;-16;-14;6;-8;-7;-6;-5;-5;-5;-40.0;-30;-22;-17;-10;6;-6;-1;-5;-3;-1;55;29;-58;-26;-24;-4;-21;-16;-48;-32;-41;-23;-21;-12;-35;32;116;4;-4;-4;-79;-51;-33;-22;-11;-3;2;74;-4;-4;-10;-7;-12;-29;-19;-58;-31;-20.0;100;-12.0;0.0;2;12:00:00;1;LEI;BUR
CRY X BHA 2018-04-14;249 (72%);282 (77%);20;19;50%;50%;1;1;2;3;3;5;;;6;5;0;1;;;;;;;52;58;16;12;4;1;;;;;;;1;3;347;367;;;10;7;6;2;3;8;2;8;;;12;15;2;3;2;2018-04-14;1;39;20;16;23;79;100;58;28;30;-47;-5;-55;-14;-4;-7;-4;74;46;23;21;20;5;14;25;14;-32;36;-75;-42;-24;-11;-13;-4;6;7;7;-8;1;6;40.0;11;14;21;12;-3;7;-5;-1;15;7;4;2;6;2;-21;101;-11;-8;-37;24;5;-6;-6;-27;-18;-17;60;-15;-15;-13;-9;-6;-24;-15;-20;-14;-15;100;-9;-7;-11;-8;-77;-74;-47;-35;-19;-56.0;58;-41.0;0.0;3;12:00:00;1;BHA;CRY
HUD X WAT 2018-04-14;294 (73%);254 (70%);19;21;52%;48%;;;0;1;2;5;;;6;9;;;;;;;;;52;49;8;9;0;2;;;;;;;1;2;405;365;;;2;6;0;3;2;1;2;3;;;4;9;2;2;0;2018-04-14;0;50;30;16;8;-4;-5;-1;2;7;34;2;18;24;37;27;32;18;8;7;-25;-15;2;-41;-21;-14;28;-41;-7;-10;-73;-26;-2;3;-14;-9;-1;-3;-4;-2;-5.0;-3;3;-3;-3;3;-4;-5;-5;-26;-11;-3;24;26;15;2;-4;-2;-4;-5;-5;-4;-5;-5;13;3;-5;4;21;11;1;17;6;-9;-24;-19;-13;-7;4;-4;-1;30;16;9;5;2;-1;-1;-1.0;35;-1.0;45.0;1;12:00:00;1;WAT;HUD
SWA X EVE 2018-04-14;331 (76%);336 (75%);33;28;50%;50%;2;1;2;1;4;5;;;3;6;;;;;;;;;63;67;11;10;4;3;1;0;;;;;0;1;437;447;;;10;12;5;5;3;7;3;5;;;12;17;1;1;1;2018-04-14;2;16;14;44;21;10;5;2;-2;-1;31;1;22;11;-21;85;74;20;19;53;25;12;2;9;5;-8;-12;-25;-57;-36;-22;-25;-11;2;3;-2;-3;-3;-39;-30;-40.0;-28;-14;-6;-1;2;29;17;68;39;22;4;-27;-24;-12;-5;3;-1;-14;-5;-6;-2;32;25;21;11;10;27;1;33;100;57;32;12;12;8;46;54;21;28;-29;-41;-32;-30;-21;-4;-9;-9;-14.0;18;-8.0;25.0;1;12:00:00;0;EVE;SWA
LIV X BOU 2018-04-14;290 (77%);535 (86%);11;11;39%;61%;0;1;0;2;3;3;;;5;7;0;1;;;;;;;38;58;9;9;3;1;;;;;;;4;4;375;619;;;5;11;2;10;1;7;1;9;;;6;20;1;1;0;2018-04-14;10;34;24;8;-2;4;-4;10;48;60;37;11;23;-19;46;21;-21;5;23;22;14;10;12;6;2;8;12;15;46;48;3;-5;-3;18;19;14;57;29;24;33;5.0;13;8;4;-5;46;-5;-4;7;9;17;-11;25;19;8;1;25;2;6;3;43;31;15;10;8;3;83;70;51;32;50;31;8;55;30;-28;-29;-18;96;44;21;3;-66;-36;-65;-39;-23;-9;24.0;57;82.0;30.0;3;14:30:00;1;BOU;LIV
TOT X MCI 2018-04-14;426 (83%);371 (80%);14;9;52%;48%;1;0;4;0;6;4;;;7;5;;;;;;;;;51;67;12;11;2;3;1;0;;;;;1;5;511;464;;;10;4;5;1;6;3;7;4;;;17;8;4;3;3;2018-04-14;-7;-45;-32;-50;-28;-6;4;4;8;7;-5;-10;-20;-24;-22;-95;-55;-100;-61;-38;-22;-19;-12;-27;-17;29;-25;-41;-17;-5;10;10;13;-43;-25;-15;-4;82;54;28;5.0;24;10;8;6;-26;-4;1;1;6;4;4;5;5;5;-5;-21;-4;-2;-5;-11;-13;-47;-43;-19;-5;-6;-19;-4;-5;-2;-100;-72;-41;-42;-18;-5;-1;23;2;2;2;3;18;12;10;9;49;31.0;-33;17.0;95.0;1;16:45:00;-1;MCI;TOT
NEW X ARS 2018-04-15;590 (85%);173 (63%);20;21;72%;28%;1;0;2;1;4;2;;;5;2;0;1;;;;;;;65;57;9;11;2;2;0;1;;;;;2;1;695;274;;;8;6;8;2;3;4;7;2;;;15;8;0;1;1;2018-04-15;-1;12;2;-7;-9;-20;-90;-51;-35;-56;-38;-1;-22;-19;-51;-33;-25;-44;-27;-14;-24;-14;31;99;48;23;8;-7;-13;-53;-37;-32;-49;12;-39;-6;-29;-41;-22;-19;;-14;-13;-12;-7;-31;-3;-8;-11;-12;-14;-15;-1;2;-2;-2;-23;-1;-2;-7;-10;-12;19;5;-32;-26;30;-18;40;18;7;-6;-8;-23;-14;-24;39;7;-18;-8;-8;-11;-62;-35;-23;-37;-26;-15;-14.0;36;-5.0;-5.0;2;10:30:00;1;ARS;NEW
MUN X WBA 2018-04-15;218 (70%);658 (89%);14;15;30%;70%;;;1;0;2;4;;;4;4;;;;;;;;;39;57;13;8;4;3;;;;;;;1;4;312;742;;;6;6;4;6;4;4;4;8;;;10;14;1;1;1;2018-04-15;5;25;14;7;-35;-50;-25;-12;-4;3;11;7;49;100;18;18;16;12;-34;-13;-10;-4;8;7;10;12;38;20;12;7;3;-1;5;24;-9;-3;-26;-14;-3;6;0.0;9;76;61;-39;14;7;3;-1;2;34;21;14;11;-22;-10;13;-5;21;-25;-4;7;9;10;58;40;28;13;52;35;23;18;-90;-43;33;5;15;37;54;24;-18;-31;-17;-9;-3;4;7;8;8.0;32;4.0;50.0;0;13:00:00;-1;WBA;MUN
WES X STO 2018-04-16;198 (69%);373 (80%);34;27;38%;62%;;;1;0;3;9;;;1;10;;;;;;;;;70;72;21;15;5;5;;;;;;;3;5;287;466;;;7;4;1;3;7;6;4;14;;;11;18;3;2;1;2018-04-16;-10;-5;-7;-3;-38;-22;-20;-50;-26;65;35;-1;24;19;14;11;9;8;8;7;7;27;10;15;7;28;15;13;-40;24;35;64;41;-38;36;18;3;-1;-1;-2;0.0;-1;40;21;12;-16;6;23;6;4;2;1;6;8;-25;-5;-5;-5;3;-3;66;45;38;21;22;7;8;28;48;53;51;25;15;5;1;1;-5;-37;5;-57;-29;-12;16;-35;51;12;3;-9;19.0;1;-7.0;45.0;1;17:00:00;0;STO;WES
BHA X TOT 2018-04-17;537 (85%);251 (70%);19;15;65%;35%;;;1;1;5;1;;;4;3;;;;;;;;;47;52;5;6;4;5;;;;;;;;;634;357;;;7;5;5;2;6;5;9;3;;;16;8;0;1;1;2018-04-17;10;-19;-22;-14;-10;-7;3;-2;-1;-1;25;8;7;78;49;31;-30;-5;39;16;13;-17;7;29;-20;-9;-31;-12;-9;-48;-27;-19;-16;6;-16;-13;-6;-1;-7;-8;0.0;-84;-51;-30;-93;-9;-55;75;27;15;14;18;-35;-22;-18;-15;-26;-9;-8;-5;-8;-9;-11;-11;-11;-11;-16;-23;-39;-27;-20;-16;-47;-29;42;8;-7;-7;-22;-19;-14;-7;-3;-1;-30;-25;28;4;-23.0;-21;18.0;-15.0;1;16:45:00;0;TOT;BHA
BOU X MUN 2018-04-18;474 (85%);352 (82%);23;18;56%;44%;0;1;2;1;8;5;;;5;8;;;;;;;;;59;51;8;9;2;2;;;;;;;3;1;556;428;;;6;8;1;6;4;2;7;5;;;13;13;1;3;2;2018-04-18;1;-3;30;12;3;-5;1;-51;-34;-25;-19;5;-17;-7;-4;-2;-1;32;26;17;-59;-100;5;-61;-35;33;7;5;-9;-8;-13;-31;-22;1;-16;-13;-4;9;8;8;30.0;56;29;13;-10;-24;-10;-15;20;5;3;2;6;31;18;35;-16;25;16;24;11;1;22;-29;22;4;-9;-8;-48;-100;-65;-43;-29;-18;-12;-13;-15;-6;-9;23;14;41;32;21;14;10;2;3;55.0;-14;35.0;25.0;0;16:45:00;-1;MUN;BOU
LEI X SOU 2018-04-19;280 (73%);360 (80%);13;26;46%;54%;2;0;2;0;0;4;;;3;11;;;;;;;;;54;69;10;10;3;2;;;;;;;2;3;384;452;;;4;5;4;4;2;3;2;6;;;6;11;;;0;2018-04-19;10;16;6;-3;3;1;1;36;22;5;-3;2;-34;-20;-9;-1;4;7;7;27;19;4;-6;-2;-2;-3;-3;-2;-2;-7;-27;32;6;-2;-29;-18;-13;-14;-22;-3;0.0;-8;-7;-11;-10;6;-9;-3;-7;-9;-11;-12;-13;-23;-28;-81;7;-70;-34;-16;-6;3;-7;-3;7;9;8;30;28;60;63;40;27;-17;-1;4;23;16;57;14;11;44;78;49;55;39;46;60;42.0;32;-34.0;70.0;0;16:45:00;0;SOU;LEI
WBA X LIV 2018-04-21;494 (84%);242 (70%);13;17;62%;38%;1;0;3;2;2;1;;;4;7;;;;;;;;;49;47;5;12;4;1;;;;;;;2;1;585;344;;;6;10;4;6;3;6;3;3;;;9;13;1;0;2;2018-04-21;-5;-5;-6;-16;-11;14;3;31;25;45;25;-7;10;-5;31;8;-8;-44;-54;-29;-16;-8;-11;-4;-2;-4;-5;23;31;64;42;24;47;-54;25;10;4;-27;-58;-11;-5.0;-2;-2;-2;-2;-100;25;25;14;7;3;4;-1;29;16;8;-65;24;6;-13;-13;-4;-4;-3;-2;-1;-2;-40;10;-6;25;-76;-36;41;17;9;12;67;-21;71;82;48;28;12;10;-25;-10;42;100.0;-12;62.0;-25.0;2;09:30:00;0;LIV;WBA
WAT X CRY 2018-04-21;238 (70%);248 (69%);24;32;49%;51%;;;;;2;0;;;3;4;;;;;;;;;73;75;13;17;5;1;2;1;;;;;1;0;341;357;;;3;8;3;10;1;4;3;6;;;6;14;5;3;0;2018-04-21;10;3;-1;5;3;3;3;3;5;7;8;6;-8;8;5;5;59;82;89;55;36;45;34;14;8;7;7;5;8;4;-3;-37;-28;27;-10;7;7;80;47;26;40.0;-2;-2;24;11;65;11;11;10;12;10;9;8;7;1;-3;72;-2;-9;-11;-11;-4;-35;-22;-15;-35;-77;42;-50;-61;-33;38;21;-20;6;6;4;11;22;11;10;34;24;22;56;37;20;11;6.0;12;1.0;-5.0;0;12:00:00;0;CRY;WAT
ARS X WES 2018-04-22;201 (68%);552 (88%);12;10;33%;67%;0;1;0;2;3;4;;;6;8;;;;;;;;;39;33;9;11;4;3;1;0;;;;;1;1;297;629;;;7;12;4;8;4;8;4;8;;;11;20;2;3;1;2018-04-22;4;77;47;29;-37;15;-4;-45;-76;-43;-27;6;-16;-37;-25;24;17;14;44;31;20;8;7;11;11;38;31;22;57;67;46;31;42;5;25;7;9;10;9;1;-15.0;2;4;5;50;9;12;15;100;68;40;52;33;5;35;18;11;11;9;-33;-20;-64;-98;-48;-41;-19;-2;11;7;8;11;81;47;-31;5;5;5;5;31;70;45;31;97;67;39;100;65;42;28.0;29;96.0;35.0;4;10:30:00;1;WES;ARS
STO X BUR 2018-04-22;303 (71%);189 (58%);42;40;58%;42%;1;1;2;1;4;1;;;8;3;1;1;;;;;;;69;72;5;15;2;6;0;1;;;;;0;2;428;326;;;11;4;5;4;7;3;5;4;;;16;8;1;2;1;2018-04-22;-5;-26;-14;82;44;28;20;13;-29;27;27;-1;16;10;-40;-20;-13;-12;14;10;68;42;2;17;4;-6;-12;-14;-10;-48;-55;-36;-25;-14;-11;-9;-6;-5;-5;-6;;13;3;-8;-25;-2;-11;-3;19;3;-11;-100;-85;-47;-28;-20;6;-7;-8;-69;-81;-88;-52;-51;-31;-5;-1;1;-30;-17;-10;-7;-4;24;12;40;22;-22;-2;39;17;6;7;4;-36;-22;-19;-23;29.0;-2;10.0;-75.0;1;10:30:00;0;BUR;STO
MCI X SWA 2018-04-22;142 (70%);942 (93%);14;10;18%;82%;0;2;0;5;1;3;;;1;5;1;0;;;;;;;41;47;8;6;7;1;0;2;;;;;1;4;203;1015;;;2;12;2;4;1;12;2;7;;;4;19;1;0;0;2018-04-22;6;17;36;28;98;64;64;43;100;64;44;11;31;25;15;20;16;14;17;24;14;14;14;14;53;37;33;64;82;50;40;34;23;16;16;20;17;16;15;7;0.0;9;12;13;19;17;7;5;7;9;9;95;61;11;11;10;17;25;18;17;14;100;80;52;36;26;32;12;24;19;16;14;9;2;3;4;4;4;13;-33;33;13;52;80;54;29;21;14;74.0;18;100.0;30.0;5;13:30:00;1;SWA;MCI
EVE X NEW 2018-04-23;230 (64%);365 (76%);27;30;44%;56%;1;1;1;1;3;3;;;6;4;;;;;;;;;67;61;11;10;0;2;;;;;;;1;4;362;478;;;5;7;4;5;2;1;4;2;;;9;9;1;2;0;2018-04-23;-8;1;22;15;5;4;4;2;13;15;11;4;13;12;-21;-8;-2;-4;-5;3;3;4;4;5;5;5;5;-18;13;14;35;45;28;41;22;23;18;8;9;2;-5.0;3;3;44;28;28;-29;-7;80;41;4;33;24;5;-8;6;21;5;8;15;20;-27;-10;-38;-30;-25;-19;16;-45;-23;-12;-51;-28;-13;-17;-34;-21;-11;13;-6;-2;6;-4;-4;-45;-24;-16;-11;-8.0;7;-2.0;-20.0;1;17:00:00;1;NEW;EVE
CHE X HUD 2018-05-09;137 (56%);722 (87%);21;19;23%;77%;1;3;2;3;0;11;;;0;9;2;0;;;;;;;54;59;10;7;4;1;0;1;;;;;0;2;243;831;;;1;17;1;6;2;5;2;5;;;3;22;1;0;1;2018-05-09;8;41;25;40;77;77;71;48;32;21;16;11;5;9;17;13;11;10;5;6;-6;8;13;15;55;43;32;29;22;12;7;10;11;15;12;13;13;13;13;28;-5.0;-9;-2;3;32;15;-33;-41;-58;-29;-14;6;8;13;18;36;40;26;21;18;90;63;43;36;27;16;15;67;35;26;21;18;21;13;20;24;-23;8;44;8;41;31;47;10;17;60;42;30;31.0;54;30.0;80.0;1;16:45:00;0;HUD;CHE
LIV X STO 2018-04-28;142 (56%);525 (83%);25;12;29%;71%;1;2;1;2;1;10;;;2;9;0;1;;;;;;;52;32;14;7;2;1;;;;;;;2;2;253;632;;;4;14;3;8;1;2;1;6;;;5;20;2;1;0;2018-04-28;-2;6;-2;4;4;5;10;10;14;14;13;1;12;-30;44;15;7;8;11;7;8;29;-21;19;14;11;15;35;29;20;20;15;10;-33;9;13;7;34;20;7;0.0;9;6;5;5;-19;49;30;19;18;7;7;11;-33;-9;-4;36;7;13;15;19;21;18;20;22;48;75;14;42;27;18;11;5;11;29;60;38;25;11;17;11;6;3;1;45;21;61;40;23.0;9;-46.0;100.0;0;09:30:00;0;STO;LIV
BUR X BHA 2018-04-28;325 (75%);217 (64%);26;17;56%;44%;0;1;0;1;4;4;;;4;3;;;;;;;;;43;46;17;5;4;1;0;1;;;;;3;4;432;341;;;7;8;4;2;1;4;2;2;;;9;10;2;0;0;2018-04-28;-1;-4;-5;-5;3;-3;23;14;20;5;-7;-1;-58;-39;-27;-19;-10;-1;16;40;19;-30;-1;-13;32;7;1;7;-6;-7;-4;35;12;-1;-23;-6;13;70;45;28;5.0;42;-30;-6;-53;-1;-25;-14;-6;-3;1;1;-5;-2;-1;2;5;1;2;2;7;1;8;1;-3;-4;-35;-3;-24;-11;-9;-3;1;2;13;9;2;-4;-3;-4;-6;-2;-4;-5;-26;-43;-23;-11;-4.0;-3;3.0;-5.0;0;12:00:00;0;BHA;BUR
