game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
CHE X ARS 2017-02-04;472 (84%);326 (80%);11;17;59%;41%;;;;;2;2;13;10;;;65;60;8;14;3;4;0;1;3;4;561;410;;;6;8;2;5;5;6;3;5;9;13;1;1;1;2017-02-04;5;-10;32;13;6;79;43;44;22;-90;-45;7;30;4;3;10;12;15;13;23;8;2;10.0;-2;-3;-4;5;5;87.0;59;31;-50;-16;16;-69;-39;-29;-20;-18;-9;-45.0;23;10;3;-3;34;5;29;11;11;-7;69;16;3;-26;-18;15;-21;-15;-33;-22;-17;-15;-14;20;2;26;4;15;9;-6;-5;-5;-3;-2;5;-74;-46;-10;-86;-15;36;-24;-5;2;37;59;38.0;24.0;-3;55.0;-90.0;3;10:30:00;1;ARS;CHE
CRY X SUN 2017-02-04;198 (71%);413 (82%);13;16;35%;65%;;;;;0;4;1;7;;;45;46;8;9;8;3;;;1;1;278;502;;;5;14;3;8;7;9;5;7;10;21;3;3;4;2017-02-04;1;-80;-41;32;-29;-6;8;10;7;10;19;1;42;30;78;52;36;25;25;43;22;10;1.0;-8;6;16;16;11;9.0;7;5;4;4;1;4;-38;-22;-49;-71;-2;-145.0;-53;-23;-6;13;33;28;23;20;18;16;15;15;15;14;13;24;12;12;12;12;12;7;29;82;48;28;24;16;7;6;9;16;15;19;57;35;21;-19;13;8;83;80;44;27;-29;43;12.0;25.0;-4;-27.0;175.0;0;13:00:00;-1;SUN;CRY
EVE X BOU 2017-02-04;477 (86%);391 (82%);10;11;55%;45%;;;;;2;3;8;4;0;2;51;57;4;14;4;5;1;0;0;4;555;477;;;8;12;8;2;8;10;10;3;18;15;1;3;3;2017-02-04;41;8;28;16;6;-3;-3;-1;-4;-5;-11;69;-6;5;5;8;10;78;28;-18;3;3;40.0;78;46;29;18;11;2.0;2;7;8;9;21;5;7;8;-16;-10;37;-70.0;-44;-29;-35;-19;13;-70;-37;-20;17;8;14;5;-3;38;19;8;-83;-39;72;22;10;9;1;-8;36;14;5;4;-143;-80;-78;-49;-92;-82;-51;-16;-2;7;10;16;17;16;91;42;93;43;34.0;-26.0;8;-1.0;-45.0;6;13:00:00;1;BOU;EVE
HUL X LIV 2017-02-04;526 (83%);159 (62%);11;21;73%;27%;;;;;11;0;15;1;0;3;41;46;12;9;2;5;;;1;2;636;255;;;14;6;6;3;5;4;8;1;22;7;1;2;0;2017-02-04;-10;33;56;28;12;-10;-8;-12;-31;-28;-22;-29;-18;-16;-88;-45;41;1;-3;-8;-4;-7;-20.0;-6;-6;-4;-4;-4;-3.0;-1;-45;30;-6;-14;-7;10;-8;-9;-17;93;;41;30;12;2;-13;-61;-67;-45;-36;-66;-50;-37;-100;-83;-56;-42;-37;-27;-14;10;-6;-3;-7;-9;-8;-47;-20;-30;-44;-28;-19;-10;-16;-43;-31;-23;-39;-9;-33;-22;-18;-16;-13;75;34;15;4.0;-6.0;-3;-77.0;-30.0;2;13:00:00;1;LIV;HUL
SOU X WES 2017-02-04;296 (76%);388 (82%);24;14;45%;55%;;;;;1;3;2;3;;;54;55;15;12;6;1;;;3;2;390;474;;;3;13;1;11;4;7;3;8;6;21;2;0;3;2017-02-04;-2;5;6;7;77;43;-77;-12;-5;-5;3;-31;13;14;3;7;-24;-15;-13;-10;-10;-7;-15.0;-38;-28;-22;-14;-15;-13.0;-14;-14;-13;-11;-11;-5;-2;1;25;21;13;-50.0;5;1;43;28;44;44;28;20;-27;-6;34;18;9;10;8;21;9;7;7;-38;-17;-3;4;3;3;-2;13;4;51;34;30;92;48;18;39;26;48;10;33;34;26;20;19;16;63;43;26.0;70.0;9;1.0;105.0;1;13:00:00;-1;WES;SOU
WAT X BUR 2017-02-04;204 (60%);398 (77%);34;25;40%;60%;;;;;3;6;6;3;;;72;56;10;12;5;5;;;4;2;338;520;1;0;5;7;1;3;7;7;6;9;11;16;0;5;1;2017-02-04;2;14;95;49;21;5;9;3;5;8;9;1;11;8;8;69;45;31;18;50;24;14;2.0;8;4;-1;-61;-42;-25.0;-10;5;3;36;4;15;7;-7;31;30;20;85.0;15;13;12;14;5;4;-4;-4;2;-4;-57;-29;-12;-32;-40;-8;-20;-13;-33;-14;-3;-3;4;41;28;20;3;15;7;45;75;43;20;2;-42;-29;-92;18;-54;-32;-16;-52;-27;-18;-13;-10;-5.0;3.0;13;-3.0;-45.0;2;13:00:00;1;BUR;WAT
WBA X STO 2017-02-04;423 (81%);222 (70%);22;22;63%;37%;;;;;5;4;6;5;0;2;48;64;13;6;3;2;1;0;2;3;523;316;;;6;8;5;7;2;4;6;7;12;15;2;2;0;2017-02-04;4;-1;-25;-20;-11;-5;-3;35;48;24;50;5;33;9;1;-3;23;15;8;4;2;36;3.0;20;17;3;-7;-17;61.0;25;11;3;-5;2;-4;2;2;57;-46;-12;-15.0;20;10;5;-31;1;-13;-6;8;-3;-6;-8;-16;-15;-54;-37;-2;-32;-14;-9;-9;-12;-18;-11;-12;-7;5;69;-1;5;65;41;26;16;10;-5;-1;21;33;12;-30;-12;-7;-5;-8;-5;-5;28.0;12.0;-23;10.0;5.0;1;13:00:00;1;STO;WBA
TOT X MID 2017-02-04;216 (69%);494 (85%);22;19;35%;65%;;;;;3;6;2;11;;;68;55;11;8;4;0;0;2;1;5;315;583;;;5;11;5;6;0;5;3;6;8;17;1;0;0;2017-02-04;7;26;41;26;10;29;23;-20;-1;3;3;10;-2;8;7;6;10;29;19;68;41;24;13.0;17;16;11;32;25;16.0;41;26;15;14;-30;45;30;59;30;37;19;60.0;6;4;3;2;-6;2;1;-2;19;8;23;15;26;51;72;-3;43;72;43;24;12;8;2;27;2;-9;52;-7;-2;-2;2;3;3;8;1;-4;22;36;13;14;10;13;8;6;-4;1;2.0;3.0;51;-19.0;-25.0;1;15:30:00;1;MID;TOT
MCI X SWA 2017-02-05;216 (67%);624 (89%);19;17;32%;68%;;;;;0;7;3;10;;;56;62;13;9;3;1;1;1;0;4;323;704;;;1;14;2;5;2;5;3;3;4;17;3;2;1;2017-02-05;4;35;51;100;65;39;26;17;20;23;18;6;14;32;22;81;59;41;24;45;24;26;42.0;18;14;35;100;69;52.0;32;24;15;16;31;22;10;6;-5;6;1;-10.0;-5;-7;-4;-33;15;-22;-80;-49;-31;-18;-14;-12;-6;-3;-1;14;1;-15;8;-48;-21;-1;6;8;14;9;13;65;38;22;13;32;27;23;21;20;5;35;-5;-6;-83;-42;-16;-1;8;9;9.0;4.0;51;-1.0;135.0;2;11:30:00;1;SWA;MCI
LEI X MUN 2017-02-05;542 (84%);192 (66%);39;16;68%;32%;;;;;3;4;3;10;;;78;55;13;12;1;6;;;2;1;644;292;;;13;6;4;6;9;1;3;5;16;11;4;2;3;2017-02-05;-10;-17;-16;-11;-11;-6;21;5;3;3;11;-7;4;-7;-29;-25;-22;-24;-20;-14;-12;-6;-5.0;-7;-11;-13;-14;-16;-16.0;-85;-51;-51;-37;-4;-74;-44;-42;-100;-58;-100;40.0;11;9;8;-73;-8;-46;-35;-27;-14;-66;-34;-20;-7;30;18;13;10;5;32;16;8;29;41;21;12;31;-43;10;-7;-31;19;-7;44;12;-12;-8;-10;-27;-15;-5;-3;-28;-18;14;10;4;23.0;10.0;-21;-39.0;-5.0;0;14:00:00;-1;MUN;LEI
ARS X HUL 2017-02-11;385 (80%);389 (81%);13;12;51%;49%;;;;;0;2;8;3;1;1;48;56;9;12;3;4;;;0;4;479;483;1;0;7;15;5;8;4;7;2;2;9;17;1;3;0;2017-02-11;-10;17;13;10;15;4;-32;28;8;-4;-4;5;-4;-1;2;3;4;5;41;27;44;32;5.0;24;16;15;12;69;100.0;65;79;46;27;57;-13;-4;-9;-10;-36;-22;0.0;3;29;24;16;30;12;4;-68;-37;-20;-9;-8;7;6;6;16;31;12;5;2;5;24;19;-27;-4;4;10;-2;9;54;35;19;15;-37;-16;-28;-24;-19;-75;-47;-73;-45;-29;-16;-12;-77;-73.0;-38.0;46;-1.0;115.0;2;10:30:00;1;HUL;ARS
MUN X WAT 2017-02-11;327 (77%);496 (84%);9;15;43%;57%;;;;;1;4;1;5;;;45;72;12;10;9;3;;;0;5;426;587;;;3;12;5;7;3;11;6;10;9;22;0;1;0;2017-02-11;10;6;46;-27;-16;33;12;2;22;13;20;7;11;31;20;16;12;10;33;73;46;55;35.0;66;52;100;63;35;58.0;40;23;20;18;26;8;10;12;7;10;7;40.0;6;3;32;19;18;17;8;3;-1;-4;-41;-17;18;34;21;13;15;84;48;27;-30;21;1;-30;-11;6;10;46;-29;7;9;-7;-49;-31;-22;-47;-24;7;64;35;65;45;60;54;29;11;3.0;-8.0;6;2.0;-5.0;2;13:00:00;1;WAT;MUN
MID X EVE 2017-02-11;455 (81%);344 (73%);23;25;55%;45%;;;;;1;2;2;5;;;67;74;9;14;3;3;;;2;0;562;470;;;5;6;3;4;3;3;2;3;7;9;0;2;0;2017-02-11;-10;-12;-11;-10;-10;-15;-8;-4;-1;57;27;-11;55;28;16;5;3;-1;1;1;1;2;-12.0;-29;-52;-31;-13;21;4.0;6;4;3;-5;-12;-6;-13;-57;-39;-57;2;0.0;2;27;20;85;-13;46;63;26;16;5;4;1;2;2;1;-12;1;1;1;-5;-1;-30;-17;11;-6;-8;-17;-8;-8;7;-3;-3;-3;-4;-5;-5;-5;-14;-5;-5;8;1;5;27;20;10;5.0;61.0;-13;-1.0;-50.0;0;13:00:00;0;EVE;MID
STO X CRY 2017-02-11;227 (69%);339 (75%);24;21;43%;57%;;;;;1;1;5;5;;;58;66;14;10;2;1;;;2;3;327;451;;;3;5;4;2;1;4;3;2;6;7;3;1;0;2017-02-11;-10;46;23;17;14;12;3;3;7;5;-59;-3;-32;32;41;29;19;11;9;7;7;-32;8.0;-17;-6;30;29;24;59.0;56;37;47;32;6;20;14;12;14;12;91;-25.0;1;1;11;7;-4;2;-3;-8;-18;-14;-31;-13;-12;-1;6;1;8;9;10;10;9;9;1;6;1;34;2;18;15;-51;-59;-38;-23;-15;-16;-12;-8;2;-4;-2;-1;5;2;6;3;2;-1.0;-1.0;-4;-1.0;-10.0;1;13:00:00;1;CRY;STO
SUN X SOU 2017-02-11;437 (83%);348 (78%);9;18;54%;46%;;;;;3;4;2;6;;;49;55;15;12;1;5;;;2;1;524;448;;;11;2;4;1;8;1;5;4;15;6;0;1;4;2017-02-11;1;27;22;14;6;5;5;-4;-6;-9;-12;1;-33;-21;-13;-9;-6;-18;-12;-34;-22;-19;1.0;-12;-89;-58;-42;-24;-12.0;2;2;4;-4;1;4;-2;4;30;13;1;-75.0;-5;-6;-8;-68;1;-40;-22;-12;-11;3;-3;8;-5;-10;-11;1;-11;-12;-11;-11;-12;-12;-10;-8;-8;-7;29;-47;-61;-39;-71;-30;-58;-55;-31;-8;-4;20;2;-39;-18;-9;8;7;50;32;41.0;21.0;34;15.0;-75.0;0;13:00:00;-1;SOU;SUN
WES X WBA 2017-02-11;183 (65%);445 (84%);17;15;35%;65%;;;;;2;8;5;7;;;53;50;14;7;2;1;1;1;1;3;282;532;;;7;7;3;4;3;4;1;9;8;16;2;3;2;2017-02-11;10;-6;7;13;34;25;22;16;12;-22;-5;7;4;4;30;28;20;15;18;9;6;-39;10.0;-18;-79;-21;26;12;9.0;12;7;-3;-23;57;-14;-14;-14;53;34;5;30.0;-86;-45;-21;-2;36;11;16;34;21;12;7;10;-33;-10;7;23;7;4;-5;-5;31;100;65;49;40;27;-78;15;10;6;4;8;41;25;16;11;7;-40;3;-9;-2;2;2;2;3;100;63.0;44.0;-21;3.0;-105.0;2;13:00:00;0;WBA;WES
LIV X TOT 2017-02-11;297 (71%);299 (70%);18;13;50%;50%;;;;;1;4;3;10;;;62;50;14;14;7;2;;;1;2;421;425;;;5;11;4;4;2;9;2;6;7;17;5;3;0;2017-02-11;0;15;27;-40;-15;-5;14;5;81;49;64;0;100;100;61;40;100;100;69;-59;-4;12;-13.0;-4;-3;41;-31;-4;-2.0;-31;-21;-5;-3;-3;-1;1;10;10;46;-3;20.0;23;15;11;29;5;46;30;22;10;-8;-11;-13;-9;-11;-7;10;-4;-3;-2;-7;-4;-21;-17;-9;7;-4;52;-3;2;47;28;18;37;23;11;8;11;34;6;4;1;-2;4;-2;-6;-5;-4.0;-4.0;22;29.0;-30.0;2;15:30:00;1;TOT;LIV
BUR X CHE 2017-02-12;615 (84%);182 (63%);14;16;72%;28%;;;;;6;2;1;1;1;0;61;38;11;12;3;1;;;0;3;729;291;;;7;3;5;1;2;4;6;4;13;7;2;3;1;2017-02-12;-2;39;2;6;-22;-13;-16;-15;-15;-15;18;-3;3;-3;3;-3;3;70;36;16;-11;-5;-6.0;-14;-13;-12;-12;-12;-14.0;-10;-2;-2;44;-8;-27;-2;-3;-3;-6;-13;;-9;-2;38;19;-9;14;11;3;-8;-12;-11;-5;15;1;-1;-9;-11;-16;-46;-37;-28;-21;-12;-6;-3;-7;-82;-11;-13;-40;-36;-53;-30;-16;-6;-7;1;-85;1;-5;-7;-8;-9;-40;-32;-23;-18.0;-19.0;-52;-8.0;5.0;1;11:30:00;0;CHE;BUR
SWA X LEI 2017-02-12;371 (73%);352 (74%);29;34;51%;49%;;;;;4;1;3;7;1;0;65;72;14;7;2;1;;;;;505;478;;;4;7;4;5;1;4;5;3;9;10;2;2;0;2017-02-12;-2;19;8;9;12;-7;-7;-8;-4;-53;-27;-2;-11;7;12;14;12;31;22;11;10;9;7.0;8;21;17;15;18;46.0;100;100;80;54;14;31;11;-1;-6;-5;-3;55.0;-1;-1;-1;35;13;20;6;3;-4;-7;39;19;10;10;5;13;7;6;-6;15;-36;-52;-75;-48;-34;33;13;13;15;8;4;-31;-19;-12;-8;-31;-22;57;-14;39;27;17;39;8;-6;-2;-1.0;5.0;33;-6.0;30.0;2;14:00:00;1;LEI;SWA
BOU X MCI 2017-02-13;522 (87%);282 (78%);11;11;63%;37%;;;;;4;4;7;3;;;53;52;11;8;1;4;2;0;2;2;598;362;;;12;1;8;0;5;1;6;4;17;5;3;2;2;2017-02-13;-10;-25;-2;-6;-9;-7;-7;-8;-2;2;-4;-10;-11;-12;-9;-8;-7;-5;-6;-5;-54;-100;-15.0;-100;-44;-72;-32;-46;;-24;-17;-43;-21;-13;-17;-87;-52;-33;25;-1;-35.0;2;2;3;-3;-16;-5;15;1;-6;-3;-7;-31;-25;-21;-14;-12;-29;-11;-7;-5;-4;4;9;5;3;26;-10;-36;-12;-8;-2;3;4;-5;-4;-7;-8;-11;-44;-30;36;-30;-15;-37;-27;-24;-42.0;-30.0;-33;;-50.0;0;18:00:00;-1;MCI;BOU
CHE X SWA 2017-02-25;291 (76%);636 (87%);11;13;35%;65%;;;;;0;5;1;8;;;42;53;14;11;2;1;0;1;0;1;382;734;;;2;10;1;6;2;5;1;6;3;16;3;1;1;2017-02-25;10;-7;-3;1;2;2;25;5;-21;-6;24;55;91;60;42;30;21;12;12;12;14;16;;17;87;53;33;25;21.0;8;11;42;20;39;7;9;35;23;19;34;10.0;-73;-40;-21;48;25;18;19;48;51;29;20;14;3;1;5;8;8;10;16;20;16;14;38;22;13;7;-7;4;2;3;78;48;30;14;10;-39;-24;-29;-16;-6;-2;27;17;92;56;34;20.0;8.0;-14;27.0;30.0;3;13:00:00;1;SWA;CHE
CRY X MID 2017-02-25;327 (76%);251 (72%);21;22;55%;45%;;;;;1;5;2;4;0;1;66;62;15;13;2;4;;;0;2;430;347;;;4;11;6;7;4;3;7;4;11;15;1;3;0;2017-02-25;10;4;3;-11;-29;44;17;13;13;7;9;6;38;19;13;1;-2;23;9;3;11;9;4.0;-7;-3;-3;-4;-14;74.0;42;29;19;74;2;21;44;-29;32;17;41;;32;26;10;2;5;-33;-23;-17;-18;-7;-39;-20;33;5;-3;6;-3;-2;-6;-10;-12;-14;-20;-59;-42;-49;7;-3;-40;-20;-11;-44;-27;-13;-2;-1;32;8;24;15;8;26;4;-4;-34;-24;-44.0;-31.0;6;-1.0;5.0;1;13:00:00;1;MID;CRY
EVE X SUN 2017-02-25;182 (64%);427 (83%);19;12;37%;63%;;;;;6;3;6;10;0;2;54;57;16;10;6;1;1;1;0;1;285;512;;;8;16;3;9;1;8;2;4;10;20;2;0;0;2017-02-25;9;-17;-4;27;18;18;13;63;36;22;-26;14;57;46;33;25;20;11;8;8;2;-27;58.0;-6;4;-2;6;9;40.0;34;26;16;15;62;13;89;59;41;31;64;45.0;5;2;-31;-18;65;-17;-72;-44;-26;-22;-8;-5;-4;-65;-16;70;-33;-17;-3;4;2;5;4;34;30;23;94;44;36;24;49;27;11;89;56;35;20;57;-21;76;43;46;28;13;3;42;24.0;11.0;25;9.0;30.0;2;13:00:00;1;SUN;EVE
HUL X BUR 2017-02-25;136 (57%);371 (78%);20;28;34%;66%;;;;;4;5;3;6;;;42;55;13;8;0;2;1;0;6;0;240;477;1;0;5;10;4;9;3;1;6;5;11;15;3;1;1;2017-02-25;-5;-6;-12;-16;-15;-33;30;17;13;15;12;6;8;32;23;47;28;17;8;-30;34;18;4.0;15;12;13;9;9;-12.0;-3;-2;6;8;5;7;13;37;30;-31;-38;30.0;10;11;12;63;-10;35;8;4;1;-8;-10;-6;-34;-16;-29;-45;-12;-3;29;26;21;22;13;71;47;28;-28;16;25;45;67;40;24;13;-90;-48;-23;-12;-9;5;16;14;13;42;29;16;8.0;4.0;-1;-1.0;30.0;1;13:00:00;0;BUR;HUL
WBA X BOU 2017-02-25;556 (86%);215 (72%);9;10;68%;32%;;;;;2;4;6;8;;;44;37;5;12;2;3;0;1;0;4;649;297;;;6;8;6;5;4;4;6;5;12;13;0;2;1;2017-02-25;10;-90;71;15;5;-10;15;-8;-4;-2;-1;7;-2;-1;51;64;30;8;-5;-13;13;-8;6.0;-29;-14;-8;-26;-20;-35.0;-26;-21;-16;-44;2;-24;-44;-28;-18;-10;-2;65.0;28;13;11;4;-76;25;11;-12;44;17;9;6;5;1;1;-42;-2;-6;-10;-37;-24;-11;7;-4;1;33;33;6;-8;-18;-12;-10;-11;-7;-4;25;22;-4;8;-6;-5;-10;-12;-12;-12;-12;-17.0;-18.0;-4;27.0;-90.0;2;13:00:00;1;BOU;WBA
WAT X WES 2017-02-25;370 (80%);168 (65%);22;31;65%;35%;;;;;4;5;6;4;2;0;68;63;14;18;0;1;1;0;2;2;463;258;1;0;6;5;7;3;2;1;7;4;13;9;3;4;1;2017-02-25;-10;9;6;7;8;5;18;45;17;5;-29;-15;-21;-16;-15;-10;-5;-4;4;-30;-20;-16;-15.0;-5;4;-45;-30;-27;-22.0;-14;-15;-43;-30;69;-22;-17;-39;-30;-11;-7;5.0;-1;-1;-1;-1;29;-1;-1;-1;25;13;3;-5;-6;-10;-11;43;24;9;-32;-40;-99;-71;-43;-29;-21;-14;23;-39;-25;-46;-29;-88;-77;-42;-25;-16;-6;11;-2;5;6;8;-6;-1;-1;15;11.0;29.0;-4;14.0;-5.0;1;15:30:00;0;WES;WAT
TOT X STO 2017-02-26;219 (69%);504 (86%);14;13;36%;64%;;;;;0;5;5;8;;;53;48;14;11;5;3;0;1;2;1;317;588;;;5;11;2;7;3;9;0;10;5;21;3;2;0;2017-02-26;2;15;9;5;-26;32;51;26;14;-25;-12;2;-6;10;8;38;-53;-6;-24;-9;25;42;3.0;53;62;100;100;69;44.0;29;12;87;61;3;40;22;17;15;14;7;75.0;-6;-2;-2;-1;9;-1;30;16;9;5;3;1;1;10;-40;12;-63;-36;-28;-19;-10;-56;-27;-9;-11;-7;10;-1;-1;15;11;70;35;19;42;37;24;28;22;21;68;85;55;37;47;34;62.0;39.0;17;25.0;35.0;4;11:30:00;1;STO;TOT
LEI X LIV 2017-02-27;526 (85%);159 (57%);25;39;70%;30%;;;;;5;2;12;5;;;69;82;5;8;5;6;;;2;3;620;277;;;11;10;5;4;7;8;6;4;17;14;;;1;2017-02-27;10;10;-48;-18;-16;-16;35;83;44;17;1;11;-28;-3;4;-2;-6;-6;-11;-8;29;88;12.0;46;6;4;-40;-69;41.0;2;22;23;47;13;60;26;-35;-11;-19;-11;35.0;-100;-64;-42;-29;43;-21;-9;-24;-18;-14;-47;-32;-22;-43;-26;25;-13;85;44;1;-3;-47;-81;-55;-67;-82;17;-42;-18;-7;3;6;6;6;51;-51;20;35;3;-6;-36;-28;-48;-64;-25;-24;-81.0;-53.0;25;-61.0;5.0;3;18:00:00;1;LIV;LEI
MCI X MUN 2017-04-27;199 (69%);556 (86%);7;11;31%;69%;;;;;1;5;4;7;;;50;52;8;10;6;1;0;1;1;2;288;643;1;0;2;8;1;8;1;6;1;11;3;19;1;1;0;2017-04-27;-2;52;30;22;17;16;13;11;9;8;7;1;12;-17;40;15;4;-5;-34;-18;11;52;-21.0;38;31;10;51;32;49.0;30;100;65;31;-30;8;-8;-9;24;9;2;-35.0;1;2;2;47;-14;69;42;35;26;17;12;8;-4;2;21;-4;18;37;28;23;18;16;13;62;22;17;6;15;53;32;25;35;21;-16;5;4;5;34;8;10;10;5;12;26;20;16;19.0;15.0;28;12.0;40.0;0;17:00:00;0;MUN;MCI
SOU X ARS 2017-05-10;410 (81%);350 (81%);19;14;53%;47%;;;;;4;3;5;5;;;52;38;5;8;3;2;;;1;2;504;433;;;9;8;3;8;4;3;2;6;11;14;2;1;2;2017-05-10;0;17;42;22;7;-5;-49;-41;-28;-20;-16;0;-10;-11;-13;-15;-12;-11;-9;-14;-31;-17;25.0;-9;11;3;3;1;20.0;15;3;1;26;14;14;38;23;78;75;47;-40.0;-34;-13;-2;12;7;23;24;12;4;5;-2;-2;-3;-3;-9;4;-2;-68;-37;-24;-21;-20;-14;-31;-16;-6;1;38;26;23;15;40;67;40;24;-61;-24;15;35;11;8;-19;-79;-48;-27;-14;27.0;21.0;25;11.0;25.0;0;16:45:00;-1;ARS;SOU
MUN X BOU 2017-03-04;219 (74%);539 (87%);13;18;32%;68%;;;;;1;8;2;15;0;1;48;49;11;9;6;0;;;0;3;294;620;1;0;2;13;1;5;1;7;1;7;3;20;4;3;1;2017-03-04;-10;14;5;3;3;8;76;50;34;80;51;27;39;83;49;29;100;92;50;23;6;-5;13.0;-6;5;4;2;13;14.0;14;8;-6;-7;3;-74;-39;-12;-5;67;49;55.0;5;2;3;9;-32;32;21;20;44;83;80;52;90;51;21;64;14;18;11;11;11;11;25;11;2;12;49;13;12;19;16;64;37;41;34;24;40;37;44;14;-30;-32;-15;11;6;11;14.0;13.0;17;5.0;15.0;1;10:30:00;0;BOU;MUN
LEI X HUL 2017-03-04;314 (77%);285 (72%);26;18;51%;49%;;;;;1;3;4;10;;;59;60;13;12;3;3;1;0;0;1;410;396;;;6;9;5;9;4;5;4;9;10;17;1;1;1;2017-03-04;-10;1;1;-21;-16;-8;32;-74;-27;-16;-10;-6;-9;-4;-1;3;27;14;6;8;10;84;-7.0;49;29;16;8;-1;-1.0;25;17;13;11;-8;25;61;30;-32;-16;-18;;-22;-40;-69;-43;22;-68;-37;-13;-1;3;1;22;38;58;61;37;100;100;76;41;21;6;-37;-25;-17;53;51;22;8;7;2;-4;-10;27;-34;-16;-13;14;-40;-29;-18;-14;-1;-30;21;-5;-35.0;-21.0;2;40.0;80.0;3;13:00:00;1;HUL;LEI
STO X MID 2017-03-04;277 (75%);340 (78%);18;21;46%;54%;;;;;3;0;1;6;;;69;78;20;16;5;2;0;1;4;1;369;435;;;4;11;3;5;2;8;4;2;8;13;2;1;0;2017-03-04;-10;-2;3;2;9;35;50;28;15;7;2;6;5;-2;-7;-5;-5;-1;-3;18;13;12;6.0;81;47;26;19;15;8.0;3;-2;-1;-3;10;-84;-42;-22;99;53;3;-5.0;9;7;32;16;8;22;15;11;62;35;18;65;49;30;11;10;-7;19;-30;-7;11;2;-2;-2;-1;-13;5;-10;-8;-7;-36;-14;-2;57;30;19;9;-4;8;-2;-7;-35;-22;-25;39;78;47.0;31.0;-8;18.0;95.0;2;13:00:00;1;MID;STO
SWA X BUR 2017-03-04;162 (65%);496 (86%);26;24;29%;71%;;;;;0;4;2;9;;;59;66;13;7;5;2;0;3;1;1;248;580;;;4;16;2;11;4;9;2;8;6;24;2;2;2;2017-03-04;4;28;22;24;89;10;28;21;10;-2;-67;5;-100;-96;-53;-27;-6;6;31;18;96;62;4.0;83;52;36;20;21;6.0;4;3;28;17;4;-24;-7;-4;-4;-2;1;55.0;30;-31;16;9;4;15;7;11;11;41;30;24;21;18;9;4;6;33;-75;-29;38;14;44;34;28;16;3;7;79;50;32;21;16;6;53;31;18;3;30;50;33;27;23;45;28;20;15.0;13.0;3;49.0;150.0;3;13:00:00;1;BUR;SWA
WAT X SOU 2017-03-04;338 (76%);156 (60%);18;27;63%;37%;;;;;5;5;5;6;;;56;66;9;16;1;7;;;2;2;446;258;;;12;11;4;7;11;4;8;5;20;16;2;3;4;2017-03-04;-4;-16;-16;-16;-26;-76;-42;-3;-37;-51;-29;-7;-20;27;15;61;39;20;7;31;12;-78;5.0;-43;42;-8;-8;4;1.0;19;-31;-27;-22;42;-19;-12;-5;-2;-40;-19;-75.0;-50;-27;-14;-6;61;-1;4;2;-6;-8;-10;-37;-19;-39;-22;29;-12;-9;-98;-63;-85;-22;-13;-2;-7;-1;10;9;-7;-1;-5;-3;-2;46;31;43;50;-8;29;88;47;15;-41;-98;-63;-71;-81.0;-44.0;-10;-23.0;50.0;3;13:00:00;-1;SOU;WAT
