game;accuratePass;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;id;interceptionWon;keyPass;minutesPlayed;name;national;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;wasFouled;wonTackle
ARS X LEI 2017-08-11;40 (78%);;1;1;;;;10577;3;2;90';Alex Oxlade-Chamberlain;False;0;M;;8.6;;;A. Oxlade-Chamberlain;2;2;2;arsenal;ARS;42;Arsenal;4;9 (8);7 (1);20 (15);9 (6);40 (78%);3;1;
ARS X LEI 2017-08-11;81 (81%);1;0;1;2;;;117777;1;5;90';Granit Xhaka;False;0;M;;8.5;;;G. Xhaka;2;1;1;arsenal;ARS;42;Arsenal;1;1 (1);6 (4);6 (2);15 (12);81 (81%);1;0;
ARS X LEI 2017-08-11;9 (81%);;0;0;;2;;173827;0;0;90';Jamie Vardy;False;0;F;;8.1;;;J. Vardy;0;0;2;leicester-city;LEI;31;Leicester City;0;1 (0);1 (0);9 (4);0 (0);9 (81%);1;1;
ARS X LEI 2017-08-11;19 (90%);2;2;2;;1;;50070;0;3;90';Alexandre Lacazette;False;0;F;;8.0;;;A. Lacazette;1;0;2;arsenal;ARS;42;Arsenal;1;1 (1);2 (1);14 (6);0 (0);19 (90%);2;2;
ARS X LEI 2017-08-11;70 (86%);1;3;0;;;;16176;0;6;90';Mesut Özil;False;0;F;;7.8;;;M. Özil;1;2;0;arsenal;ARS;42;Arsenal;1;2 (2);3 (0);9 (5);4 (3);70 (86%);1;2;
ARS X LEI 2017-08-11;59 (84%);;0;1;1;;;142148;1;1;90';Sead Kolašinac;False;0;D;;7.5;;;S. Kolašinac;0;0;1;arsenal;ARS;42;Arsenal;3;1 (1);2 (0);7 (6);3 (2);59 (84%);4;1;
ARS X LEI 2017-08-11;8 (72%);;0;0;;1;;23571;0;1;23';Aaron Ramsey;False;0;M;;7.5;;;A. Ramsey;0;3;1;arsenal;ARS;42;Arsenal;0;0 (0);0 (0);4 (4);0 (0);8 (72%);0;2;
ARS X LEI 2017-08-11;7 (87%);;0;0;;1;;39070;0;1;23';Olivier Giroud;False;0;F;;7.4;;;O. Giroud;0;0;1;arsenal;ARS;42;Arsenal;0;0 (0);0 (0);5 (4);0 (0);7 (87%);0;1;
ARS X LEI 2017-08-11;16 (76%);1;4;1;;1;;33902;1;2;75';Danny Welbeck;False;0;F;;7.4;;;D. Welbeck;2;0;1;arsenal;ARS;42;Arsenal;1;2 (2);0 (0);12 (5);0 (0);16 (76%);1;1;
ARS X LEI 2017-08-11;65 (90%);;2;0;1;;;159675;0;2;67';Mohamed Elneny;False;0;M;;7.2;;;M. Elneny;0;1;0;arsenal;ARS;42;Arsenal;1;0 (0);0 (0);7 (4);1 (1);65 (90%);4;0;
ARS X LEI 2017-08-11;10 (47%);1;2;3;;1;;19303;0;0;72';Shinji Okazaki;False;0;F;;7.1;;;S. Okazaki;0;1;1;leicester-city;LEI;31;Leicester City;0;1 (0);1 (0);16 (8);1 (1);10 (47%);1;1;
ARS X LEI 2017-08-11;54 (94%);;0;0;;;;17088;5;0;90';Nacho Monreal;False;0;D;;7.0;;;N. Monreal;0;0;0;arsenal;ARS;42;Arsenal;7;0 (0);0 (0);8 (5);4 (2);54 (94%);2;0;
ARS X LEI 2017-08-11;14 (77%);2;2;0;1;;;47737;0;2;88';Marc Albrighton;False;1;M;;6.9;;;M. Albrighton;0;0;0;leicester-city;LEI;31;Leicester City;2;1 (0);6 (2);9 (3);4 (3);14 (77%);1;2;
ARS X LEI 2017-08-11;11 (68%);;1;3;;;;54331;2;0;82';Matthew James;False;0;M;;6.8;;;M. James;0;0;0;leicester-city;LEI;31;Leicester City;2;0 (0);0 (0);9 (5);1 (1);11 (68%);4;0;
ARS X LEI 2017-08-11;49 (83%);;0;2;;;;793228;1;0;67';Rob Holding;False;0;D;;6.7;;;R. Holding;0;0;0;arsenal;ARS;42;Arsenal;10;0 (0);0 (0);8 (5);6 (3);49 (83%);1;2;
ARS X LEI 2017-08-11;17 (47%);;0;0;;;0;1076;0;0;90';Kasper Schmeichel;False;0;G;0;6.7;1 (1);6;K. Schmeichel;0;0;0;leicester-city;LEI;31;Leicester City;1;0 (0);0 (0);0 (0);36 (17);17 (47%);0;0;
ARS X LEI 2017-08-11;18 (72%);1;0;1;1;;;149380;2;1;90';Harry Maguire;False;3;D;;6.6;;;H. Maguire;0;0;0;leicester-city;LEI;31;Leicester City;4;2 (1);1 (0);9 (5);3 (1);18 (72%);2;0;
ARS X LEI 2017-08-11;1 (50%);;0;0;;;;10501;1;0;15';Theo Walcott;False;0;F;;6.6;;;T. Walcott;0;0;0;arsenal;ARS;42;Arsenal;0;0 (0);0 (0);0 (0);0 (0);1 (50%);0;0;
ARS X LEI 2017-08-11;1 (33%);;0;0;;;;355152;0;0;2';Demarai Gray;False;0;M;;6.5;;;D. Gray;0;0;0;leicester-city;LEI;31;Leicester City;0;0 (0);0 (0);0 (0);0 (0);1 (33%);0;0;
ARS X LEI 2017-08-11;1 (50%);;0;0;;;;359642;0;0;8';Kelechi Iheanacho;False;0;F;;6.4;;;K. Iheanacho;0;0;0;leicester-city;LEI;31;Leicester City;0;0 (0);0 (0);0 (0);0 (0);1 (50%);0;0;
ARS X LEI 2017-08-11;53 (88%);;2;1;;;;188365;0;2;90';Héctor Bellerín;False;0;M;;6.4;;;H. Bellerín;0;0;1;arsenal;ARS;42;Arsenal;1;3 (1);0 (0);16 (7);3 (2);53 (88%);3;0;
ARS X LEI 2017-08-11;5 (71%);1;0;1;;;;308526;0;0;18';Daniel Amartey;False;0;D;;6.3;;;D. Amartey;0;0;0;leicester-city;LEI;31;Leicester City;1;0 (0);0 (0);5 (2);1 (0);5 (71%);2;0;
ARS X LEI 2017-08-11;13 (61%);2;2;0;;;;787885;2;0;90';Wilfred Ndidi;False;1;M;;6.2;;;W. Ndidi;0;0;0;leicester-city;LEI;31;Leicester City;3;1 (0);0 (0);10 (4);3 (1);13 (61%);3;0;
ARS X LEI 2017-08-11;23 (76%);4;4;0;1;;;158213;2;1;90';Riyad Mahrez;False;0;M;;6.2;;;R. Mahrez;0;2;0;leicester-city;LEI;31;Leicester City;0;6 (2);4 (1);23 (9);4 (3);23 (76%);2;3;
ARS X LEI 2017-08-11;12 (75%);;0;4;;;;20375;1;0;90';Wes Morgan;False;1;D;;6.1;;;W. Morgan;0;0;0;leicester-city;LEI;31;Leicester City;5;1 (1);0 (0);8 (2);2 (1);12 (75%);0;0;
ARS X LEI 2017-08-11;17 (58%);2;1;0;;;;1262;1;1;90';Christian Fuchs;False;1;D;;6.0;;;C. Fuchs;0;0;0;leicester-city;LEI;31;Leicester City;3;1 (0);4 (1);10 (3);7 (2);17 (58%);1;0;
ARS X LEI 2017-08-11;16 (80%);;0;0;;;1;1185;0;0;90';Petr Čech;False;0;G;0;6.0;2 (2);0;P. Čech;0;0;0;arsenal;ARS;42;Arsenal;0;0 (0);0 (0);1 (1);10 (6);16 (80%);1;0;
ARS X LEI 2017-08-11;16 (57%);3;0;0;;;;30502;1;0;90';Danny Simpson;False;1;D;;5.6;;;D. Simpson;0;0;0;leicester-city;LEI;31;Leicester City;3;2 (1);1 (0);9 (3);8 (2);16 (57%);0;2;
WAT X LIV 2017-08-12;19 (63%);;5;0;1;1;;143697;0;2;81';Roberto Firmino;False;0;F;;8.1;;;R. Firmino;0;1;1;liverpool;LIV;44;Liverpool;1;3 (3);1 (1);12 (4);0 (0);19 (63%);0;0;
WAT X LIV 2017-08-12;60 (82%);1;1;2;;1;;96535;1;2;90';Abdoulaye Doucouré;False;0;M;;7.8;;;A. Doucouré;0;0;1;watford;WAT;24;Watford;2;3 (3);0 (0);11 (7);5 (5);60 (82%);1;0;
WAT X LIV 2017-08-12;14 (73%);1;4;1;;1;;159665;0;0;86';Mohamed Salah;False;0;F;;7.7;;;M. Salah;0;4;1;liverpool;LIV;44;Liverpool;0;1 (1);1 (0);10 (3);1 (1);14 (73%);0;1;
WAT X LIV 2017-08-12;12 (80%);1;4;3;;1;;13148;0;1;63';Stefano Okaka;False;0;F;;7.3;;;S. Okaka;0;0;1;watford;WAT;24;Watford;0;3 (3);0 (0);25 (7);0 (0);12 (80%);0;1;
WAT X LIV 2017-08-12;28 (70%);1;0;1;;;;795064;3;2;89';Trent Alexander-Arnold;False;0;D;;7.1;;;T. Alexander-Arnold;0;0;0;liverpool;LIV;44;Liverpool;4;1 (0);5 (2);9 (6);12 (7);28 (70%);5;0;
WAT X LIV 2017-08-12;20 (69%);;3;1;;1;;217704;0;2;90';Sadio Mané;False;0;F;;7.1;;;S. Mané;0;1;1;liverpool;LIV;44;Liverpool;0;3 (0);2 (0);15 (5);1 (0);20 (69%);1;3;
WAT X LIV 2017-08-12;35 (79%);2;0;1;;;;229740;1;1;90';Alberto Moreno;False;0;D;;7.0;;;A. Moreno;0;0;1;liverpool;LIV;44;Liverpool;4;2 (2);3 (0);15 (10);3 (0);35 (79%);5;2;
WAT X LIV 2017-08-12;29 (72%);;0;0;;1;;33302;0;0;90';Miguel Britos;False;0;D;;7.0;;;M. Britos;0;0;2;watford;WAT;24;Watford;5;0 (0);0 (0);6 (4);12 (3);29 (72%);1;0;
WAT X LIV 2017-08-12;17 (68%);2;2;0;1;;;16779;3;1;90';José Holebas;False;0;D;;7.0;;;J. Holebas;0;1;0;watford;WAT;24;Watford;8;4 (2);5 (1);16 (9);3 (1);17 (68%);5;1;
WAT X LIV 2017-08-12;31 (60%);;0;1;;;;1018;1;0;90';Younès Kaboul;False;1;D;;6.9;;;Y. Kaboul;0;0;0;watford;WAT;24;Watford;10;1 (0);0 (0);14 (9);18 (8);31 (60%);3;0;
WAT X LIV 2017-08-12;3 (100%);;0;0;;;;122701;0;0;49';Roberto Pereyra;False;0;F;;6.8;;;R. Pereyra;1;0;0;watford;WAT;24;Watford;0;1 (1);0 (0);4 (3);2 (2);3 (100%);0;2;
WAT X LIV 2017-08-12;56 (83%);2;0;0;;;;39480;2;1;90';Dejan Lovren;False;1;D;;6.8;;;D. Lovren;0;0;1;liverpool;LIV;44;Liverpool;4;0 (0);0 (0);15 (11);8 (4);56 (83%);1;2;
WAT X LIV 2017-08-12;6 (75%);;0;1;;;;32213;1;0;18';Daryl Janmaat;False;0;D;;6.8;;;D. Janmaat;0;0;0;watford;WAT;24;Watford;0;0 (0);1 (0);2 (1);0 (0);6 (75%);1;0;
WAT X LIV 2017-08-12;4 (66%);1;2;0;;;;840217;1;0;41';Richarlison;False;0;F;;6.7;;;Richarlison;0;2;0;watford;WAT;24;Watford;0;0 (0);1 (0);9 (4);0 (0);4 (66%);1;2;
WAT X LIV 2017-08-12;32 (80%);1;0;3;1;;;138156;1;1;90';Emre Can;False;0;M;;6.7;;;E. Can;0;0;0;liverpool;LIV;44;Liverpool;2;1 (0);0 (0);19 (8);4 (3);32 (80%);3;2;
WAT X LIV 2017-08-12;19 (73%);;0;0;;;;98450;1;0;90';Nathaniel Chalobah;False;0;M;;6.7;;;N. Chalobah;0;1;0;watford;WAT;24;Watford;0;0 (0);0 (0);4 (4);2 (0);19 (73%);2;0;
WAT X LIV 2017-08-12;1 (50%);;0;1;;;;318927;0;1;1';Joe Gomez;False;0;D;;6.6;;;J. Gomez;0;0;0;liverpool;LIV;44;Liverpool;0;0 (0);1 (1);2 (0);0 (0);1 (50%);0;0;
WAT X LIV 2017-08-12;5 (100%);;1;0;;;;73951;0;0;27';Andre Gray;False;0;F;;6.6;;;A. Gray;0;0;0;watford;WAT;24;Watford;0;0 (0);0 (0);3 (2);0 (0);5 (100%);1;0;
WAT X LIV 2017-08-12;47 (82%);;0;0;;;;51501;2;0;90';Joël Matip;False;0;D;;6.6;;;J. Matip;0;1;0;liverpool;LIV;44;Liverpool;5;0 (0);0 (0);6 (5);7 (2);47 (82%);1;1;
WAT X LIV 2017-08-12;46 (67%);2;1;0;;;;42694;1;1;90';Jordan Henderson;False;0;M;;6.5;;;J. Henderson;0;0;0;liverpool;LIV;44;Liverpool;0;0 (0);0 (0);7 (4);15 (9);46 (67%);2;0;
WAT X LIV 2017-08-12;16 (51%);;4;6;;;;27714;0;1;90';Nordin Amrabat;False;0;F;;6.5;;;N. Amrabat;0;0;0;watford;WAT;24;Watford;1;2 (1);4 (1);21 (7);2 (0);16 (51%);3;1;
WAT X LIV 2017-08-12;1 (50%);;0;0;;;;190399;0;0;9';Divock Origi;False;0;F;;6.4;;;D. Origi;0;0;0;liverpool;LIV;44;Liverpool;0;0 (0);0 (0);1 (0);0 (0);1 (50%);0;0;
WAT X LIV 2017-08-12;31 (75%);1;1;0;;;;22126;1;1;90';Georginio Wijnaldum;False;0;M;;6.4;;;G. Wijnaldum;1;1;0;liverpool;LIV;44;Liverpool;1;0 (0);1 (0);9 (5);4 (2);31 (75%);1;1;
WAT X LIV 2017-08-12;25 (78%);1;0;0;;;;53739;2;0;72';Kiko Femenia;False;0;D;;6.3;;;Kiko;0;0;0;watford;WAT;24;Watford;1;2 (1);4 (0);5 (3);4 (1);25 (78%);1;1;
WAT X LIV 2017-08-12;31 (72%);;0;0;;;;46432;1;0;90';Tom Cleverley;False;0;M;;6.3;;;T. Cleverley;0;0;0;watford;WAT;24;Watford;0;1 (0);1 (0);3 (0);6 (3);31 (72%);0;0;
WAT X LIV 2017-08-12;21 (61%);;0;0;;;2;10406;0;0;90';Simon Mignolet;False;0;G;1;6.3;1 (1);1;S. Mignolet;0;0;0;liverpool;LIV;44;Liverpool;1;0 (0);0 (0);2 (2);16 (3);21 (61%);0;1;
WAT X LIV 2017-08-12;1 (25%);1;0;0;;;;791;0;0;4';James Milner;False;0;D;;6.2;;;J. Milner;0;0;0;liverpool;LIV;44;Liverpool;0;0 (0);0 (0);2 (1);0 (0);1 (25%);1;0;
WAT X LIV 2017-08-12;19 (51%);;0;1;;;0;2490;0;0;90';Heurelho Gomes;False;0;G;0;5.7;3 (3);2;Gomes;0;0;0;watford;WAT;24;Watford;1;0 (0);0 (0);1 (0);30 (12);19 (51%);0;0;
CHE X BUR 2017-08-12;4 (26%);;0;4;;2;;19633;0;0;90';Sam Vokes;False;0;F;;8.4;;;S. Vokes;0;1;2;burnley;BUR;6;Burnley;2;0 (0);0 (0);18 (11);1 (0);4 (26%);1;3;
CHE X BUR 2017-08-12;5 (100%);;2;1;1;1;;125407;0;1;31';Álvaro Morata;False;0;F;;8.1;;;Á. Morata;0;1;2;chelsea;CHE;38;Chelsea;0;0 (0);0 (0);6 (1);0 (0);5 (100%);0;1;
CHE X BUR 2017-08-12;11 (64%);;2;1;;;;267621;1;3;90';Robbie Brady;False;1;M;;7.6;;;R. Brady;1;3;0;burnley;BUR;6;Burnley;1;0 (0);10 (5);7 (2);1 (1);11 (64%);2;0;
CHE X BUR 2017-08-12;37 (77%);;0;1;1;;;31417;0;2;90';Willian;False;0;F;;7.6;;;Willian;1;0;0;chelsea;CHE;38;Chelsea;1;3 (2);7 (1);8 (7);7 (4);37 (77%);2;2;
CHE X BUR 2017-08-12;32 (84%);;0;1;;1;;20752;0;0;90';Stephen Ward;False;2;D;;7.5;;;S. Ward;0;0;1;burnley;BUR;6;Burnley;3;2 (1);2 (0);6 (4);8 (4);32 (84%);1;2;
CHE X BUR 2017-08-12;33 (94%);1;1;1;1;;;5942;5;1;75';Steven Defour;False;1;M;;7.4;;;S. Defour;0;0;0;burnley;BUR;6;Burnley;3;1 (1);1 (1);5 (2);7 (7);33 (94%);0;1;
CHE X BUR 2017-08-12;23 (74%);;0;1;;;;145188;2;0;90';James Tarkowski;False;1;D;;7.1;;;J. Tarkowski;0;0;0;burnley;BUR;6;Burnley;16;0 (0);0 (0);14 (10);8 (3);23 (74%);1;1;
CHE X BUR 2017-08-12;32 (91%);;1;2;;;;69408;1;3;90';Marcos Alonso;False;0;M;;7.1;;;M. Alonso;2;1;2;chelsea;CHE;38;Chelsea;4;2 (1);4 (1);13 (5);1 (1);32 (91%);2;1;
CHE X BUR 2017-08-12;54 (90%);1;0;0;;;;234148;2;1;90';N'Golo Kanté;False;0;M;;7.0;;;N. Kanté;3;1;0;chelsea;CHE;38;Chelsea;1;1 (0);1 (0);5 (3);2 (2);54 (90%);2;1;
CHE X BUR 2017-08-12;25 (83%);1;0;1;;;;137774;2;0;90';Ben Mee;False;2;D;;7.0;;;B. Mee;0;0;2;burnley;BUR;6;Burnley;6;0 (0);0 (0);5 (3);3 (1);25 (83%);0;1;
CHE X BUR 2017-08-12;39 (86%);;1;2;;1;;21300;2;0;90';David Luiz;False;0;D;;7.0;;;D. Luiz;0;2;1;chelsea;CHE;38;Chelsea;6;0 (0);1 (0);11 (3);6 (3);39 (86%);0;1;
CHE X BUR 2017-08-12;75 (87%);;0;3;;;;518;0;5;81';Cesc Fàbregas;False;0;M;;7.0;;;C. Fàbregas;0;0;0;chelsea;CHE;38;Chelsea;1;1 (1);7 (2);7 (4);12 (7);75 (87%);0;2;
CHE X BUR 2017-08-12;28 (90%);;1;0;1;;;67507;0;1;90';Matthew Lowton;False;0;D;;6.9;;;M. Lowton;0;0;0;burnley;BUR;6;Burnley;5;0 (0);2 (1);6 (3);6 (4);28 (90%);1;1;
CHE X BUR 2017-08-12;51 (87%);;1;2;;;;21555;1;1;90';César Azpilicueta;False;0;M;;6.9;;;C. Azpilicueta;0;0;0;chelsea;CHE;38;Chelsea;1;0 (0);6 (0);10 (7);6 (4);51 (87%);3;0;
CHE X BUR 2017-08-12;6 (46%);;0;0;;;;49805;1;1;75';Jóhann Guðmundsson;False;0;M;;6.8;;;J. Guðmundsson;0;0;0;burnley;BUR;6;Burnley;1;0 (0);1 (1);4 (3);2 (0);6 (46%);1;1;
CHE X BUR 2017-08-12;16 (45%);;0;0;;;0;18122;0;0;90';Tom Heaton;False;0;G;1;6.8;0 (0);4;T. Heaton;0;0;0;burnley;BUR;6;Burnley;1;0 (0);0 (0);1 (1);30 (11);16 (45%);0;0;
CHE X BUR 2017-08-12;65 (90%);;0;3;;;;142622;2;0;90';Antonio Rüdiger;False;1;D;;6.7;;;A. Rüdiger;1;1;0;chelsea;CHE;38;Chelsea;6;0 (0);0 (0);13 (6);6 (3);65 (90%);0;1;
CHE X BUR 2017-08-12;33 (82%);2;1;1;1;;;20993;1;1;90';Jack Cork;False;0;M;;6.7;;;J. Cork;0;0;0;burnley;BUR;6;Burnley;2;0 (0);0 (0);7 (2);6 (4);33 (82%);0;2;
CHE X BUR 2017-08-12;42 (91%);;0;0;;;;186795;1;1;71';Andreas Christensen;False;0;D;;6.6;;;A. Christensen;0;0;0;chelsea;CHE;38;Chelsea;1;1 (1);0 (0);7 (5);3 (3);42 (91%);1;2;
CHE X BUR 2017-08-12;4 (100%);;0;1;;;;367056;0;0;18';Jérémie Boga;False;0;F;;6.4;;;J. Boga;0;0;0;chelsea;CHE;38;Chelsea;0;0 (0);0 (0);1 (0);0 (0);4 (100%);0;0;
CHE X BUR 2017-08-12;28 (96%);1;2;0;;;;115441;1;1;90';Jeff Hendrick;False;0;F;;6.4;;;J. Hendrick;0;0;0;burnley;BUR;6;Burnley;1;0 (0);0 (0);7 (3);0 (0);28 (96%);0;3;
CHE X BUR 2017-08-12;1 (33%);;2;0;;;;19524;0;0;15';Jonathan Walters;False;0;F;;6.4;;;J. Walters;0;0;0;burnley;BUR;6;Burnley;0;0 (0);0 (0);4 (1);0 (0);1 (33%);0;0;
CHE X BUR 2017-08-12;1 (33%);;0;1;;;;17056;0;0;15';Scott Arfield;False;0;M;;6.4;;;S. Arfield;0;0;0;burnley;BUR;6;Burnley;1;0 (0);0 (0);3 (1);0 (0);1 (33%);1;0;
CHE X BUR 2017-08-12;12 (66%);1;0;0;;;;147745;0;0;59';Michy Batshuayi;False;0;F;;6.3;;;M. Batshuayi;0;0;1;chelsea;CHE;38;Chelsea;0;0 (0);0 (0);5 (0);0 (0);12 (66%);0;0;
CHE X BUR 2017-08-12;18 (56%);;0;0;;;0;70988;0;0;90';Thibaut Courtois;False;0;G;0;6.1;0 (0);2;T. Courtois;0;0;0;chelsea;CHE;38;Chelsea;0;0 (0);0 (0);0 (0);16 (2);18 (56%);0;0;
CHE X BUR 2017-08-12;12 (100%);;0;1;;;;9628;0;0;14';Gary Cahill;False;0;D;;3.0;;;G. Cahill;0;0;0;chelsea;CHE;38;Chelsea;1;0 (0);0 (0);1 (0);2 (2);12 (100%);0;0;
CHE X BUR 2017-08-12;0 (0%);;0;0;;;;285937;0;0;1';Charly Musonda Jr;False;0;M;;–;;;C. Musonda Jr;0;0;0;chelsea;CHE;38;Chelsea;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;
CRY X HUD 2017-08-12;13 (48%);3;4;1;;2;;345035;0;0;86';Steve Mounié;False;0;F;;8.1;;;S. Mounié;0;1;2;huddersfield-town;HUD;59;Huddersfield Town;5;2 (1);0 (0);19 (8);0 (0);13 (48%);0;0;
CRY X HUD 2017-08-12;41 (77%);;2;0;1;;;104813;3;3;90';Aaron Mooy;False;0;M;;7.8;;;A. Mooy;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;2;0 (0);7 (3);6 (4);4 (1);41 (77%);4;0;
CRY X HUD 2017-08-12;15 (50%);;0;0;;;2;37514;0;0;90';Jonas Lössl;False;0;G;0;7.7;2 (2);4;J. Lössl;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;0;0 (0);0 (0);2 (2);27 (13);15 (50%);0;0;
CRY X HUD 2017-08-12;30 (76%);1;2;4;;;;74577;2;4;90';Patrick van Aanholt;False;0;M;;7.6;;;P. v. Aanholt;1;1;1;crystal-palace;CRY;7;Crystal Palace;1;2 (2);10 (4);13 (6);4 (2);30 (76%);2;2;
CRY X HUD 2017-08-12;33 (94%);;3;0;;;;284441;3;1;90';Ruben Loftus-Cheek;False;0;F;;7.5;;;R. Loftus-Cheek;1;0;0;crystal-palace;CRY;7;Crystal Palace;1;8 (5);1 (0);22 (15);7 (6);33 (94%);3;6;
CRY X HUD 2017-08-12;8 (57%);1;2;0;;;;47992;0;2;45';Andros Townsend;False;0;M;;7.1;;;A. Townsend;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;2 (2);4 (1);8 (5);1 (0);8 (57%);2;1;
CRY X HUD 2017-08-12;5 (38%);;0;4;;;;305314;1;1;57';Tommy Smith;False;0;D;;7.0;;;T. Smith;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;2;1 (1);3 (0);9 (4);4 (2);5 (38%);2;1;
CRY X HUD 2017-08-12;4 (66%);;0;0;1;;;117399;0;1;18';Collin Quaner;False;0;F;;7.0;;;C. Quaner;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;1;1 (1);0 (0);1 (1);1 (0);4 (66%);0;0;
CRY X HUD 2017-08-12;12 (85%);;0;3;;;;96905;1;1;90';Christopher Schindler;False;0;D;;7.0;;;C. Schindler;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;3;0 (0);0 (0);15 (6);4 (2);12 (85%);3;1;
CRY X HUD 2017-08-12;18 (72%);1;2;0;;;;39183;3;0;90';Joel Ward;False;0;M;;7.0;;;J. Ward;0;0;0;crystal-palace;CRY;7;Crystal Palace;1;0 (0);5 (1);12 (9);6 (3);18 (72%);6;2;
CRY X HUD 2017-08-12;28 (73%);;1;0;;;;795260;2;0;78';Timothy Fosu-Mensah;False;0;D;;6.9;;;T. Fosu-Mensah;0;0;0;crystal-palace;CRY;7;Crystal Palace;4;0 (0);0 (0);11 (7);8 (3);28 (73%);4;0;
CRY X HUD 2017-08-12;41 (83%);;0;0;;;;285989;1;0;90';Jaïro Riedewald;False;0;D;;6.9;;;J. Riedewald;0;0;0;crystal-palace;CRY;7;Crystal Palace;7;1 (1);0 (0);5 (5);12 (8);41 (83%);2;0;
CRY X HUD 2017-08-12;16 (64%);3;2;1;;;;38547;0;0;90';Chris Löwe;False;0;D;;6.9;;;C. Löwe;0;0;1;huddersfield-town;HUD;59;Huddersfield Town;2;0 (0);2 (0);11 (5);4 (1);16 (64%);5;0;
CRY X HUD 2017-08-12;8 (72%);;0;1;;;;40249;0;0;33';Danny Williams;False;1;M;;6.8;;;D. Williams;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;0;0 (0);0 (0);3 (2);1 (1);8 (72%);1;1;
CRY X HUD 2017-08-12;38 (86%);;0;0;;;;20278;3;0;90';Scott Dann;False;0;D;;6.8;;;S. Dann;0;1;0;crystal-palace;CRY;7;Crystal Palace;2;3 (3);0 (0);7 (4);9 (5);38 (86%);1;0;
CRY X HUD 2017-08-12;12 (63%);;7;1;;;;111850;0;1;90';Wilfried Zaha;False;0;F;;6.7;;;W. Zaha;0;1;2;crystal-palace;CRY;7;Crystal Palace;0;6 (4);2 (0);20 (10);0 (0);12 (63%);1;4;
CRY X HUD 2017-08-12;18 (54%);2;0;2;;;;26404;3;0;90';Zanka;False;1;D;;6.7;;;Zanka;0;2;0;huddersfield-town;HUD;59;Huddersfield Town;6;0 (0);0 (0);10 (3);7 (2);18 (54%);0;0;
CRY X HUD 2017-08-12;40 (93%);1;3;1;;;;19593;2;0;90';Jason Puncheon;False;0;M;;6.7;;;J. Puncheon;1;1;0;crystal-palace;CRY;7;Crystal Palace;1;0 (0);5 (0);10 (4);5 (4);40 (93%);3;1;
CRY X HUD 2017-08-12;8 (80%);;3;2;;;;114066;0;0;90';Elias Kachunga;False;1;M;;6.6;;;E. Kachunga;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;0;1 (0);0 (0);17 (9);1 (1);8 (80%);6;3;
CRY X HUD 2017-08-12;38 (74%);5;0;0;;;;548660;1;0;90';Philip Billing;False;0;M;;6.5;;;P. Billing;0;0;1;huddersfield-town;HUD;59;Huddersfield Town;6;0 (0);0 (0);8 (3);7 (3);38 (74%);2;0;
CRY X HUD 2017-08-12;21 (75%);1;1;0;;;;50294;2;0;45';Luka Milivojević;False;0;M;;6.5;;;L. Milivojević;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;1 (1);0 (0);7 (4);2 (2);21 (75%);0;2;
CRY X HUD 2017-08-12;9 (47%);;2;1;;;;45970;0;0;90';Christian Benteke;False;0;F;;6.5;;;C. Benteke;0;2;1;crystal-palace;CRY;7;Crystal Palace;1;0 (0);0 (0);19 (10);1 (1);9 (47%);0;1;
CRY X HUD 2017-08-12;8 (50%);2;2;2;;;;122663;0;0;90';Thomas Ince;False;0;M;;6.4;;;T. Ince;0;0;1;huddersfield-town;HUD;59;Huddersfield Town;1;4 (1);1 (0);18 (6);3 (0);8 (50%);4;1;
CRY X HUD 2017-08-12;10 (90%);;0;0;;;;32124;1;0;12';James Tomkins;False;0;D;;6.4;;;J. Tomkins;0;1;0;crystal-palace;CRY;7;Crystal Palace;0;0 (0);0 (0);1 (0);1 (0);10 (90%);0;0;
CRY X HUD 2017-08-12;11 (78%);2;4;2;;;;788260;0;0;72';Kasey Palmer;False;0;M;;6.2;;;K. Palmer;0;0;1;huddersfield-town;HUD;59;Huddersfield Town;1;1 (1);1 (0);12 (3);0 (0);11 (78%);1;0;
CRY X HUD 2017-08-12;16 (59%);;0;0;;;1;16620;0;0;90';Wayne Hennessey;False;0;G;0;6.2;0 (0);4;W. Hennessey;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;0 (0);0 (0);0 (0);16 (5);16 (59%);0;0;
CRY X HUD 2017-08-12;2 (66%);1;1;1;;;;38096;0;0;4';Rajiv Van La Parra;False;0;M;;5.9;;;R. V. L. Parra;0;0;0;huddersfield-town;HUD;59;Huddersfield Town;0;1 (0);0 (0);4 (0);0 (0);2 (66%);0;0;
