game;accuratePass;challengeLost;dispossessed;fouls;goalAssist;goals;goodHighClaim;id;interceptionWon;keyPass;minutesPlayed;name;national;outfielderBlock;position;punches;rating;runsOut;saves;shortName;shotsBlocked;shotsOffTarget;shotsOnTarget;slug;team;team_id;team_name;totalClearance;totalContest;totalCross;totalDuels;totalLongBalls;totalPass;totalTackle;wasFouled;wonTackle
MCI X BHA 2018-05-09;2 (66%);;1;0;;;;301288;0;0;11';Solly March;False;0;M;;6.5;;;S. March;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);0 (0);2 (1);1 (0);2 (66%);1;0;1 (1)
MCI X BHA 2018-05-09;4 (66%);;0;0;;;;97409;0;0;17';Jürgen Locadia;False;0;F;;6.5;;;J. Locadia;0;1;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;1 (0);0 (0);1 (0);0 (0);4 (66%);0;0;0 (0)
MCI X BHA 2018-05-09;3 (100%);;1;0;;;;803185;0;0;4';Lukas Nmecha;False;0;F;;6.4;;;L. Nmecha;0;0;0;manchester-city;MCI;17;Manchester City;0;0 (0);0 (0);1 (0);0 (0);3 (100%);0;0;0 (0)
MCI X BHA 2018-05-09;18 (81%);3;1;1;1;;;70900;0;1;90';Davy Pröpper;False;0;M;;6.4;;;D. Pröpper;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;2 (1);1 (1);12 (3);1 (1);18 (81%);1;1;1 (1)
MCI X BHA 2018-05-09;15 (48%);;0;0;;;0;134029;0;0;90';Mathew Ryan;False;0;G;0;6.3;0 (0);4;M. Ryan;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;1;0 (0);0 (0);0 (0);29 (13);15 (48%);0;0;0 (0)
MCI X BHA 2018-05-09;30 (83%);5;0;1;;;;21299;3;0;90';Dale Stephens;False;0;M;;6.3;;;D. Stephens;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;3;1 (1);0 (0);10 (4);4 (2);30 (83%);3;0;3 (2)
MCI X BHA 2018-05-09;33 (94%);;0;0;;;;27839;2;0;90';Bruno Saltor;False;1;D;;6.2;;;Bruno;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;3;2 (0);2 (0);2 (0);5 (3);33 (94%);0;0;0 (0)
MCI X BHA 2018-05-09;11 (64%);1;0;0;;;;14193;2;1;90';Gaëtan Bong;False;0;D;;6.1;;;G. Bong;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;1;1 (0);1 (0);4 (1);2 (0);11 (64%);1;0;1 (1)
MCI X BHA 2018-05-09;5 (100%);;2;0;;;;358162;0;0;79';José Izquierdo;False;0;M;;6.0;;;J. Izquierdo;0;0;1;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;2 (0);0 (0);5 (1);0 (0);5 (100%);1;0;1 (1)
MCI X BHA 2018-05-09;27 (81%);4;1;1;;;;48480;0;0;73';Pascal Groß;False;0;M;;5.9;;;P. Groß;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);4 (0);9 (2);1 (0);27 (81%);2;0;2 (2)
TOT X NEW 2018-05-09;75 (87%);;0;1;;;;16921;0;0;90';Jan Vertonghen;False;0;D;;8.0;;;J. Vertonghen;0;0;2;tottenham;TOT;33;Tottenham;12;3 (2);0 (0);14 (9);16 (12);75 (87%);1;1;1 (1)
TOT X NEW 2018-05-09;45 (81%);;0;0;;;;69256;1;2;83';Kieran Trippier;False;0;D;;7.7;;;K. Trippier;0;0;0;tottenham;TOT;33;Tottenham;1;0 (0);4 (1);8 (7);10 (7);45 (81%);3;1;3 (0)
TOT X NEW 2018-05-09;82 (96%);1;0;0;;;;566102;2;0;90';Davinson Sánchez;False;0;D;;7.4;;;D. Sánchez;0;0;0;tottenham;TOT;33;Tottenham;7;0 (0);0 (0);7 (2);8 (5);82 (96%);2;0;2 (1)
TOT X NEW 2018-05-09;21 (65%);;0;0;;;;88528;0;1;90';Florian Lejeune;False;1;D;;7.4;;;F. Lejeune;0;0;0;newcastle-united;NEW;39;Newcastle United;3;0 (0);0 (0);8 (6);6 (3);21 (65%);3;0;3 (1)
TOT X NEW 2018-05-09;40 (85%);1;1;1;;;;45956;2;1;88';Victor Wanyama;False;0;M;;7.4;;;V. Wanyama;0;2;0;tottenham;TOT;33;Tottenham;6;4 (4);0 (0);18 (10);5 (3);40 (85%);2;1;2 (1)
TOT X NEW 2018-05-09;24 (75%);;1;0;;;;153444;2;0;90';Jamaal Lascelles;False;0;D;;7.3;;;J. Lascelles;0;0;1;newcastle-united;NEW;39;Newcastle United;8;0 (0);0 (0);15 (11);3 (0);24 (75%);6;1;6 (5)
TOT X NEW 2018-05-09;33 (56%);2;1;1;;;;36465;0;4;90';Jonjo Shelvey;False;0;M;;7.3;;;J. Shelvey;0;1;0;newcastle-united;NEW;39;Newcastle United;0;1 (1);4 (3);8 (4);29 (13);33 (56%);2;0;2 (2)
TOT X NEW 2018-05-09;24 (80%);;0;0;;;0;9048;0;0;90';Hugo Lloris;False;0;G;0;7.3;1 (1);3;H. Lloris;0;0;0;tottenham;TOT;33;Tottenham;1;0 (0);0 (0);0 (0);16 (10);24 (80%);0;0;0 (0)
TOT X NEW 2018-05-09;23 (71%);;0;0;;;;185995;0;2;90';Paul Dummett;False;0;D;;7.2;;;P. Dummett;1;1;0;newcastle-united;NEW;39;Newcastle United;6;0 (0);3 (1);6 (6);7 (2);23 (71%);0;2;0 (0)
TOT X NEW 2018-05-09;51 (87%);2;0;0;;;;105734;0;2;90';Christian Eriksen;False;0;M;;7.2;;;C. Eriksen;0;0;1;tottenham;TOT;33;Tottenham;0;1 (1);6 (1);6 (4);4 (2);51 (87%);1;2;1 (1)
TOT X NEW 2018-05-09;20 (60%);;0;0;;;0;42209;0;0;90';Martin Dúbravka;False;0;G;1;7.2;0 (0);6;M. Dúbravka;0;0;0;newcastle-united;NEW;39;Newcastle United;1;0 (0);0 (0);0 (0);24 (11);20 (60%);0;0;0 (0)
TOT X NEW 2018-05-09;18 (75%);2;2;2;;;;14209;0;1;90';Mohamed Diamé;False;0;M;;7.2;;;M. Diamé;0;1;0;newcastle-united;NEW;39;Newcastle United;0;4 (3);0 (0);20 (12);1 (1);18 (75%);8;0;8 (7)
TOT X NEW 2018-05-09;9 (52%);;3;0;;1;;108579;1;0;90';Harry Kane;False;0;F;;7.1;;;H. Kane;1;1;1;tottenham;TOT;33;Tottenham;0;1 (0);0 (0);11 (4);2 (0);9 (52%);0;1;0 (0)
TOT X NEW 2018-05-09;7 (100%);;0;1;;;;122702;0;1;13';Érik Lamela;False;0;M;;7.0;;;É. Lamela;0;0;0;tottenham;TOT;33;Tottenham;0;3 (2);0 (0);5 (3);0 (0);7 (100%);0;1;0 (0)
TOT X NEW 2018-05-09;2 (100%);;0;0;;;;372336;0;1;19';Jacob Murphy;False;0;M;;6.9;;;J. Murphy;0;1;0;newcastle-united;NEW;39;Newcastle United;0;1 (1);1 (1);2 (1);0 (0);2 (100%);0;0;0 (0)
TOT X NEW 2018-05-09;40 (80%);;2;2;;;;27014;0;1;90';Moussa Sissoko;False;1;M;;6.9;;;M. Sissoko;0;0;1;tottenham;TOT;33;Tottenham;2;0 (0);0 (0);9 (4);3 (1);40 (80%);1;0;1 (1)
TOT X NEW 2018-05-09;4 (40%);;2;1;;;;232118;0;0;76';Dwight Gayle;False;0;F;;6.8;;;D. Gayle;1;1;1;newcastle-united;NEW;39;Newcastle United;2;0 (0);0 (0);14 (8);0 (0);4 (40%);0;2;0 (0)
TOT X NEW 2018-05-09;32 (74%);1;1;2;;;;94758;0;1;90';Ben Davies;False;1;D;;6.8;;;B. Davies;0;0;0;tottenham;TOT;33;Tottenham;2;1 (1);5 (1);14 (4);6 (0);32 (74%);1;1;1 (1)
TOT X NEW 2018-05-09;4 (57%);;0;0;;;;69418;0;0;14';Joselu;False;0;F;;6.8;;;Joselu;0;1;0;newcastle-united;NEW;39;Newcastle United;0;1 (0);0 (0);5 (3);1 (0);4 (57%);0;1;0 (0)
TOT X NEW 2018-05-09;15 (68%);1;1;1;;;;314040;1;0;90';DeAndre Yedlin;False;0;D;;6.5;;;D. Yedlin;0;0;0;newcastle-united;NEW;39;Newcastle United;0;1 (1);6 (2);7 (3);3 (0);15 (68%);1;1;1 (0)
TOT X NEW 2018-05-09;1 (100%);;0;0;;;;44575;0;0;7';Toby Alderweireld;False;0;D;;6.5;;;T. Alderweireld;0;0;0;tottenham;TOT;33;Tottenham;0;0 (0);0 (0);0 (0);1 (1);1 (100%);0;0;0 (0)
TOT X NEW 2018-05-09;16 (64%);3;0;0;;;;345195;0;1;90';Ayoze Pérez;False;0;M;;6.4;;;A. Pérez;0;1;1;newcastle-united;NEW;39;Newcastle United;1;1 (0);1 (1);9 (3);3 (2);16 (64%);0;1;0 (0)
TOT X NEW 2018-05-09;15 (88%);1;1;1;;;;801391;0;1;71';Kenedy;False;0;M;;6.3;;;Kenedy;0;1;0;newcastle-united;NEW;39;Newcastle United;1;2 (1);0 (0);7 (1);1 (1);15 (88%);0;0;0 (0)
TOT X NEW 2018-05-09;16 (64%);2;0;2;;;;42699;0;0;90';Matt Ritchie;False;0;M;;6.3;;;M. Ritchie;0;1;0;newcastle-united;NEW;39;Newcastle United;0;0 (0);1 (0);10 (4);2 (0);16 (64%);1;2;1 (0)
TOT X NEW 2018-05-09;2 (100%);;0;1;;;;16586;0;0;2';Danny Rose;False;0;D;;6.3;;;D. Rose;0;0;1;tottenham;TOT;33;Tottenham;0;1 (0);0 (0);2 (0);0 (0);2 (100%);0;0;0 (0)
TOT X NEW 2018-05-09;25 (86%);;5;1;1;;;111505;1;1;77';Heung-Min Son;False;0;M;;6.2;;;H. M. Son;0;0;0;tottenham;TOT;33;Tottenham;1;2 (1);3 (0);8 (1);2 (0);25 (86%);0;0;0 (0)
TOT X NEW 2018-05-09;26 (63%);2;3;1;;;;198028;1;0;90';Dele Alli;False;0;M;;6.1;;;D. Alli;0;0;1;tottenham;TOT;33;Tottenham;1;1 (0);0 (0);9 (1);4 (1);26 (63%);1;0;1 (1)
WES X MUN 2018-05-10;50 (84%);;2;0;;;;34120;0;6;89';Alexis Sánchez;False;0;F;;8.1;;;A. Sánchez;0;0;1;manchester-united;MUN;35;Manchester United;0;8 (7);3 (2);14 (9);1 (0);50 (84%);0;2;0 (0)
WES X MUN 2018-05-10;10 (43%);1;0;0;;;0;50539;0;0;90';Adrián;False;0;G;0;7.7;0 (0);6;Adrián;0;0;0;west-ham-united;WES;37;West Ham United;0;0 (0);0 (0);1 (0);17 (4);10 (43%);0;0;0 (0)
WES X MUN 2018-05-10;36 (92%);1;1;0;;;;205508;0;1;74';Jesse Lingard;False;0;F;;7.6;;;J. Lingard;1;0;3;manchester-united;MUN;35;Manchester United;0;3 (3);4 (1);10 (5);0 (0);36 (92%);1;1;1 (1)
WES X MUN 2018-05-10;41 (83%);2;0;0;;;;190839;0;1;90';Luke Shaw;False;0;D;;7.4;;;L. Shaw;0;0;2;manchester-united;MUN;35;Manchester United;0;1 (1);3 (0);7 (5);2 (0);41 (83%);2;1;2 (2)
WES X MUN 2018-05-10;61 (89%);4;1;0;;;;9741;4;2;90';Mark Noble;False;0;M;;7.4;;;M. Noble;0;1;0;west-ham-united;WES;37;West Ham United;0;1 (0);1 (1);13 (6);7 (6);61 (89%);4;1;4 (3)
WES X MUN 2018-05-10;40 (95%);1;0;0;;;;93868;3;0;90';Phil Jones;False;0;D;;7.3;;;P. Jones;0;0;0;manchester-united;MUN;35;Manchester United;3;0 (0);0 (0);5 (4);1 (1);40 (95%);1;2;1 (1)
WES X MUN 2018-05-10;47 (81%);;0;0;;;;43443;2;0;90';Aaron Cresswell;False;1;D;;7.3;;;A. Cresswell;0;1;0;west-ham-united;WES;37;West Ham United;3;0 (0);3 (0);4 (3);11 (4);47 (81%);1;0;1 (0)
WES X MUN 2018-05-10;48 (81%);1;0;1;;;;11820;1;2;89';Antonio Valencia;False;0;D;;7.3;;;A. Valencia;0;0;0;manchester-united;MUN;35;Manchester United;1;1 (1);2 (1);8 (6);5 (2);48 (81%);4;0;4 (2)
WES X MUN 2018-05-10;43 (91%);2;0;0;;;;856714;2;0;90';Declan Rice;False;0;D;;7.2;;;D. Rice;0;0;0;west-ham-united;WES;37;West Ham United;3;0 (0);1 (0);7 (4);9 (6);43 (91%);3;0;3 (1)
WES X MUN 2018-05-10;24 (72%);;0;3;;;;21927;0;3;90';Marko Arnautović;False;1;F;;7.2;;;M. Arnautović;0;2;1;west-ham-united;WES;37;West Ham United;2;4 (3);1 (0);10 (4);0 (0);24 (72%);0;1;0 (0)
WES X MUN 2018-05-10;52 (88%);2;2;0;;;;220315;1;2;90';Manuel Lanzini;False;0;F;;7.1;;;M. Lanzini;0;1;0;west-ham-united;WES;37;West Ham United;0;4 (4);1 (0);14 (9);3 (0);52 (88%);0;5;0 (0)
WES X MUN 2018-05-10;14 (58%);;0;0;;;0;69378;0;0;90';David De Gea;False;0;G;0;7.1;0 (0);2;D. D. Gea;0;0;0;manchester-united;MUN;35;Manchester United;0;0 (0);0 (0);0 (0);16 (6);14 (58%);0;0;0 (0)
WES X MUN 2018-05-10;37 (86%);;0;1;;;;21164;3;0;90';Angelo Ogbonna;False;0;D;;7.0;;;A. Ogbonna;0;0;0;west-ham-united;WES;37;West Ham United;3;1 (1);0 (0);6 (3);5 (3);37 (86%);0;0;0 (0)
WES X MUN 2018-05-10;43 (89%);1;1;1;;;;879346;0;0;90';Scott McTominay;False;0;M;;6.9;;;S. McTominay;0;1;0;manchester-united;MUN;35;Manchester United;1;2 (1);2 (0);13 (6);1 (1);43 (89%);3;1;3 (3)
WES X MUN 2018-05-10;45 (91%);;0;1;;;;143334;0;0;90';Victor Lindelöf;False;0;D;;6.9;;;V. Lindelöf;0;0;0;manchester-united;MUN;35;Manchester United;2;1 (1);0 (0);2 (1);4 (1);45 (91%);0;0;0 (0)
WES X MUN 2018-05-10;39 (76%);2;1;3;;;;97001;2;0;90';João Mário;False;0;F;;6.9;;;J. Mário;0;1;0;west-ham-united;WES;37;West Ham United;0;4 (3);1 (0);12 (3);1 (0);39 (76%);0;0;0 (0)
WES X MUN 2018-05-10;19 (73%);2;0;1;;;;47741;0;0;90';Chris Smalling;False;1;D;;6.9;;;C. Smalling;0;1;0;manchester-united;MUN;35;Manchester United;4;0 (0);0 (0);11 (8);5 (2);19 (73%);1;1;1 (1)
WES X MUN 2018-05-10;70 (87%);2;5;5;;;;111802;1;3;90';Paul Pogba;False;0;M;;6.8;;;P. Pogba;1;5;0;manchester-united;MUN;35;Manchester United;1;6 (3);0 (0);26 (12);6 (4);70 (87%);2;1;2 (1)
WES X MUN 2018-05-10;3 (100%);;0;2;;;;18998;0;0;24';Andy Carroll;False;0;F;;6.8;;;A. Carroll;0;0;0;west-ham-united;WES;37;West Ham United;0;1 (1);1 (0);8 (3);2 (2);3 (100%);0;2;0 (0)
WES X MUN 2018-05-10;36 (81%);3;1;2;;;;45944;1;0;90';Cheikhou Kouyaté;False;0;M;;6.7;;;C. Kouyaté;0;0;1;west-ham-united;WES;37;West Ham United;1;1 (0);0 (0);20 (9);6 (2);36 (81%);6;2;6 (5)
WES X MUN 2018-05-10;9 (81%);;0;0;;;;814590;0;0;16';Marcus Rashford;False;0;F;;6.6;;;M. Rashford;0;0;0;manchester-united;MUN;35;Manchester United;0;0 (0);0 (0);1 (1);0 (0);9 (81%);0;0;0 (0)
WES X MUN 2018-05-10;104 (90%);4;1;3;;;;82474;2;0;90';Ander Herrera;False;0;M;;6.6;;;A. Herrera;1;0;0;manchester-united;MUN;35;Manchester United;2;0 (0);0 (0);15 (6);6 (4);104 (90%);2;3;2 (0)
WES X MUN 2018-05-10;23 (92%);2;2;0;;;;11796;0;0;90';Pablo Zabaleta;False;0;M;;6.4;;;P. Zabaleta;1;0;0;west-ham-united;WES;37;West Ham United;3;0 (0);0 (0);7 (2);2 (1);23 (92%);1;0;1 (1)
WES X MUN 2018-05-10;20 (90%);1;2;1;;;;174975;0;0;66';Arthur Masuaku;False;0;M;;6.1;;;A. Masuaku;0;0;0;west-ham-united;WES;37;West Ham United;2;5 (2);2 (0);10 (3);1 (1);20 (90%);0;0;0 (0)
WES X MUN 2018-05-10;0 (0%);;0;0;;;;606346;0;0;1';Eric Bailly;False;0;D;;–;;;E. Bailly;0;0;0;manchester-united;MUN;35;Manchester United;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;0 (0)
WES X MUN 2018-05-10;0 (0%);;0;0;;;;10589;0;0;1';Ashley Young;False;0;M;;–;;;A. Young;0;0;0;manchester-united;MUN;35;Manchester United;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;0 (0)
CRY X LIV 2018-03-31;21 (72%);1;6;0;;1;;159665;0;3;90';Mohamed Salah;False;0;F;;7.9;;;M. Salah;0;1;3;liverpool;LIV;44;Liverpool;0;2 (1);3 (3);15 (5);0 (0);21 (72%);3;0;3 (2)
CRY X LIV 2018-03-31;56 (83%);4;0;2;1;;;791;1;4;90';James Milner;False;0;M;;7.7;;;J. Milner;0;0;0;liverpool;LIV;44;Liverpool;2;0 (0);6 (3);15 (8);2 (2);56 (83%);2;3;2 (1)
CRY X LIV 2018-03-31;25 (59%);1;0;1;;1;;50294;5;0;90';Luka Milivojević;False;1;M;;7.6;;;L. Milivojević;0;0;1;crystal-palace;CRY;7;Crystal Palace;1;4 (3);1 (0);12 (8);5 (1);25 (59%);2;2;2 (1)
CRY X LIV 2018-03-31;62 (81%);;0;0;1;;;262911;0;2;90';Andrew Robertson;False;0;D;;7.5;;;A. Robertson;0;0;0;liverpool;LIV;44;Liverpool;4;4 (2);7 (0);6 (4);4 (2);62 (81%);2;0;2 (2)
CRY X LIV 2018-03-31;29 (80%);2;3;2;;;;143697;1;1;90';Roberto Firmino;False;0;F;;7.4;;;R. Firmino;4;1;1;liverpool;LIV;44;Liverpool;0;3 (3);1 (0);19 (9);0 (0);29 (80%);3;1;3 (3)
CRY X LIV 2018-03-31;15 (71%);1;2;0;;;;47992;0;2;90';Andros Townsend;False;0;F;;7.4;;;A. Townsend;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;4 (3);3 (0);14 (8);3 (0);15 (71%);5;0;5 (3)
CRY X LIV 2018-03-31;18 (78%);1;1;2;;1;;217704;1;0;64';Sadio Mané;False;0;F;;7.3;;;S. Mané;1;1;2;liverpool;LIV;44;Liverpool;0;1 (1);2 (1);6 (2);2 (1);18 (78%);1;0;1 (1)
CRY X LIV 2018-03-31;96 (91%);;1;0;;;;151545;3;1;90';Virgil van Dijk;False;0;D;;7.0;;;V. v. Dijk;1;0;0;liverpool;LIV;44;Liverpool;3;0 (0);0 (0);11 (8);9 (5);96 (91%);1;2;1 (1)
CRY X LIV 2018-03-31;14 (70%);1;1;1;;;;3574;1;1;73';Yohan Cabaye;False;0;M;;6.9;;;Y. Cabaye;0;0;0;crystal-palace;CRY;7;Crystal Palace;2;1 (0);0 (0);7 (3);3 (3);14 (70%);2;1;2 (2)
CRY X LIV 2018-03-31;17 (65%);2;2;0;;;;111850;0;0;90';Wilfried Zaha;False;0;F;;6.8;;;W. Zaha;0;0;1;crystal-palace;CRY;7;Crystal Palace;0;7 (4);7 (0);15 (8);2 (0);17 (65%);3;1;3 (2)
CRY X LIV 2018-03-31;30 (75%);;2;0;;;;74577;0;0;90';Patrick van Aanholt;False;0;D;;6.8;;;P. v. Aanholt;0;0;1;crystal-palace;CRY;7;Crystal Palace;1;1 (1);1 (0);8 (6);6 (1);30 (75%);4;0;4 (3)
CRY X LIV 2018-03-31;12 (85%);;0;0;;;;39480;1;0;20';Dejan Lovren;False;0;D;;6.8;;;D. Lovren;0;0;0;liverpool;LIV;44;Liverpool;5;0 (0);0 (0);3 (2);0 (0);12 (85%);0;0;0 (0)
CRY X LIV 2018-03-31;84 (87%);1;0;1;;;;42694;0;0;90';Jordan Henderson;False;0;M;;6.7;;;J. Henderson;0;0;0;liverpool;LIV;44;Liverpool;1;0 (0);1 (0);7 (3);10 (6);84 (87%);1;0;1 (1)
CRY X LIV 2018-03-31;4 (30%);1;0;0;;;;863653;1;0;88';Aaron Wan-Bissaka;False;0;D;;6.6;;;A. Wan-Bissaka;0;0;0;crystal-palace;CRY;7;Crystal Palace;8;1 (1);3 (0);6 (4);3 (0);4 (30%);2;0;2 (1)
CRY X LIV 2018-03-31;27 (77%);2;0;2;;;;39282;0;0;90';James McArthur;False;0;M;;6.6;;;J. McArthur;0;0;0;crystal-palace;CRY;7;Crystal Palace;2;0 (0);0 (0);10 (4);4 (3);27 (77%);4;0;4 (4)
CRY X LIV 2018-03-31;18 (64%);;1;0;;;;21134;1;0;90';Mamadou Sakho;False;3;D;;6.6;;;M. Sakho;0;0;0;crystal-palace;CRY;7;Crystal Palace;5;0 (0);0 (0);9 (7);2 (0);18 (64%);3;0;3 (1)
CRY X LIV 2018-03-31;14 (93%);1;3;0;;;;10577;0;2;26';Alex Oxlade-Chamberlain;False;0;M;;6.6;;;A. Oxlade-Chamberlain;0;0;0;liverpool;LIV;44;Liverpool;0;1 (1);1 (1);6 (2);3 (2);14 (93%);1;0;1 (0)
CRY X LIV 2018-03-31;40 (67%);2;2;0;;;;795064;1;2;90';Trent Alexander-Arnold;False;0;D;;6.5;;;T. Alexander-Arnold;0;1;0;liverpool;LIV;44;Liverpool;2;5 (2);8 (0);12 (4);12 (6);40 (67%);2;0;2 (1)
CRY X LIV 2018-03-31;7 (33%);;0;0;;;0;16620;0;0;90';Wayne Hennessey;False;0;G;0;6.5;1 (1);4;W. Hennessey;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;0 (0);0 (0);0 (0);20 (6);7 (33%);0;0;0 (0)
CRY X LIV 2018-03-31;9 (81%);;2;0;;;;284441;0;0;17';Ruben Loftus-Cheek;False;0;M;;6.3;;;R. Loftus-Cheek;0;0;0;crystal-palace;CRY;7;Crystal Palace;0;1 (1);0 (0);6 (2);0 (0);9 (81%);0;1;0 (0)
CRY X LIV 2018-03-31;17 (70%);;0;1;;;0;174135;0;0;90';Loris Karius;False;0;G;0;6.2;0 (0);2;L. Karius;0;0;0;liverpool;LIV;44;Liverpool;0;0 (0);0 (0);1 (0);10 (3);17 (70%);0;0;0 (0)
CRY X LIV 2018-03-31;11 (40%);1;0;2;;;;45970;0;0;90';Christian Benteke;False;0;F;;6.2;;;C. Benteke;0;2;0;crystal-palace;CRY;7;Crystal Palace;1;1 (1);0 (0);23 (12);1 (0);11 (40%);0;1;0 (0)
CRY X LIV 2018-03-31;29 (96%);;1;0;;;;22126;0;0;65';Georginio Wijnaldum;False;0;M;;6.2;;;G. Wijnaldum;0;0;0;liverpool;LIV;44;Liverpool;0;2 (0);0 (0);3 (0);2 (2);29 (96%);0;0;0 (0)
CRY X LIV 2018-03-31;72 (84%);3;0;0;;;;51501;1;0;90';Joël Matip;False;0;D;;6.1;;;J. Matip;0;0;0;liverpool;LIV;44;Liverpool;4;0 (0);0 (0);8 (2);9 (3);72 (84%);0;0;0 (0)
CRY X LIV 2018-03-31;14 (60%);1;0;0;;;;39472;0;0;90';Martin Kelly;False;1;D;;6.1;;;M. Kelly;0;0;0;crystal-palace;CRY;7;Crystal Palace;5;0 (0);0 (0);1 (0);9 (4);14 (60%);0;0;0 (0)
CRY X LIV 2018-03-31;4 (80%);;0;0;;;;795260;0;0;2';Timothy Fosu-Mensah;False;0;D;;–;;;T. Fosu-Mensah;0;1;0;crystal-palace;CRY;7;Crystal Palace;0;1 (1);0 (0);1 (1);1 (0);4 (80%);0;0;0 (0)
CRY X LIV 2018-03-31;0 (0%);;0;0;;;;17054;0;0;5';Adam Lallana;False;0;M;;–;;;A. Lallana;0;0;0;liverpool;LIV;44;Liverpool;0;0 (0);0 (0);0 (0);0 (0);0 (0%);0;0;0 (0)
BHA X LEI 2018-03-31;9 (32%);;0;0;;;0;1076;0;0;90';Kasper Schmeichel;False;0;G;0;7.7;0 (0);3;K. Schmeichel;0;0;0;leicester-city;LEI;31;Leicester City;0;0 (0);0 (0);0 (0);23 (4);9 (32%);0;0;0 (0)
BHA X LEI 2018-03-31;27 (75%);1;1;1;1;;;802695;1;2;90';Ben Chilwell;False;0;D;;7.5;;;B. Chilwell;0;0;0;leicester-city;LEI;31;Leicester City;7;0 (0);5 (2);14 (8);4 (0);27 (75%);3;0;3 (3)
BHA X LEI 2018-03-31;60 (89%);3;0;2;;1;;32690;2;0;90';Vicente Iborra;False;1;M;;7.5;;;V. Iborra;0;0;2;leicester-city;LEI;31;Leicester City;2;1 (1);0 (0);8 (3);7 (4);60 (89%);0;1;0 (0)
BHA X LEI 2018-03-31;4 (66%);;0;0;1;;;355152;1;1;11';Demarai Gray;False;0;M;;7.3;;;D. Gray;0;0;0;leicester-city;LEI;31;Leicester City;0;0 (0);0 (0);3 (1);0 (0);4 (66%);1;0;1 (1)
BHA X LEI 2018-03-31;46 (86%);2;1;0;;;;158213;0;0;85';Riyad Mahrez;False;0;M;;7.3;;;R. Mahrez;0;0;1;leicester-city;LEI;31;Leicester City;0;6 (4);1 (0);15 (9);8 (7);46 (86%);0;5;0 (0)
BHA X LEI 2018-03-31;3 (60%);;0;0;;;;301288;0;1;15';Solly March;False;0;M;;7.1;;;S. March;0;0;1;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;2 (2);4 (0);4 (3);0 (0);3 (60%);1;0;1 (0)
BHA X LEI 2018-03-31;8 (66%);;0;1;;1;;173827;0;0;90';Jamie Vardy;False;0;F;;7.1;;;J. Vardy;0;1;1;leicester-city;LEI;31;Leicester City;0;2 (0);1 (0);10 (2);1 (0);8 (66%);0;0;0 (0)
BHA X LEI 2018-03-31;41 (78%);1;0;0;;;;115365;4;2;90';Lewis Dunk;False;0;D;;7.1;;;L. Dunk;0;1;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;3;2 (2);1 (0);6 (4);11 (7);41 (78%);0;0;0 (0)
BHA X LEI 2018-03-31;27 (65%);1;1;1;;;;48480;0;3;90';Pascal Groß;False;0;M;;7.1;;;P. Groß;0;0;1;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;0 (0);8 (3);4 (1);10 (3);27 (65%);0;1;0 (0)
BHA X LEI 2018-03-31;31 (75%);;0;1;;;;20375;2;0;90';Wes Morgan;False;0;D;;7.1;;;W. Morgan;0;0;0;leicester-city;LEI;31;Leicester City;5;0 (0);0 (0);7 (5);2 (0);31 (75%);2;1;2 (1)
BHA X LEI 2018-03-31;41 (80%);;0;2;;;;149380;1;0;90';Harry Maguire;False;2;D;;6.9;;;H. Maguire;0;0;0;leicester-city;LEI;31;Leicester City;6;0 (0);0 (0);10 (7);9 (5);41 (80%);2;1;2 (1)
BHA X LEI 2018-03-31;26 (78%);;0;0;;;;55570;1;0;90';Shane Duffy;False;0;D;;6.9;;;S. Duffy;0;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;9;0 (0);0 (0);13 (9);6 (3);26 (78%);2;2;2 (0)
BHA X LEI 2018-03-31;62 (80%);2;1;3;;;;787885;2;1;87';Wilfred Ndidi;False;0;M;;6.8;;;W. Ndidi;0;1;0;leicester-city;LEI;31;Leicester City;4;1 (1);0 (0);14 (8);6 (0);62 (80%);4;0;4 (3)
BHA X LEI 2018-03-31;19 (82%);1;1;1;;;;358162;1;1;90';José Izquierdo;False;0;M;;6.8;;;J. Izquierdo;3;0;0;brighton-hove-albion;BHA;30;Brighton & Hove Albion;0;3 (3);2 (0);10 (5);2 (0);19 (82%);0;2;0 (0)
