game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
MUN X LIV 2014-03-16;Steven Gerrard;liverpool;S. Gerrard;701;False;Liverpool;44;2;;3;40 (88%);11 (7);87';M;8.2;2;2;1;1 (1);3;0;3;;40 (88%);0;4 (0);6 (4);1;2;2;;;;;LIV
MUN X LIV 2014-03-16;Jon Flanagan;liverpool;J. Flanagan;143024;False;Liverpool;44;;;11;25 (86%);22 (14);90';D;8.1;0;0;0;2 (2);6;0;2;1;25 (86%);1;0 (0);2 (2);1;0;4;;;;;LIV
MUN X LIV 2014-03-16;Joe Allen;liverpool;J. Allen;20602;False;Liverpool;44;;;7;38 (90%);16 (11);90';M;7.9;1;0;0;1 (1);0;0;1;2;38 (90%);1;0 (0);1 (1);2;3;1;;;;;LIV
MUN X LIV 2014-03-16;Wayne Rooney;manchester-united;W. Rooney;751;False;Manchester United;35;;;2;42 (76%);15 (8);90';M;7.9;1;1;2;4 (4);0;0;0;;42 (76%);1;4 (1);8 (6);5;1;1;;;;;MUN
MUN X LIV 2014-03-16;Glen Johnson;liverpool;G. Johnson;1204;False;Liverpool;44;;;5;40 (90%);12 (8);90';D;7.8;1;0;0;1 (1);3;0;1;1;40 (90%);1;0 (0);4 (3);1;1;1;;;;;LIV
MUN X LIV 2014-03-16;Daniel Sturridge;liverpool;D. Sturridge;20963;False;Liverpool;44;;1;0;23 (71%);15 (7);89';F;7.7;0;3;0;7 (4);0;0;0;;23 (71%);1;1 (0);4 (4);2;3;1;;;;;LIV
MUN X LIV 2014-03-16;Jordan Henderson;liverpool;J. Henderson;42694;False;Liverpool;44;;;4;53 (80%);10 (5);90';M;7.5;1;1;0;1 (0);1;0;1;3;53 (80%);3;0 (0);6 (4);1;1;0;;;;;LIV
MUN X LIV 2014-03-16;Michael Carrick;manchester-united;M. Carrick;938;False;Manchester United;35;;;4;48 (84%);8 (5);90';M;7.3;0;0;0;0 (0);2;0;2;2;48 (84%);1;0 (0);8 (6);0;0;0;;;;;MUN
MUN X LIV 2014-03-16;Luis Suárez;liverpool;L. Suárez;16943;False;Liverpool;44;1;;3;20 (69%);23 (7);90';F;7.2;2;2;1;7 (3);0;0;0;;20 (69%);1;3 (0);1 (1);8;1;1;;;;;LIV
MUN X LIV 2014-03-16;Martin Škrtel;liverpool;M. Škrtel;12394;False;Liverpool;44;;;2;33 (86%);11 (7);90';D;7.1;0;0;0;0 (0);8;0;0;1;33 (86%);1;1 (0);4 (1);0;0;1;;;;;LIV
MUN X LIV 2014-03-16;Marouane Fellaini;manchester-united;M. Fellaini;21764;False;Manchester United;35;;;8;37 (84%);22 (12);76';M;6.9;0;1;0;1 (0);1;0;0;2;37 (84%);0;1 (0);2 (1);4;2;3;;;;;MUN
MUN X LIV 2014-03-16;Daniel Agger;liverpool;D. Agger;8510;False;Liverpool;44;;;0;38 (90%);2 (1);90';D;6.9;0;0;0;0 (0);4;0;1;;38 (90%);0;0 (0);1 (1);0;0;0;;;;;LIV
MUN X LIV 2014-03-16;Robin van Persie;manchester-united;R. v. Persie;1;False;Manchester United;35;;;1;13 (76%);7 (2);90';F;6.9;0;1;3;0 (0);0;0;0;;13 (76%);0;2 (0);3 (2);1;0;0;;;;;MUN
MUN X LIV 2014-03-16;Simon Mignolet;liverpool;S. Mignolet;10406;False;Liverpool;44;;;0;14 (70%);1 (0);90';G;6.8;0;0;0;0 (0);1;0;0;;14 (70%);0;0 (0);13 (7);0;0;0;1;0;0 (0);1;LIV
MUN X LIV 2014-03-16;Juan Mata;manchester-united;J. Mata;28367;False;Manchester United;35;;;1;49 (92%);16 (5);87';M;6.6;0;0;1;2 (1);1;0;1;4;49 (92%);3;3 (2);5 (5);5;3;0;;;;;MUN
MUN X LIV 2014-03-16;Raheem Sterling;liverpool;R. Sterling;138534;False;Liverpool;44;;;2;25 (83%);11 (5);72';M;6.5;0;0;0;5 (3);0;0;0;;25 (83%);0;1 (1);0 (0);3;0;0;;;;;LIV
MUN X LIV 2014-03-16;Philippe Coutinho;liverpool;P. Coutinho;119159;False;Liverpool;44;;;1;11 (91%);5 (1);18';M;6.5;0;1;0;0 (0);0;0;0;2;11 (91%);2;1 (0);3 (3);2;0;0;;;;;LIV
MUN X LIV 2014-03-16;Danny Welbeck;manchester-united;D. Welbeck;33902;False;Manchester United;35;;;0;4 (80%);5 (2);14';F;6.5;0;0;0;2 (1);0;0;0;;4 (80%);0;0 (0);0 (0);1;1;1;;;;;MUN
MUN X LIV 2014-03-16;David De Gea;manchester-united;D. D. Gea;69378;False;Manchester United;35;;;0;8 (57%);0 (0);90';G;6.4;0;0;0;0 (0);0;0;0;;8 (57%);0;0 (0);13 (7);0;0;0;4;0;0 (0);0;MUN
MUN X LIV 2014-03-16;Phil Jones;manchester-united;P. Jones;93868;False;Manchester United;35;;;6;23 (85%);10 (7);90';D;6.3;0;0;0;0 (0);8;0;3;2;23 (85%);0;0 (0);0 (0);0;0;1;;;;;MUN
MUN X LIV 2014-03-16;Tom Cleverley;manchester-united;T. Cleverley;46432;False;Manchester United;35;;;1;6 (85%);3 (1);14';M;6.3;0;0;0;0 (0);0;0;0;2;6 (85%);0;0 (0);0 (0);0;0;0;;;;;MUN
MUN X LIV 2014-03-16;Nemanja Vidić;manchester-united;N. Vidić;11184;False;Manchester United;35;;;0;19 (86%);6 (4);77';D;5.9;0;1;0;0 (0);8;0;2;1;19 (86%);0;0 (0);5 (4);0;0;1;;;;;MUN
MUN X LIV 2014-03-16;Patrice Evra;manchester-united;P. Evra;3063;False;Manchester United;35;;;2;43 (93%);10 (5);90';D;5.9;0;1;0;1 (1);2;0;1;1;43 (93%);0;5 (1);0 (0);3;0;1;;;;;MUN
MUN X LIV 2014-03-16;Adnan Januzaj;manchester-united;A. Januzaj;328145;False;Manchester United;35;;;0;15 (88%);16 (3);76';M;5.8;0;1;0;5 (1);2;0;3;;15 (88%);0;1 (0);2 (2);6;1;2;;;;;MUN
MUN X LIV 2014-03-16;Rafael;manchester-united;Rafael;39623;False;Manchester United;35;;;5;35 (77%);19 (11);90';D;5.8;0;0;0;6 (2);1;0;3;1;35 (77%);2;2 (0);3 (0);1;3;3;;;;;MUN
MUN X LIV 2014-03-16;Lucas Leiva;liverpool;L. Leiva;27234;False;Liverpool;44;;;0;18 (94%);1 (0);3';M;–;0;0;0;0 (0);0;0;0;;18 (94%);0;0 (0);2 (2);0;0;1;;;;;LIV
MUN X LIV 2014-03-16;Iago Aspas;liverpool;I. Aspas;19356;False;Liverpool;44;;;0;0 (0%);0 (0);1';F;–;0;0;0;0 (0);0;0;0;;0 (0%);0;0 (0);0 (0);0;0;0;;;;;LIV
MUN X LIV 2014-03-16;Rio Ferdinand;manchester-united;R. Ferdinand;748;False;Manchester United;35;;;1;1 (50%);3 (2);3';D;–;0;0;0;1 (0);0;0;0;;1 (50%);0;0 (0);0 (0);0;1;0;;;;;MUN
