game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
LEI X TOT 2015-08-22;440 (84%);180 (68%);25;16;66%;34%;4;6;7;2;;;53;60;0;0;1;5;0;1;0;1;523;265;;;12;7;9;5;6;2;7;6;19;13;4;1;1;2015-08-22;-7.0;-20.0;-12.0;20.0;10.0;1.0;-9.0;-8.0;27.0;30.0;19.0;-9.0;4.0;-8.0;-11.0;-15.0;-16.0;-16.0;-62.0;-39.0;-26.0;-23.0;-10.0;-50.0;-27.0;-13.0;-15.0;-16.0;-14.0;-16.0;-17.0;-22.0;-19.0;-11.0;-17.0;-15.0;-15.0;-9.0;-5.0;-26.0;-50.0;-14.0;-8.0;-4.0;-37.0;-11.0;-14.0;-9.0;-7.0;-5.0;-7.0;-91.0;-55.0;-39.0;-75.0;-76.0;-11.0;-41.0;-22.0;-15.0;-7.0;-4.0;-5.0;-90.0;-56.0;-35.0;-23.0;-9.0;23.0;9.0;-28.0;-14.0;-10.0;-15.0;-16.0;-9.0;-6.0;-4.0;-47.0;-2.0;-2.0;-81.0;75.0;17.0;17.0;32.0;26.0;46.0;68.0;-30.0;2.0;-90.0;1;12:00:00;0;TOT;LEI
NOR X STO 2015-08-22;392 (84%);256 (79%);10;11;58%;42%;1;5;0;9;;;44;44;0;0;6;0;;;4;2;467;326;;;4;10;4;8;1;7;2;10;6;20;1;4;1;2015-08-22;-10.0;6.0;-9.0;-75.0;-11.0;-35.0;-34.0;-12.0;41.0;21.0;45.0;-8.0;33.0;24.0;17.0;15.0;11.0;35.0;22.0;19.0;17.0;82.0;-12.0;43.0;19.0;4.0;34.0;2.0;-13.0;-11.0;-6.0;-11.0;25.0;-10.0;7.0;-6.0;-10.0;7.0;2.0;7.0;-10.0;3.0;34.0;16.0;10.0;-8.0;36.0;22.0;51.0;31.0;74.0;38.0;19.0;-24.0;-18.0;-19.0;-7.0;-15.0;-13.0;75.0;35.0;11.0;-7.0;-7.0;-16.0;-16.0;-40.0;21.0;-20.0;-8.0;-6.0;-8.0;15.0;1.0;-6.0;-4.0;-9.0;-13.0;16.0;-6.0;-2.0;1.0;-5.0;6.0;3.0;5.0;72.0;100.0;79.0;15.0;24.0;80.0;1;12:00:00;0;STO;NOR
SUN X SWA 2015-08-22;410 (83%);216 (68%);18;22;61%;39%;5;3;4;3;;;51;67;0;0;1;8;1;0;2;4;494;318;;;10;4;6;5;9;2;10;6;20;10;2;4;1;2015-08-22;-4.0;-12.0;-14.0;-15.0;-15.0;-40.0;-24.0;-20.0;12.0;-5.0;-10.0;-6.0;-3.0;2.0;-5.0;-12.0;-4.0;2.0;2.0;3.0;24.0;10.0;-7.0;2.0;-19.0;10.0;-2.0;-26.0;-15.0;-8.0;36.0;13.0;5.0;-8.0;-5.0;-6.0;-37.0;-28.0;-22.0;-19.0;-90.0;-2.0;-1.0;-7.0;-5.0;-8.0;-4.0;-8.0;-27.0;-14.0;-27.0;-44.0;-6.0;-2.0;-6.0;-48.0;5.0;-53.0;-29.0;-13.0;79.0;46.0;30.0;43.0;26.0;5.0;-100.0;-4.0;-56.0;-34.0;-20.0;-12.0;-10.0;-12.0;-58.0;-36.0;-29.0;-18.0;-8.0;-16.0;-11.0;-37.0;-37.0;-67.0;-39.0;-22.0;-15.0;-37.0;-18.0;-11.0;21.0;25.0;1;12:00:00;0;SWA;SUN
WES X BOU 2015-08-22;332 (73%);254 (68%);27;21;55%;45%;2;3;4;5;;;64;59;0;0;1;3;;;1;3;452;373;0;1;9;6;6;3;7;4;6;4;15;10;1;0;4;2015-08-22;-5.0;14.0;5.0;-78.0;-47.0;-33.0;-23.0;-17.0;7.0;4.0;66.0;-7.0;42.0;23.0;6.0;-8.0;-10.0;-5.0;-1.0;2.0;1.0;-79.0;-14.0;-77.0;-53.0;-68.0;-43.0;-22.0;-19.0;-43.0;-19.0;-12.0;24.0;-37.0;15.0;16.0;19.0;8.0;-4.0;-4.0;-100.0;5.0;5.0;79.0;49.0;-17.0;31.0;19.0;13.0;74.0;41.0;57.0;61.0;8.0;-7.0;-7.0;-4.0;-14.0;-13.0;-8.0;-48.0;-32.0;-22.0;-92.0;-54.0;-28.0;-16.0;-2.0;-9.0;1.0;1.0;1.0;1.0;5.0;3.0;2.0;6.0;19.0;1.0;-120.0;-64.0;-38.0;76.0;-36.0;-6.0;-1.0;-6.0;-15.0;-12.0;27.0;-7.0;-25.0;3;12:00:00;-1;BOU;WES
WBA X CHE 2015-08-23;404 (81%);284 (76%);19;16;57%;43%;3;3;7;8;3;0;43;45;0;0;4;2;;;1;2;496;373;1;0;10;8;7;6;5;6;5;7;15;15;1;2;3;2015-08-23;6.0;-12.0;-10.0;-2.0;-2.0;-6.0;55.0;25.0;20.0;42.0;24.0;-4.0;3.0;-82.0;-42.0;-32.0;-64.0;-47.0;-27.0;-41.0;-21.0;-7.0;-3.0;21.0;-75.0;-38.0;-63.0;-39.0;-25.0;-5.0;35.0;36.0;22.0;2.0;-61.0;-38.0;-30.0;-99.0;-65.0;-39.0;0.0;6.0;3.0;22.0;15.0;-29.0;11.0;-21.0;-8.0;-1.0;-1.0;15.0;3.0;21.0;11.0;-21.0;22.0;80.0;41.0;23.0;13.0;-36.0;-21.0;-13.0;-7.0;46.0;32.0;-6.0;20.0;17.0;11.0;-5.0;31.0;18.0;10.0;-10.0;-4.0;-8.0;-32.0;-3.0;2.0;-29.0;50.0;28.0;15.0;7.0;40.0;14.0;11.0;-21.0;5.0;75.0;2;10:30:00;-1;CHE;WBA
EVE X MCI 2015-08-23;414 (85%);334 (82%);16;11;55%;45%;4;4;7;8;;;47;54;0;0;1;7;1;1;2;3;487;408;;;9;5;3;5;9;1;7;5;16;10;3;0;2;2015-08-23;6.0;2.0;-30.0;-22.0;15.0;-6.0;-50.0;-38.0;-47.0;-27.0;-13.0;8.0;43.0;-24.0;2.0;-5.0;10.0;-43.0;-24.0;20.0;-6.0;-5.0;-32.0;-74.0;-41.0;-24.0;27.0;30.0;16.0;1.0;1.0;1.0;1.0;-31.0;1.0;2.0;2.0;7.0;5.0;31.0;35.0;13.0;-31.0;-19.0;-22.0;-16.0;-21.0;-18.0;-28.0;-21.0;-12.0;-7.0;-3.0;-1.0;-1.0;-1.0;-14.0;-1.0;-75.0;-49.0;-23.0;-38.0;-66.0;-28.0;-11.0;60.0;32.0;-3.0;11.0;9.0;12.0;-23.0;-9.0;-2.0;3.0;3.0;4.0;44.0;1.0;23.0;11.0;-28.0;-15.0;-14.0;18.0;2.0;1.0;8.0;2.0;3.0;-83.0;-10.0;0;13:00:00;-1;MCI;EVE
WAT X SOU 2015-08-23;308 (75%);316 (73%);23;25;48%;52%;0;7;2;5;;;51;62;0;0;0;4;;;2;4;412;431;;;8;6;10;6;4;0;6;7;14;13;2;0;0;2015-08-23;-1.0;26.0;13.0;5.0;-3.0;-4.0;-5.0;-5.0;-5.0;-5.0;-5.0;-1.0;-5.0;-5.0;-2.0;1.0;1.0;1.0;-4.0;-5.0;-2.0;7.0;-11.0;-35.0;-17.0;-7.0;-1.0;-28.0;-11.0;-4.0;-5.0;-41.0;-65.0;6.0;-38.0;-21.0;-6.0;2.0;4.0;4.0;20.0;2.0;2.0;2.0;-4.0;-3.0;23.0;9.0;-93.0;-57.0;-43.0;-23.0;-10.0;9.0;17.0;17.0;4.0;4.0;46.0;8.0;5.0;-3.0;-3.0;-6.0;53.0;27.0;12.0;4.0;3.0;2.0;-5.0;-51.0;-54.0;-40.0;-16.0;-11.0;-8.0;-3.0;6.0;-11.0;29.0;-22.0;-56.0;-29.0;-38.0;-26.0;-10.0;4.0;34.0;32.0;-42.0;0.0;0;13:00:00;0;SOU;WAT
ARS X LIV 2015-08-24;250 (71%);564 (85%);29;20;35%;65%;3;5;8;7;1;0;65;69;13;2;5;8;2;1;4;5;351;667;;;11;10;4;9;8;5;4;9;15;19;4;1;0;2015-08-24;2.0;21.0;-34.0;-8.0;17.0;12.0;-23.0;-3.0;-9.0;-1.0;91.0;2.0;55.0;54.0;33.0;20.0;6.0;9.0;-19.0;-2.0;-50.0;-25.0;-24.0;-10.0;10.0;8.0;19.0;10.0;-26.0;-17.0;-1.0;-6.0;-54.0;-51.0;-29.0;-86.0;-51.0;-74.0;-39.0;1.0;5.0;-43.0;-27.0;-19.0;-14.0;-23.0;-1.0;34.0;27.0;24.0;66.0;45.0;31.0;25.0;51.0;23.0;37.0;14.0;4.0;12.0;10.0;37.0;33.0;11.0;16.0;15.0;12.0;15.0;-15.0;26.0;22.0;28.0;11.0;8.0;3.0;1.0;-1.0;-41.0;15.0;-18.0;-11.0;-1.0;-38.0;43.0;16.0;62.0;39.0;89.0;53.0;18.0;34.0;5.0;0;17:00:00;0;LIV;ARS
NEW X ARS 2015-08-29;712 (92%);206 (77%);9;9;74%;26%;7;0;9;0;;;50;42;0;0;0;9;;;2;2;777;268;0;1;15;1;6;1;9;0;8;0;22;1;1;6;1;2015-08-29;3.0;-47.0;-34.0;-31.0;-24.0;20.0;3.0;1.0;-4.0;-19.0;-41.0;-2.0;-36.0;-28.0;-23.0;-14.0;-28.0;-13.0;-11.0;-14.0;-11.0;-13.0;-4.0;-11.0;-10.0;-3.0;-8.0;-80.0;-59.0;-41.0;-31.0;-41.0;-17.0;-7.0;-53.0;-29.0;-21.0;-18.0;-18.0;-8.0;-5.0;5.0;-2.0;-9.0;-7.0;-14.0;-6.0;-6.0;-46.0;-29.0;-54.0;-64.0;-40.0;-28.0;-23.0;-58.0;-15.0;-39.0;-30.0;-24.0;-25.0;-18.0;-17.0;-16.0;-71.0;-43.0;-26.0;-11.0;-17.0;-16.0;-17.0;-47.0;-30.0;-25.0;-21.0;-44.0;-68.0;-40.0;-9.0;-23.0;-10.0;4.0;-5.0;-25.0;-20.0;-17.0;-15.0;-13.0;-50.0;-8.0;-54.0;-65.0;0;09:45:00;-1;ARS;NEW
ASV X SUN 2015-08-29;241 (73%);439 (84%);22;29;38%;62%;1;4;4;5;0;1;67;78;0;0;4;1;;;1;0;329;523;;;4;14;3;11;3;6;3;7;7;21;1;2;2;2015-08-29;7.0;-45.0;-24.0;98.0;56.0;47.0;37.0;28.0;9.0;10.0;31.0;7.0;19.0;42.0;24.0;13.0;5.0;32.0;29.0;18.0;11.0;7.0;3.0;3.0;1.0;21.0;16.0;33.0;28.0;20.0;19.0;17.0;44.0;1.0;51.0;36.0;100.0;65.0;42.0;6.0;0.0;-7.0;-8.0;-12.0;-39.0;3.0;-18.0;-75.0;-38.0;-100.0;-55.0;-30.0;-65.0;-35.0;-17.0;44.0;4.0;22.0;20.0;55.0;36.0;21.0;50.0;22.0;12.0;5.0;8.0;5.0;2.0;7.0;40.0;21.0;10.0;3.0;-3.0;28.0;17.0;8.0;1.0;6.0;4.0;6.0;74.0;94.0;85.0;55.0;42.0;29.0;18.0;-36.0;63.0;-10.0;2;12:00:00;0;SUN;ASV
BOU X LEI 2015-08-29;223 (66%);322 (74%);21;26;44%;56%;0;3;4;4;;;72;66;0;0;1;1;;;1;1;336;435;;;4;2;2;0;2;2;0;3;4;5;4;2;1;2015-08-29;-11.0;-22.0;-11.0;30.0;37.0;17.0;12.0;2.0;-35.0;-17.0;-4.0;-11.0;6.0;17.0;12.0;5.0;2.0;75.0;50.0;37.0;24.0;11.0;-8.0;3.0;3.0;8.0;27.0;18.0;12.0;49.0;28.0;8.0;9.0;-6.0;9.0;7.0;3.0;2.0;-1.0;-1.0;0.0;1.0;1.0;1.0;5.0;8.0;8.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;-15.0;8.0;-3.0;6.0;2.0;1.0;2.0;1.0;1.0;5.0;3.0;2.0;11.0;-40.0;-16.0;-3.0;7.0;-2.0;1.0;-7.0;-1.0;-2.0;-2.0;-10.0;-7.0;-5.0;-4.0;-4.0;-15.0;-2.0;-19.0;-80.0;-37.0;-15.0;3.0;-3.0;0.0;1;12:00:00;0;LEI;BOU
CHE X CRY 2015-08-29;239 (74%);487 (84%);15;21;37%;63%;2;8;7;7;;;45;65;0;0;7;3;;;2;0;321;582;;;9;17;6;9;5;9;4;9;13;26;1;1;2;2015-08-29;-9.0;6.0;4.0;6.0;9.0;48.0;32.0;52.0;35.0;26.0;17.0;-33.0;39.0;58.0;36.0;68.0;47.0;-47.0;-39.0;-57.0;-42.0;-29.0;-43.0;-60.0;-30.0;-41.0;59.0;26.0;54.0;38.0;55.0;33.0;24.0;-25.0;17.0;19.0;-15.0;6.0;45.0;100.0;0.0;1.0;1.0;-4.0;-5.0;36.0;-11.0;-4.0;18.0;-41.0;-13.0;-43.0;-21.0;-29.0;30.0;13.0;5.0;11.0;7.0;6.0;2.0;1.0;71.0;-79.0;-30.0;-21.0;-46.0;3.0;-37.0;31.0;4.0;8.0;8.0;-35.0;-48.0;-24.0;-30.0;-13.0;-22.0;85.0;54.0;-76.0;-20.0;-7.0;47.0;18.0;53.0;28.0;8.0;-4.0;-4.0;50.0;1;12:00:00;-1;CRY;CHE
LIV X WES 2015-08-29;238 (73%);463 (85%);14;17;38%;62%;3;5;7;5;;;62;42;0;0;1;2;0;1;0;1;326;543;1;1;8;4;4;7;5;1;4;9;12;13;2;5;3;2015-08-29;5.0;50.0;29.0;19.0;7.0;-22.0;-39.0;-16.0;-33.0;-13.0;7.0;7.0;8.0;10.0;34.0;25.0;15.0;7.0;41.0;25.0;-23.0;7.0;-75.0;-69.0;-36.0;-15.0;7.0;7.0;10.0;3.0;8.0;-19.0;12.0;-34.0;1.0;6.0;4.0;5.0;8.0;4.0;-20.0;15.0;15.0;15.0;20.0;-12.0;48.0;30.0;24.0;1.0;2.0;43.0;26.0;13.0;7.0;-6.0;8.0;-4.0;-3.0;-2.0;-21.0;-12.0;35.0;15.0;8.0;6.0;3.0;8.0;-1.0;-6.0;-39.0;-15.0;-1.0;3.0;-5.0;-100.0;-52.0;-55.0;42.0;-11.0;7.0;8.0;10.0;88.0;56.0;34.0;16.0;9.0;-4.0;31.0;1.0;-50.0;0;12:00:00;-1;WES;LIV
MCI X WAT 2015-08-29;393 (86%);594 (92%);3;9;42%;58%;5;5;3;9;;;50;48;0;0;3;0;;;1;1;458;645;;;3;8;2;8;0;5;4;10;7;18;2;1;0;2015-08-29;7.0;9.0;11.0;12.0;9.0;13.0;-22.0;-31.0;-7.0;15.0;4.0;10.0;6.0;8.0;36.0;24.0;22.0;16.0;42.0;30.0;100.0;91.0;33.0;58.0;25.0;7.0;-12.0;-14.0;-1.0;13.0;15.0;22.0;18.0;25.0;14.0;37.0;26.0;19.0;5.0;1.0;25.0;-12.0;-6.0;80.0;44.0;16.0;26.0;22.0;19.0;31.0;24.0;20.0;48.0;74.0;48.0;34.0;10.0;75.0;43.0;22.0;43.0;56.0;35.0;21.0;13.0;5.0;-21.0;12.0;-12.0;25.0;9.0;10.0;12.0;16.0;12.0;47.0;32.0;13.0;12.0;6.0;9.0;8.0;11.0;13.0;4.0;-4.0;-5.0;23.0;18.0;14.0;-23.0;45.0;2;12:00:00;1;WAT;MCI
STO X WBA 2015-08-29;395 (87%);375 (84%);9;12;51%;49%;4;3;5;6;;;40;52;0;0;4;4;;;3;2;456;446;0;2;8;3;6;5;5;5;7;10;15;13;4;1;1;2015-08-29;6.0;17.0;13.0;12.0;36.0;11.0;37.0;29.0;44.0;30.0;26.0;4.0;20.0;18.0;15.0;15.0;15.0;10.0;-34.0;-29.0;-11.0;12.0;7.0;84.0;51.0;19.0;13.0;5.0;-3.0;20.0;10.0;4.0;-30.0;58.0;-79.0;-96.0;-64.0;-45.0;-72.0;-17.0;-80.0;-17.0;-17.0;-42.0;-2.0;41.0;-1.0;-2.0;-2.0;-2.0;-3.0;-23.0;-45.0;-43.0;-27.0;29.0;53.0;-8.0;-8.0;-18.0;-18.0;-21.0;-14.0;-11.0;-44.0;-35.0;-24.0;40.0;-7.0;53.0;76.0;46.0;72.0;39.0;-44.0;-21.0;-21.0;-21.0;31.0;-13.0;-5.0;-38.0;-22.0;-23.0;-17.0;-38.0;-23.0;-17.0;-12.0;22.0;2.0;25.0;0;12:00:00;-1;WBA;STO
TOT X EVE 2015-08-29;368 (83%);372 (85%);11;16;51%;49%;1;6;2;6;0;1;55;54;0;0;6;3;;;1;3;443;440;;;4;10;4;8;3;6;4;10;8;20;1;4;0;2015-08-29;-10.0;28.0;18.0;13.0;10.0;8.0;45.0;27.0;12.0;8.0;-59.0;-15.0;-27.0;-11.0;-16.0;-12.0;-5.0;38.0;16.0;11.0;7.0;64.0;-12.0;37.0;29.0;57.0;34.0;100.0;65.0;38.0;15.0;4.0;5.0;-10.0;-1.0;-1.0;-41.0;-23.0;-14.0;-1.0;0.0;5.0;-4.0;2.0;22.0;-9.0;15.0;32.0;13.0;2.0;-1.0;-4.0;37.0;16.0;-19.0;8.0;-12.0;13.0;7.0;2.0;16.0;17.0;13.0;9.0;37.0;22.0;14.0;-15.0;40.0;25.0;44.0;18.0;-43.0;-13.0;-16.0;-11.0;-5.0;1.0;-7.0;30.0;19.0;-30.0;21.0;-25.0;-12.0;-11.0;-3.0;-2.0;1.0;-2.0;21.0;-5.0;0;14:30:00;0;EVE;TOT
SOU X NOR 2015-08-30;255 (73%);451 (85%);15;22;39%;61%;2;2;4;6;;;37;57;0;0;5;1;;;0;2;348;533;1;0;3;17;3;13;1;8;3;6;6;23;2;0;0;2015-08-30;10.0;50.0;32.0;27.0;23.0;58.0;28.0;14.0;5.0;-3.0;34.0;53.0;-42.0;-9.0;5.0;5.0;5.0;14.0;46.0;30.0;31.0;30.0;63.0;29.0;18.0;59.0;43.0;48.0;20.0;10.0;-2.0;1.0;6.0;100.0;8.0;10.0;11.0;12.0;12.0;-3.0;75.0;-3.0;6.0;17.0;45.0;67.0;26.0;14.0;7.0;-6.0;-3.0;5.0;1.0;40.0;67.0;100.0;17.0;39.0;26.0;-27.0;54.0;28.0;100.0;63.0;42.0;100.0;88.0;5.0;52.0;36.0;27.0;38.0;29.0;44.0;28.0;18.0;10.0;8.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;-1.0;5.0;;3;10:30:00;1;NOR;SOU
SWA X MUN 2015-08-30;542 (82%);254 (70%);28;17;65%;35%;1;1;1;0;0;2;58;52;0;0;2;3;0;1;1;3;657;365;;;7;4;6;4;4;4;4;5;11;9;2;2;1;2015-08-30;-10.0;-4.0;-4.0;-1.0;2.0;2.0;2.0;3.0;3.0;-31.0;-15.0;-6.0;-12.0;-13.0;-43.0;-29.0;-18.0;28.0;14.0;10.0;75.0;63.0;-9.0;29.0;-37.0;-12.0;-12.0;-49.0;-35.0;-19.0;-40.0;-28.0;-9.0;-81.0;-5.0;-3.0;-1.0;7.0;-4.0;-7.0;;-15.0;-2.0;7.0;-8.0;-50.0;-49.0;-27.0;-15.0;-8.0;-3.0;-29.0;-20.0;-11.0;-14.0;-16.0;-31.0;-52.0;36.0;37.0;18.0;36.0;25.0;7.0;72.0;38.0;16.0;-20.0;4.0;2.0;-5.0;-3.0;-3.0;-32.0;-20.0;-13.0;-9.0;-6.0;-14.0;9.0;7.0;2.0;-3.0;-7.0;-12.0;-19.0;-23.0;-16.0;-12.0;-4.0;-9.0;-5.0;2;13:00:00;1;MUN;SWA
EVE X CHE 2015-09-12;493 (88%);287 (82%);5;12;62%;38%;7;0;14;7;;;44;56;0;0;6;1;;;2;0;561;351;;;9;9;6;5;2;9;6;5;15;14;2;2;1;2015-09-12;10.0;5.0;-19.0;-42.0;-22.0;-10.0;-2.0;4.0;7.0;97.0;50.0;5.0;98.0;85.0;100.0;88.0;25.0;7.0;-8.0;-47.0;-34.0;-40.0;3.0;-19.0;-6.0;2.0;3.0;-19.0;-7.0;-77.0;-48.0;-33.0;-97.0;2.0;-71.0;-42.0;-45.0;-71.0;-41.0;-50.0;25.0;-33.0;-23.0;-17.0;-13.0;21.0;-8.0;-28.0;-19.0;-20.0;-16.0;-14.0;51.0;21.0;8.0;5.0;9.0;-26.0;30.0;7.0;34.0;59.0;7.0;2.0;2.0;1.0;41.0;3.0;20.0;43.0;21.0;13.0;1.0;-4.0;22.0;11.0;-9.0;-8.0;19.0;-37.0;-51.0;-37.0;59.0;16.0;5.0;-38.0;38.0;8.0;12.0;8.0;5.0;0.0;3;09:45:00;1;CHE;EVE
ARS X STO 2015-09-12;226 (74%);544 (87%);7;12;33%;67%;3;8;1;13;;;37;54;0;0;10;3;0;1;3;3;305;628;;;2;23;2;9;3;12;6;6;8;29;1;1;0;2015-09-12;-10.0;53.0;44.0;27.0;54.0;36.0;19.0;11.0;8.0;4.0;7.0;-4.0;9.0;30.0;23.0;23.0;59.0;66.0;43.0;72.0;49.0;32.0;7.0;49.0;21.0;85.0;52.0;18.0;-37.0;-7.0;-6.0;79.0;43.0;9.0;32.0;22.0;16.0;2.0;1.0;1.0;-5.0;-2.0;24.0;6.0;11.0;82.0;13.0;15.0;19.0;19.0;43.0;32.0;46.0;25.0;43.0;21.0;96.0;-42.0;-21.0;-14.0;-2.0;-3.0;6.0;9.0;-40.0;26.0;8.0;89.0;75.0;50.0;100.0;80.0;92.0;47.0;24.0;4.0;-3.0;-6.0;55.0;-6.0;-6.0;-6.0;103.0;59.0;76.0;86.0;27.0;5.0;3.0;35.0;67.0;0.0;2;12:00:00;1;STO;ARS
CRY X MCI 2015-09-12;402 (81%);273 (76%);10;19;58%;42%;5;2;4;4;;;42;57;0;0;2;6;;;0;5;498;359;;;12;5;9;6;7;2;9;5;21;10;3;2;1;2015-09-12;-10.0;-40.0;-8.0;-6.0;33.0;12.0;8.0;2.0;-8.0;-7.0;-11.0;26.0;-6.0;-3.0;-1.0;-2.0;-1.0;-2.0;-2.0;6.0;3.0;2.0;12.0;1.0;-5.0;-7.0;-5.0;-4.0;-3.0;-8.0;-20.0;16.0;-28.0;37.0;-8.0;-9.0;-8.0;-11.0;7.0;7.0;20.0;-2.0;-1.0;-2.0;-2.0;-32.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-5.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-2.0;-22.0;-14.0;-64.0;-11.0;-43.0;-31.0;-22.0;-19.0;-12.0;-12.0;-12.0;-12.0;-100.0;-93.0;41.0;-54.0;-32.0;-18.0;-3.0;-1.0;-5.0;-3.0;-2.0;-1.0;-1.0;18.0;-1.0;-60.0;0;12:00:00;-1;MCI;CRY
NOR X BOU 2015-09-12;374 (79%);336 (78%);11;16;53%;47%;2;0;4;4;;;38;54;0;0;1;1;0;1;2;0;476;432;;;5;7;3;8;2;4;2;5;7;12;3;2;1;2015-09-12;10.0;-20.0;-5.0;6.0;56.0;69.0;48.0;31.0;21.0;11.0;7.0;11.0;7.0;-7.0;-8.0;-12.0;-1.0;11.0;10.0;6.0;3.0;-6.0;12.0;-3.0;-27.0;25.0;4.0;7.0;2.0;75.0;39.0;19.0;6.0;12.0;-6.0;-7.0;-4.0;-3.0;-2.0;-2.0;5.0;-6.0;-9.0;-96.0;-30.0;12.0;-15.0;-6.0;28.0;95.0;49.0;31.0;20.0;12.0;8.0;22.0;12.0;17.0;14.0;17.0;6.0;9.0;1.0;-4.0;112.0;71.0;38.0;-21.0;19.0;43.0;13.0;3.0;-4.0;-4.0;-8.0;-8.0;-8.0;-8.0;-2.0;-8.0;-18.0;-100.0;-41.0;-25.0;-15.0;-8.0;6.0;-6.0;-32.0;6.0;-1.0;65.0;3;12:00:00;1;BOU;NOR
WAT X SWA 2015-09-12;416 (81%);236 (72%);20;13;61%;39%;1;4;3;1;0;1;44;47;0;0;5;3;;;6;0;515;330;0;1;3;9;4;7;3;6;5;8;8;17;1;1;0;2015-09-12;10.0;9.0;7.0;1.0;22.0;9.0;-4.0;-9.0;-2.0;-2.0;1.0;15.0;17.0;11.0;6.0;-20.0;30.0;20.0;17.0;15.0;9.0;-11.0;15.0;-11.0;-18.0;-14.0;-12.0;-8.0;-6.0;-5.0;3.0;-3.0;-3.0;5.0;-3.0;-6.0;-49.0;36.0;-5.0;1.0;;-5.0;-5.0;-14.0;-9.0;5.0;-6.0;-29.0;-18.0;-31.0;-19.0;-12.0;34.0;15.0;9.0;4.0;5.0;66.0;72.0;82.0;49.0;29.0;-16.0;-4.0;-10.0;-12.0;-9.0;4.0;-10.0;-9.0;-8.0;-8.0;-8.0;-7.0;-7.0;-7.0;-7.0;-7.0;4.0;-7.0;-7.0;32.0;9.0;-8.0;23.0;6.0;-7.0;-8.0;-26.0;4.0;-19.0;-50.0;1;12:00:00;1;SWA;WAT
WBA X SOU 2015-09-12;523 (85%);224 (67%);20;21;65%;35%;5;3;5;4;;;42;52;5;5;1;4;;;2;1;614;333;;;10;5;6;4;4;1;5;3;15;8;0;1;0;2015-09-12;6.0;-2.0;4.0;18.0;8.0;11.0;4.0;-2.0;-2.0;-3.0;-4.0;13.0;4.0;-27.0;-19.0;-14.0;-12.0;-11.0;-33.0;50.0;23.0;15.0;3.0;11.0;5.0;55.0;26.0;9.0;-6.0;-1.0;-44.0;-30.0;-37.0;-5.0;-22.0;-13.0;-5.0;-3.0;-6.0;-8.0;-25.0;-6.0;-13.0;-15.0;-16.0;-6.0;-17.0;-17.0;-17.0;-42.0;-46.0;-48.0;-29.0;-18.0;-5.0;-3.0;-9.0;-1.0;-2.0;-2.0;19.0;3.0;21.0;6.0;-6.0;-41.0;-28.0;-11.0;-22.0;-46.0;-31.0;-14.0;-12.0;-11.0;-7.0;-8.0;-9.0;-9.0;-11.0;-9.0;-59.0;-36.0;-27.0;-17.0;-11.0;-48.0;-30.0;-33.0;-21.0;-11.0;-8.0;0.0;0;12:00:00;0;SOU;WBA
