game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
MCI X LIV 2014-08-25;Stevan Jovetić;manchester-city;S. Jovetić;37126;False;Manchester City;17;2;;0;35 (85%);5 (4);80';F;8.4;2;1;0;1 (1);0;0;3;;35 (85%);1;0 (0);1 (0);0;2;0;;;;;MCI
MCI X LIV 2014-08-25;Daniel Sturridge;liverpool;D. Sturridge;20963;False;Liverpool;44;;;1;18 (69%);10 (6);90';F;7.9;2;2;1;4 (3);1;0;0;;18 (69%);2;2 (1);1 (0);3;2;0;;;;;LIV
MCI X LIV 2014-08-25;Steven Gerrard;liverpool;S. Gerrard;701;False;Liverpool;44;;;3;61 (92%);4 (4);90';M;7.6;0;0;1;0 (0);2;0;1;;61 (92%);2;6 (1);6 (4);0;0;0;;;;;LIV
MCI X LIV 2014-08-25;Yaya Touré;manchester-city;Y. Touré;14468;False;Manchester City;17;;;2;85 (93%);8 (4);90';M;7.4;1;0;1;1 (1);0;0;0;;85 (93%);0;1 (0);3 (3);0;1;2;;;;;MCI
MCI X LIV 2014-08-25;Sergio Agüero;manchester-city;S. Agüero;17094;False;Manchester City;17;1;;0;8 (100%);1 (0);22';F;7.2;1;1;0;0 (0);0;0;0;;8 (100%);0;0 (0);1 (1);1;0;0;;;;;MCI
MCI X LIV 2014-08-25;Jordan Henderson;liverpool;J. Henderson;42694;False;Liverpool;44;;;3;54 (85%);4 (3);90';M;7.1;0;0;0;0 (0);1;0;1;1;54 (85%);1;3 (1);5 (3);0;0;0;;;;;LIV
MCI X LIV 2014-08-25;Joe Hart;manchester-city;J. Hart;16817;False;Manchester City;17;;;0;17 (81%);2 (2);90';G;7.1;0;0;0;0 (0);3;0;0;;17 (81%);0;0 (0);7 (3);0;0;0;3;3;0 (0);2;MCI
MCI X LIV 2014-08-25;Jesús Navas;manchester-city;J. Navas;11869;False;Manchester City;17;;1;1;13 (72%);2 (1);25';M;7.1;0;0;0;0 (0);0;0;0;;13 (72%);1;2 (0);3 (1);1;0;0;;;;;MCI
MCI X LIV 2014-08-25;Joe Allen;liverpool;J. Allen;20602;False;Liverpool;44;;;1;25 (86%);9 (4);75';M;6.9;0;0;1;3 (2);0;0;2;2;25 (86%);0;0 (0);1 (0);1;1;0;;;;;LIV
MCI X LIV 2014-08-25;Fernandinho;manchester-city;Fernandinho;13630;False;Manchester City;17;;;2;11 (91%);3 (2);10';M;6.9;0;0;0;1 (0);0;0;1;;11 (91%);1;0 (0);0 (0);0;0;0;;;;;MCI
MCI X LIV 2014-08-25;Samir Nasri;manchester-city;S. Nasri;3544;False;Manchester City;17;;1;1;69 (89%);11 (3);90';M;6.9;0;0;0;2 (1);0;0;0;1;69 (89%);3;4 (1);1 (1);3;1;2;;;;;MCI
MCI X LIV 2014-08-25;Gaël Clichy;manchester-city;G. Clichy;532;False;Manchester City;17;;;2;57 (78%);6 (4);90';D;6.9;0;0;0;1 (1);4;0;2;;57 (78%);1;2 (1);9 (2);0;0;1;;;;;MCI
MCI X LIV 2014-08-25;Raheem Sterling;liverpool;R. Sterling;138534;False;Liverpool;44;;;0;30 (85%);8 (4);79';F;6.8;0;1;0;4 (1);0;0;0;;30 (85%);2;2 (0);1 (1);0;3;1;;;;;LIV
MCI X LIV 2014-08-25;Lazar Marković;liverpool;L. Marković;98461;False;Liverpool;44;;;1;13 (86%);3 (2);30';F;6.8;0;0;0;1 (1);0;0;1;;13 (86%);1;1 (0);0 (0);1;0;0;;;;;LIV
MCI X LIV 2014-08-25;Fernando;manchester-city;Fernando;41837;False;Manchester City;17;;;2;61 (96%);8 (2);90';M;6.8;0;0;0;0 (0);2;0;1;1;61 (96%);0;0 (0);5 (4);2;0;3;;;;;MCI
MCI X LIV 2014-08-25;Dejan Lovren;liverpool;D. Lovren;39480;False;Liverpool;44;;;3;53 (88%);12 (7);90';D;6.7;0;0;0;0 (0);6;0;2;;53 (88%);0;0 (0);4 (0);0;2;1;;;;;LIV
MCI X LIV 2014-08-25;Emre Can;liverpool;E. Can;138156;False;Liverpool;44;;;1;10 (100%);5 (2);15';M;6.6;0;1;0;2 (0);0;0;1;;10 (100%);0;0 (0);0 (0);0;0;1;;;;;LIV
MCI X LIV 2014-08-25;Martín Demichelis;manchester-city;M. Demichelis;301;False;Manchester City;17;;;1;33 (82%);5 (2);90';D;6.6;0;0;0;0 (0);6;0;2;1;33 (82%);0;0 (0);4 (1);1;0;1;;;;;MCI
MCI X LIV 2014-08-25;Philippe Coutinho;liverpool;P. Coutinho;119159;False;Liverpool;44;;;0;33 (82%);5 (1);60';F;6.5;0;0;1;3 (0);1;0;0;;33 (82%);0;4 (1);0 (0);0;1;1;;;;;LIV
MCI X LIV 2014-08-25;Edin Džeko;manchester-city;E. Džeko;14990;False;Manchester City;17;;;1;18 (85%);10 (4);68';F;6.5;0;1;0;1 (0);3;0;0;;18 (85%);0;1 (0);0 (0);2;1;2;;;;;MCI
MCI X LIV 2014-08-25;Alberto Moreno;liverpool;A. Moreno;229740;False;Liverpool;44;;;4;38 (90%);9 (8);90';D;6.4;0;0;0;2 (2);3;0;0;;38 (90%);1;4 (1);2 (1);0;1;1;;;;;LIV
MCI X LIV 2014-08-25;Martin Škrtel;liverpool;M. Škrtel;12394;False;Liverpool;44;;;0;41 (91%);8 (4);90';D;6.4;0;0;0;0 (0);6;0;4;1;41 (91%);0;0 (0);4 (2);0;2;2;;;;;LIV
MCI X LIV 2014-08-25;Vincent Kompany;manchester-city;V. Kompany;6019;False;Manchester City;17;;;0;29 (85%);5 (1);90';D;6.3;0;0;0;0 (0);6;0;0;2;29 (85%);0;0 (0);7 (4);0;1;1;;;;;MCI
MCI X LIV 2014-08-25;Pablo Zabaleta;manchester-city;P. Zabaleta;11796;False;Manchester City;17;;;4;31 (86%);9 (4);90';D;6.2;0;1;0;1 (0);1;0;0;2;31 (86%);0;1 (0);4 (3);1;0;1;;;;;MCI
MCI X LIV 2014-08-25;David Silva;manchester-city;D. Silva;11781;False;Manchester City;17;;;0;39 (76%);5 (1);65';M;6.2;0;0;0;0 (0);0;0;1;2;39 (76%);0;1 (0);2 (0);2;1;0;;;;;MCI
MCI X LIV 2014-08-25;Simon Mignolet;liverpool;S. Mignolet;10406;False;Liverpool;44;;;0;19 (95%);1 (1);90';G;6.2;0;0;0;0 (0);0;0;0;;19 (95%);0;0 (0);7 (6);0;1;0;1;0;0 (0);0;LIV
MCI X LIV 2014-08-25;Glen Johnson;liverpool;G. Johnson;1204;False;Liverpool;44;;;0;45 (83%);2 (0);86';D;6.0;0;0;0;1 (0);0;0;1;;45 (83%);0;3 (0);2 (2);0;0;0;;;;;LIV
MCI X LIV 2014-08-25;Rickie Lambert;liverpool;R. Lambert;19659;False;Liverpool;44;;;0;1 (33%);0 (0);11';M;5.1;1;0;0;0 (0);0;0;0;;1 (33%);0;0 (0);1 (1);0;0;0;;;;;LIV
MCI X TOT 2014-10-18;Sergio Agüero;manchester-city;S. Agüero;17094;False;Manchester City;17;4;;0;21 (77%);10 (5);90';F;9.6;8;1;2;5 (3);0;0;0;;21 (77%);1;0 (0);0 (0);3;2;0;;;;;MCI
MCI X TOT 2014-10-18;Christian Eriksen;tottenham;C. Eriksen;105734;False;Tottenham;33;1;;3;42 (89%);12 (7);90';M;8.6;2;1;3;5 (4);0;0;0;1;42 (89%);2;2 (0);1 (1);2;0;0;;;;;TOT
MCI X TOT 2014-10-18;Joe Hart;manchester-city;J. Hart;16817;False;Manchester City;17;;;0;13 (59%);0 (0);90';G;7.7;0;0;0;0 (0);1;0;0;;13 (59%);0;0 (0);15 (6);0;0;0;6;1;1 (1);0;MCI
MCI X TOT 2014-10-18;Fernandinho;manchester-city;Fernandinho;13630;False;Manchester City;17;;1;6;44 (91%);13 (8);62';M;7.7;0;0;0;0 (0);3;0;1;3;44 (91%);1;0 (0);3 (2);1;1;1;;;;;MCI
MCI X TOT 2014-10-18;James Milner;manchester-city;J. Milner;791;False;Manchester City;17;;;3;54 (85%);17 (9);90';M;7.6;2;1;0;5 (5);0;0;1;4;54 (85%);1;3 (0);4 (4);2;1;0;;;;;MCI
MCI X TOT 2014-10-18;Nacer Chadli;tottenham;N. Chadli;32492;False;Tottenham;33;;;1;34 (87%);17 (11);90';M;7.4;0;1;0;7 (4);0;0;3;2;34 (87%);4;1 (0);0 (0);0;5;1;;;;;TOT
MCI X TOT 2014-10-18;Hugo Lloris;tottenham;H. Lloris;9048;False;Tottenham;33;;;0;17 (68%);0 (0);90';G;7.4;0;0;0;0 (0);0;0;1;;17 (68%);0;0 (0);13 (6);0;0;0;8;0;0 (0);2;TOT
MCI X TOT 2014-10-18;Yaya Touré;manchester-city;Y. Touré;14468;False;Manchester City;17;;;1;25 (100%);3 (2);14';M;7.3;0;0;1;1 (1);0;0;0;;25 (100%);0;0 (0);4 (4);1;0;0;;;;;MCI
MCI X TOT 2014-10-18;Roberto Soldado;tottenham;R. Soldado;13208;False;Tottenham;33;;1;2;17 (68%);11 (5);90';F;7.3;2;0;0;2 (1);0;0;0;1;17 (68%);3;1 (0);0 (0);2;1;0;;;;;TOT
MCI X TOT 2014-10-18;Jesús Navas;manchester-city;J. Navas;11869;False;Manchester City;17;;;2;53 (81%);12 (5);90';M;7.3;2;1;1;2 (2);0;0;0;3;53 (81%);5;6 (1);1 (1);2;1;2;;;;;MCI
MCI X TOT 2014-10-18;Frank Lampard;manchester-city;F. Lampard;1216;False;Manchester City;17;;1;0;25 (92%);1 (1);28';M;7.3;0;0;0;0 (0);0;0;0;;25 (92%);1;0 (0);2 (2);0;1;0;;;;;MCI
MCI X TOT 2014-10-18;Ryan Mason;tottenham;R. Mason;44567;False;Tottenham;33;;;2;30 (71%);5 (5);70';M;7.1;2;1;0;1 (1);1;0;2;;30 (71%);1;0 (0);5 (1);0;2;0;;;;;TOT
MCI X TOT 2014-10-18;Danny Rose;tottenham;D. Rose;16586;False;Tottenham;33;;;2;15 (68%);6 (3);90';D;7.1;0;0;0;0 (0);1;0;1;;15 (68%);1;4 (2);3 (0);1;1;1;;;;;TOT
MCI X TOT 2014-10-18;Mousa Dembélé;tottenham;M. Dembélé;9865;False;Tottenham;33;;;2;15 (78%);9 (7);30';M;7.1;0;0;0;4 (4);0;0;0;1;15 (78%);0;0 (0);2 (1);1;1;0;;;;;TOT
MCI X TOT 2014-10-18;Gaël Clichy;manchester-city;G. Clichy;532;False;Manchester City;17;;;1;53 (86%);6 (3);90';D;7.0;0;0;0;1 (1);3;0;4;1;53 (86%);0;2 (0);8 (4);0;1;1;;;;;MCI
MCI X TOT 2014-10-18;Étienne Capoue;tottenham;É. Capoue;16701;False;Tottenham;33;;;1;24 (85%);7 (1);60';M;6.9;0;0;3;1 (0);1;0;2;2;24 (85%);0;1 (0);0 (0);1;0;2;;;;;TOT
MCI X TOT 2014-10-18;David Silva;manchester-city;D. Silva;11781;False;Manchester City;17;;;1;30 (73%);6 (3);70';M;6.9;0;0;0;0 (0);0;0;0;1;30 (73%);1;0 (0);2 (2);1;2;1;;;;;MCI
MCI X TOT 2014-10-18;Vincent Kompany;manchester-city;V. Kompany;6019;False;Manchester City;17;;;3;53 (93%);11 (6);90';D;6.8;0;0;0;1 (1);3;0;1;2;53 (93%);0;0 (0);8 (5);1;0;2;;;;;MCI
MCI X TOT 2014-10-18;Bacary Sagna;manchester-city;B. Sagna;1053;False;Manchester City;17;;;1;58 (87%);4 (3);90';D;6.8;0;0;0;0 (0);4;0;0;;58 (87%);1;4 (1);2 (1);0;0;0;;;;;MCI
MCI X TOT 2014-10-18;Jan Vertonghen;tottenham;J. Vertonghen;16921;False;Tottenham;33;;;1;11 (84%);2 (2);20';D;6.6;0;0;0;0 (0);2;0;1;;11 (84%);0;0 (0);1 (0);0;0;0;;;;;TOT
MCI X TOT 2014-10-18;Andros Townsend;tottenham;A. Townsend;47992;False;Tottenham;33;;;1;7 (77%);5 (1);30';M;6.5;1;1;1;2 (0);0;0;0;1;7 (77%);0;2 (0);0 (0);1;0;0;;;;;TOT
MCI X TOT 2014-10-18;Stevan Jovetić;manchester-city;S. Jovetić;37126;False;Manchester City;17;;;0;13 (81%);4 (0);20';F;6.4;0;0;0;0 (0);0;0;0;1;13 (81%);1;0 (0);0 (0);2;0;0;;;;;MCI
MCI X TOT 2014-10-18;Érik Lamela;tottenham;É. Lamela;122702;False;Tottenham;33;;;0;15 (71%);8 (3);60';M;6.2;0;0;1;3 (2);0;0;2;2;15 (71%);1;2 (0);0 (0);1;1;1;;;;;TOT
MCI X TOT 2014-10-18;Fernando;manchester-city;Fernando;41837;False;Manchester City;17;;;2;27 (81%);12 (3);76';M;6.2;0;1;0;1 (1);1;0;3;4;27 (81%);2;0 (0);2 (2);4;0;1;;;;;MCI
MCI X TOT 2014-10-18;Martín Demichelis;manchester-city;M. Demichelis;301;False;Manchester City;17;;;0;60 (89%);6 (1);90';D;6.0;0;0;0;1 (1);2;0;3;1;60 (89%);0;0 (0);3 (1);0;0;3;;;;;MCI
MCI X TOT 2014-10-18;Eric Dier;tottenham;E. Dier;146101;False;Tottenham;33;;;2;19 (67%);12 (5);90';D;5.8;0;0;0;4 (2);4;0;3;2;19 (67%);0;0 (0);3 (1);0;0;2;;;;;TOT
MCI X TOT 2014-10-18;Younès Kaboul;tottenham;Y. Kaboul;1018;False;Tottenham;33;;;1;20 (66%);8 (4);90';D;5.7;0;0;0;1 (1);7;0;5;3;20 (66%);0;0 (0);7 (3);0;0;1;;;;;TOT
MCI X TOT 2014-10-18;Federico Fazio;tottenham;F. Fazio;27569;False;Tottenham;33;;;1;21 (72%);3 (2);67';D;5.5;0;0;0;1 (1);2;0;2;;21 (72%);0;0 (0);6 (2);0;0;1;;;;;TOT
NEW X CHE 2014-12-06;Jack Colback;newcastle-united;J. Colback;40686;False;Newcastle United;39;;;7;26 (96%);14 (9);90';M;8.1;1;1;0;0 (0);4;0;3;1;26 (96%);3;3 (1);2 (2);2;1;0;;;;;NEW
NEW X CHE 2014-12-06;Papiss Demba Cissé;newcastle-united;P. D. Cissé;8978;False;Newcastle United;39;2;;1;5 (83%);9 (2);37';F;8.1;2;0;2;0 (0);1;0;0;1;5 (83%);0;0 (0);1 (1);2;0;0;;;;;NEW
NEW X CHE 2014-12-06;Cesc Fàbregas;chelsea;C. Fàbregas;518;False;Chelsea;38;;1;5;81 (77%);14 (8);90';M;8.0;0;0;1;1 (0);1;0;0;2;81 (77%);5;8 (4);10 (3);2;0;1;;;;;CHE
NEW X CHE 2014-12-06;Didier Drogba;chelsea;D. Drogba;1222;False;Chelsea;38;1;;0;7 (58%);5 (5);23';F;7.7;1;1;0;0 (0);0;0;0;;7 (58%);4;0 (0);0 (0);0;0;0;;;;;CHE
NEW X CHE 2014-12-06;John Mikel Obi;chelsea;J. O. Mikel;7311;False;Chelsea;38;;;1;95 (92%);12 (6);90';M;7.2;0;2;0;3 (3);3;0;2;2;95 (92%);1;1 (0);11 (6);0;0;3;;;;;CHE
NEW X CHE 2014-12-06;Paul Dummett;newcastle-united;P. Dummett;185995;False;Newcastle United;39;;;0;19 (73%);12 (7);90';D;7.1;0;0;0;0 (0);12;0;2;;19 (73%);1;2 (0);3 (3);0;0;2;;;;;NEW
NEW X CHE 2014-12-06;Oscar;chelsea;Oscar;39400;False;Chelsea;38;;;4;41 (89%);12 (7);61';M;7.1;0;1;1;1 (0);2;0;1;;41 (89%);1;1 (0);2 (1);2;0;0;;;;;CHE
NEW X CHE 2014-12-06;Willian;chelsea;Willian;31417;False;Chelsea;38;;;2;21 (84%);12 (6);67';M;7.1;1;2;0;0 (0);1;0;0;2;21 (84%);3;1 (1);2 (1);0;3;0;;;;;CHE
NEW X CHE 2014-12-06;John Terry;chelsea;J. Terry;1205;False;Chelsea;38;;;2;68 (91%);10 (9);90';D;7.1;0;1;0;0 (0);9;0;0;;68 (91%);0;1 (0);3 (2);0;0;0;;;;;CHE
NEW X CHE 2014-12-06;Filipe Luís;chelsea;F. Luís;26029;False;Chelsea;38;;;1;20 (90%);3 (2);23';D;7.0;1;0;0;0 (0);1;0;0;1;20 (90%);1;4 (2);3 (2);0;0;0;;;;;CHE
NEW X CHE 2014-12-06;Ayoze Pérez;newcastle-united;A. Pérez;345195;False;Newcastle United;39;;;1;11 (68%);16 (5);90';F;6.9;0;0;1;5 (3);3;0;3;;11 (68%);2;1 (0);0 (0);3;0;0;;;;;NEW
NEW X CHE 2014-12-06;André Schürrle;chelsea;A. Schürrle;70492;False;Chelsea;38;;;1;19 (90%);6 (3);29';F;6.9;1;0;0;0 (0);0;0;0;1;19 (90%);1;4 (1);1 (1);1;1;1;;;;;CHE
NEW X CHE 2014-12-06;Daryl Janmaat;newcastle-united;D. Janmaat;32213;False;Newcastle United;39;;;4;21 (72%);13 (8);90';D;6.9;0;0;0;3 (1);3;0;2;1;21 (72%);0;3 (1);3 (2);1;1;0;;;;;NEW
NEW X CHE 2014-12-06;Moussa Sissoko;newcastle-united;M. Sissoko;27014;False;Newcastle United;39;;1;3;32 (76%);19 (8);90';M;6.9;0;1;0;3 (2);0;0;1;2;32 (76%);1;1 (0);0 (0);3;1;1;;;;;NEW
NEW X CHE 2014-12-06;César Azpilicueta;chelsea;C. Azpilicueta;21555;False;Chelsea;38;;;3;21 (84%);11 (9);67';D;6.9;0;0;0;1 (1);4;0;0;2;21 (84%);1;1 (0);3 (2);0;2;0;;;;;CHE
NEW X CHE 2014-12-06;Diego Costa;chelsea;D. Costa;21212;False;Chelsea;38;;;0;26 (86%);13 (2);90';F;6.9;2;1;2;3 (1);0;0;0;;26 (86%);3;3 (1);0 (0);2;1;1;;;;;CHE
NEW X CHE 2014-12-06;Robert Elliot;newcastle-united;R. Elliot;20581;False;Newcastle United;39;;;0;7 (33%);0 (0);45';G;6.8;0;0;0;0 (0);0;0;0;;7 (33%);1;0 (0);20 (6);0;0;0;2;0;0 (0);0;NEW
NEW X CHE 2014-12-06;Cheik Tiote;newcastle-united;C. Tiote;10438;False;Newcastle United;39;;;3;31 (75%);11 (6);90';M;6.8;0;0;0;2 (1);6;0;2;2;31 (75%);0;0 (0);6 (1);0;0;1;;;;;NEW
NEW X CHE 2014-12-06;Gary Cahill;chelsea;G. Cahill;9628;False;Chelsea;38;;;2;47 (90%);7 (7);90';D;6.8;1;2;0;0 (0);7;0;3;;47 (90%);0;0 (0);4 (1);0;0;0;;;;;CHE
NEW X CHE 2014-12-06;Branislav Ivanović;chelsea;B. Ivanović;25233;False;Chelsea;38;;;4;30 (76%);18 (10);90';D;6.7;1;1;0;2 (1);2;0;0;;30 (76%);1;5 (0);1 (0);2;0;0;;;;;CHE
NEW X CHE 2014-12-06;Jak Alnwick;newcastle-united;J. Alnwick;158221;False;Newcastle United;39;;;0;1 (5%);0 (0);45';G;6.6;0;0;0;0 (0);3;0;0;;1 (5%);0;0 (0);16 (0);0;0;0;5;3;0 (0);2;NEW
NEW X CHE 2014-12-06;Sammy Ameobi;newcastle-united;S. Ameobi;152417;False;Newcastle United;39;;;2;15 (71%);16 (6);83';M;6.6;0;1;0;3 (1);3;0;3;1;15 (71%);0;4 (0);0 (0);2;0;1;;;;;NEW
NEW X CHE 2014-12-06;Fabricio Coloccini;newcastle-united;F. Coloccini;3057;False;Newcastle United;39;;;1;21 (77%);9 (2);90';D;6.6;0;0;0;0 (0);6;0;2;1;21 (77%);0;0 (0);7 (4);0;0;0;;;;;NEW
NEW X CHE 2014-12-06;Rémy Cabella;newcastle-united;R. Cabella;72998;False;Newcastle United;39;;;1;13 (81%);14 (5);53';M;6.5;0;1;0;3 (2);0;0;2;1;13 (81%);0;0 (0);1 (1);3;2;1;;;;;NEW
NEW X CHE 2014-12-06;Eden Hazard;chelsea;E. Hazard;27583;False;Chelsea;38;;;0;46 (83%);15 (5);90';M;6.5;0;2;1;10 (4);1;0;0;1;46 (83%);3;2 (0);2 (1);3;1;0;;;;;CHE
NEW X CHE 2014-12-06;Steven Taylor;newcastle-united;S. Taylor;796;False;Newcastle United;39;;;0;19 (79%);4 (1);81';D;6.4;0;0;0;1 (1);7;0;1;;19 (79%);0;0 (0);4 (2);0;0;2;;;;;NEW
NEW X CHE 2014-12-06;Thibaut Courtois;chelsea;T. Courtois;70988;False;Chelsea;38;;;0;11 (61%);0 (0);90';G;6.3;0;0;0;0 (0);0;0;0;;11 (61%);1;0 (0);13 (6);0;0;0;1;0;1 (1);1;CHE
NEW X CHE 2014-12-06;Mike Williamson;newcastle-united;M. Williamson;20402;False;Newcastle United;39;;;0;1 (100%);1 (0);7';D;–;0;0;0;0 (0);3;0;0;;1 (100%);0;0 (0);0 (0);0;0;0;;;;;NEW
CHE X MCI 2015-01-31;Nemanja Matić;chelsea;N. Matić;44241;False;Chelsea;38;;;8;43 (78%);25 (17);90';M;7.6;0;0;0;3 (2);3;0;2;2;43 (78%);0;0 (0);4 (1);1;3;3;;;;;CHE
CHE X MCI 2015-01-31;Fernandinho;manchester-city;Fernandinho;13630;False;Manchester City;17;;;7;54 (79%);20 (12);90';M;7.6;2;0;0;3 (2);2;0;1;3;54 (79%);0;0 (0);2 (2);1;2;2;;;;;MCI
CHE X MCI 2015-01-31;Ramires;chelsea;Ramires;33110;False;Chelsea;38;;;3;33 (70%);19 (12);90';M;7.3;0;0;0;5 (3);1;0;3;1;33 (70%);0;0 (0);4 (1);1;3;3;;;;;CHE
CHE X MCI 2015-01-31;Sergio Agüero;manchester-city;S. Agüero;17094;False;Manchester City;17;;1;0;21 (100%);8 (2);84';F;7.1;1;2;0;3 (1);0;0;0;1;21 (100%);1;0 (0);1 (1);1;1;1;;;;;MCI
CHE X MCI 2015-01-31;Willian;chelsea;Willian;31417;False;Chelsea;38;;;0;27 (61%);14 (8);80';M;7.0;0;0;0;8 (6);1;0;1;1;27 (61%);1;1 (1);2 (0);0;0;2;;;;;CHE
CHE X MCI 2015-01-31;César Azpilicueta;chelsea;C. Azpilicueta;21555;False;Chelsea;38;;;5;24 (68%);13 (8);90';D;7.0;0;0;0;0 (0);2;0;2;1;24 (68%);0;0 (0);8 (2);0;1;0;;;;;CHE
CHE X MCI 2015-01-31;Martín Demichelis;manchester-city;M. Demichelis;301;False;Manchester City;17;;;3;40 (87%);7 (4);90';D;7.0;0;0;0;0 (0);5;0;3;1;40 (87%);0;0 (0);4 (3);0;0;1;;;;;MCI
CHE X MCI 2015-01-31;Vincent Kompany;manchester-city;V. Kompany;6019;False;Manchester City;17;;;2;34 (82%);9 (5);90';D;6.9;0;0;0;0 (0);4;0;0;;34 (82%);1;0 (0);8 (4);2;1;1;;;;;MCI
CHE X MCI 2015-01-31;Kurt Zouma;chelsea;K. Zouma;139227;False;Chelsea;38;;;3;25 (71%);5 (5);90';D;6.8;0;0;0;0 (0);2;0;1;;25 (71%);0;0 (0);7 (0);0;0;0;;;;;CHE
CHE X MCI 2015-01-31;Thibaut Courtois;chelsea;T. Courtois;70988;False;Chelsea;38;;;0;10 (41%);0 (0);90';G;6.8;0;0;0;0 (0);1;0;0;;10 (41%);0;0 (0);24 (10);0;0;0;4;1;0 (0);1;CHE
CHE X MCI 2015-01-31;Jesús Navas;manchester-city;J. Navas;11869;False;Manchester City;17;;;2;41 (82%);17 (9);90';M;6.8;1;0;0;4 (3);0;0;1;1;41 (82%);2;11 (3);1 (0);3;2;0;;;;;MCI
CHE X MCI 2015-01-31;James Milner;manchester-city;J. Milner;791;False;Manchester City;17;;;6;48 (76%);24 (11);90';M;6.8;0;2;0;3 (3);0;0;1;1;48 (76%);3;7 (0);7 (3);5;1;1;;;;;MCI
CHE X MCI 2015-01-31;John Terry;chelsea;J. Terry;1205;False;Chelsea;38;;;1;29 (80%);3 (3);90';D;6.7;0;1;0;0 (0);4;0;0;;29 (80%);0;0 (0);3 (2);0;0;0;;;;;CHE
CHE X MCI 2015-01-31;Eden Hazard;chelsea;E. Hazard;27583;False;Chelsea;38;;1;1;32 (84%);16 (6);90';M;6.6;0;0;0;4 (2);1;0;2;2;32 (84%);1;1 (0);2 (0);3;3;0;;;;;CHE
CHE X MCI 2015-01-31;Loïc Rémy;chelsea;L. Rémy;16674;False;Chelsea;38;1;;2;18 (75%);22 (7);87';F;6.6;1;0;0;5 (0);0;0;1;2;18 (75%);1;1 (0);2 (2);2;1;3;;;;;CHE
CHE X MCI 2015-01-31;Frank Lampard;manchester-city;F. Lampard;1216;False;Manchester City;17;;;1;11 (73%);2 (1);13';M;6.6;0;0;0;0 (0);0;0;0;;11 (73%);0;0 (0);1 (1);1;0;0;;;;;MCI
CHE X MCI 2015-01-31;Fernando;manchester-city;Fernando;41837;False;Manchester City;17;;;1;29 (78%);16 (8);77';M;6.5;0;0;0;1 (1);1;0;0;2;29 (78%);0;0 (0);5 (3);1;3;3;;;;;MCI
CHE X MCI 2015-01-31;Joe Hart;manchester-city;J. Hart;16817;False;Manchester City;17;;;0;7 (43%);0 (0);90';G;6.5;0;0;0;0 (0);0;0;0;;7 (43%);0;0 (0);13 (4);0;0;0;1;0;1 (1);0;MCI
CHE X MCI 2015-01-31;Bacary Sagna;manchester-city;B. Sagna;1053;False;Manchester City;17;;;2;47 (77%);15 (8);90';D;6.5;0;0;0;0 (0);4;0;0;;47 (77%);0;1 (0);10 (4);2;0;0;;;;;MCI
CHE X MCI 2015-01-31;Gaël Clichy;manchester-city;G. Clichy;532;False;Manchester City;17;;;3;58 (80%);10 (4);90';D;6.5;0;0;0;1 (0);3;0;5;2;58 (80%);0;2 (0);4 (1);2;0;0;;;;;MCI
CHE X MCI 2015-01-31;Branislav Ivanović;chelsea;B. Ivanović;25233;False;Chelsea;38;;;2;30 (69%);12 (7);90';D;6.4;0;0;0;1 (0);3;0;0;;30 (69%);1;1 (0);6 (3);1;0;1;;;;;CHE
CHE X MCI 2015-01-31;Didier Drogba;chelsea;D. Drogba;1222;False;Chelsea;38;;;0;0 (0%);3 (2);10';F;6.4;0;0;0;1 (0);0;0;0;;0 (0%);0;0 (0);0 (0);0;2;0;;;;;CHE
CHE X MCI 2015-01-31;David Silva;manchester-city;D. Silva;11781;False;Manchester City;17;1;;0;39 (83%);20 (4);89';M;6.2;1;0;0;1 (1);0;0;0;2;39 (83%);1;1 (0);0 (0);6;2;5;;;;;MCI
CHE X MCI 2015-01-31;Oscar;chelsea;Oscar;39400;False;Chelsea;38;;;3;25 (71%);16 (5);89';M;6.1;1;0;0;2 (0);1;0;1;2;25 (71%);0;4 (0);4 (1);3;1;0;;;;;CHE
CHE X MCI 2015-01-31;Ruben Loftus-Cheek;chelsea;R. Loftus-Cheek;284441;False;Chelsea;38;;;0;0 (0%);0 (0);1';M;–;0;0;0;0 (0);0;0;0;;0 (0%);0;0 (0);0 (0);0;0;0;;;;;CHE
CHE X MCI 2015-01-31;Stevan Jovetić;manchester-city;S. Jovetić;37126;False;Manchester City;17;;;0;3 (100%);1 (1);1';F;–;0;0;0;1 (1);0;0;0;;3 (100%);0;0 (0);0 (0);0;0;0;;;;;MCI
CHE X MCI 2015-01-31;Edin Džeko;manchester-city;E. Džeko;14990;False;Manchester City;17;;;0;4 (100%);1 (0);6';F;–;0;0;0;0 (0);0;0;0;;4 (100%);0;0 (0);0 (0);0;0;0;;;;;MCI
CHE X MCI 2015-01-31;Gary Cahill;chelsea;G. Cahill;9628;False;Chelsea;38;;;1;0 (0%);2 (1);3';D;–;0;0;0;0 (0);2;0;0;1;0 (0%);0;0 (0);0 (0);0;0;0;;;;;CHE
