game;team_away;team_home;data;hora;away_score;home_score;result;Ball possession_home;Ball possession_away;Total shots_home;Total shots_away;Shots on target_home;Shots on target_away;Shots off target_home;Shots off target_away;Blocked shots_home;Blocked shots_away;Corner kicks_home;Corner kicks_away;Offsides_home;Offsides_away;Fouls_home;Fouls_away;Yellow cards_home;Yellow cards_away;Hit woodwork_home;Hit woodwork_away;Passes_home;Passes_away;Accurate passes_home;Accurate passes_away;Duels won_home;Duels won_away;Aerials won_home;Aerials won_away
SWA X NEW 2013-03-02;NEW;SWA;2013-03-02;13:00:00;0;1;1;63%;36%;16;25;12;17;4;8;2;4;7;7;1;1;9;17;0;2;0;1;567;317;480 (0%);255 (0%);71;47;18;16
