game;name;slug;shortName;id;national;team_name;team_id;goals;goalAssist;totalTackle;totalPass;totalDuels;minutesPlayed;position;rating;shotsOnTarget;shotsOffTarget;shotsBlocked;totalContest;totalClearance;outfielderBlock;interceptionWon;challengeLost;accuratePass;keyPass;totalCross;totalLongBalls;dispossessed;wasFouled;fouls;saves;punches;runsOut;goodHighClaim;team
MUN X ARS 2011-08-28;Wayne Rooney;manchester-united;W. Rooney;751;False;Manchester United;35;3;1;2;40 (81%);10 (3);90';F;10;5;2;0;0 (0);0;0;1;;40 (81%);4;2 (1);7 (4);3;1;2;;;;;MUN
MUN X ARS 2011-08-28;Ashley Young;manchester-united;A. Young;10589;False;Manchester United;35;2;3;2;48 (87%);9 (5);90';M;9.6;4;0;0;3 (1);1;0;2;;48 (87%);5;4 (1);8 (5);2;2;0;;;;;MUN
MUN X ARS 2011-08-28;Nani;manchester-united;Nani;17740;False;Manchester United;35;1;;5;29 (80%);8 (7);68';M;7.8;1;2;0;2 (2);0;0;1;;29 (80%);2;5 (1);1 (0);1;0;0;;;;;MUN
MUN X ARS 2011-08-28;Ji-Sung Park;manchester-united;J. Park;2496;False;Manchester United;35;1;;2;15 (93%);4 (3);22';M;7.8;1;1;0;1 (1);0;0;1;;15 (93%);1;0 (0);0 (0);1;0;0;;;;;MUN
MUN X ARS 2011-08-28;Tomáš Rosický;arsenal;T. Rosický;108;False;Arsenal;42;;1;2;62 (88%);7 (3);90';M;7.8;0;0;1;0 (0);0;0;1;1;62 (88%);6;2 (1);1 (0);2;0;0;;;;;ARS
MUN X ARS 2011-08-28;Tom Cleverley;manchester-united;T. Cleverley;46432;False;Manchester United;35;;;5;61 (91%);11 (6);90';M;7.7;1;1;1;1 (1);0;0;2;1;61 (91%);1;1 (0);5 (3);1;0;2;;;;;MUN
MUN X ARS 2011-08-28;David De Gea;manchester-united;D. D. Gea;69378;False;Manchester United;35;;;0;14 (66%);0 (0);90';G;7.6;0;0;0;0 (0);1;0;0;;14 (66%);0;0 (0);10 (4);0;0;0;6;1;0 (0);1;MUN
MUN X ARS 2011-08-28;Anderson;manchester-united;Anderson;17887;False;Manchester United;35;;1;5;39 (86%);9 (5);68';M;7.6;0;0;0;0 (0);0;0;1;1;39 (86%);2;3 (0);4 (2);2;0;1;;;;;MUN
MUN X ARS 2011-08-28;Aaron Ramsey;arsenal;A. Ramsey;23571;False;Arsenal;42;;;3;51 (81%);13 (6);90';M;7.5;0;1;1;0 (0);0;0;3;2;51 (81%);4;0 (0);7 (4);4;3;1;;;;;ARS
MUN X ARS 2011-08-28;Andrey Arshavin;arsenal;A. Arshavin;10906;False;Arsenal;42;;;0;32 (71%);8 (3);90';M;7.4;2;2;3;5 (3);0;0;0;1;32 (71%);2;0 (0);1 (1);1;0;2;;;;;ARS
MUN X ARS 2011-08-28;Javier Hernández;manchester-united;J. Hernández;34312;False;Manchester United;35;;;1;21 (95%);2 (2);54';F;7.2;1;0;0;0 (0);0;0;0;;21 (95%);2;0 (0);1 (1);0;1;0;;;;;MUN
MUN X ARS 2011-08-28;Danny Welbeck;manchester-united;D. Welbeck;33902;False;Manchester United;35;1;;0;8 (66%);3 (1);36';F;7.1;1;3;0;0 (0);0;0;2;;8 (66%);0;0 (0);0 (0);1;1;0;;;;;MUN
MUN X ARS 2011-08-28;Patrice Evra;manchester-united;P. Evra;3063;False;Manchester United;35;;;5;33 (84%);11 (7);90';D;7.0;0;0;0;1 (1);4;0;2;1;33 (84%);1;2 (0);3 (1);1;1;2;;;;;MUN
MUN X ARS 2011-08-28;Ryan Giggs;manchester-united;R. Giggs;754;False;Manchester United;35;;1;2;23 (95%);3 (2);22';M;7.0;0;0;0;0 (0);0;0;0;1;23 (95%);1;0 (0);2 (2);0;0;0;;;;;MUN
MUN X ARS 2011-08-28;Phil Jones;manchester-united;P. Jones;93868;False;Manchester United;35;;;2;38 (90%);9 (7);90';D;6.9;0;0;0;4 (3);5;0;1;;38 (90%);0;0 (0);2 (2);0;1;0;;;;;MUN
MUN X ARS 2011-08-28;Robin van Persie;arsenal;R. v. Persie;1;False;Arsenal;42;1;;0;19 (86%);6 (0);84';F;6.8;4;0;0;0 (0);0;0;0;;19 (86%);2;4 (2);1 (0);4;0;0;;;;;ARS
MUN X ARS 2011-08-28;Chris Smalling;manchester-united;C. Smalling;47741;False;Manchester United;35;;;0;47 (88%);2 (0);90';D;6.7;0;1;0;0 (0);3;0;3;1;47 (88%);2;1 (0);3 (2);0;0;1;;;;;MUN
MUN X ARS 2011-08-28;Theo Walcott;arsenal;T. Walcott;10501;False;Arsenal;42;1;;0;21 (80%);8 (2);84';M;6.6;2;1;0;3 (0);0;0;0;1;21 (80%);0;1 (0);0 (0);1;2;1;;;;;ARS
MUN X ARS 2011-08-28;Alex Oxlade-Chamberlain;arsenal;A. Oxlade-Chamberlain;10577;False;Arsenal;42;;;0;8 (100%);3 (1);28';M;6.4;0;0;0;2 (1);0;0;0;;8 (100%);0;0 (0);1 (1);1;0;0;;;;;ARS
MUN X ARS 2011-08-28;Francis Coquelin;arsenal;F. Coquelin;40672;False;Arsenal;42;;;1;29 (85%);8 (2);62';M;6.2;0;0;0;2 (0);0;0;1;;29 (85%);0;0 (0);4 (3);4;1;0;;;;;ARS
MUN X ARS 2011-08-28;Jonny Evans;manchester-united;J. Evans;30144;False;Manchester United;35;;;0;38 (88%);5 (3);90';D;6.1;0;0;0;0 (0);7;0;3;;38 (88%);0;0 (0);7 (5);0;0;1;;;;;MUN
